query_index,facts_file,task,baseline_refs,diverse_refs,changed_order,changed_reference_set,top1_preserved,baseline_top_similarity,diverse_top_similarity,baseline_mean_similarity,diverse_mean_similarity,baseline_unique_models,diverse_unique_models,baseline_has_duplicate_models,diverse_has_duplicate_models,baseline_intra_list_dissimilarity,diverse_intra_list_dissimilarity
864,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7a185cb42ae6.ttl,Fault detection,"209,211,191,42,41","209,33,211,34,44",True,True,True,0.519,0.519,0.517,0.516,5,5,0,0,0.5749542767174346,0.5761606060606062
865,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7a267fff1eca.ttl,Health assessment,"73,188,227,173,7","73,7,239,104,227",True,True,True,0.504,0.504,0.5028,0.502,5,5,0,0,0.5348232160732161,0.5960911680911681
866,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7bbb2c9051f1.ttl,Fault detection,"42,41,44,43,46","42,195,230,34,44",True,True,True,0.591,0.591,0.591,0.591,5,5,0,0,0.2967919799498747,0.4939304471979458
867,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7c6b6ba92bde.ttl,Fault detection,"209,211,191,230,166","209,166,211,215,72",True,True,True,0.513,0.513,0.5126000000000001,0.5117999999999999,5,5,0,0,0.5454096459096459,0.6018443094845534
868,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7ca1103c5775.ttl,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5280894698410694,0.6597099496709253
869,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7cdadd5c13a1.ttl,Health assessment,"173,213,188,31,38","173,213,221,193,104",True,True,True,0.534,0.534,0.5172000000000001,0.514,5,5,0,0,0.5634360876789404,0.6092518676874309
870,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7dada0ae49fa.ttl,Health assessment,"227,31,38,104,173","227,213,221,193,104",True,True,True,0.522,0.522,0.5164000000000001,0.5114,5,5,0,0,0.4891651566518588,0.603223926999382
871,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7deb509fc064.ttl,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.502,0.502,0.5004,0.5004,5,5,0,0,0.3490736383442266,0.3655148148148148
872,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7e3d97d3e0c5.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
873,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7e477a998e8e.ttl,Fault detection,"72,195,200,209,211","72,44,211,230,209",True,True,True,0.595,0.595,0.5898,0.5854,5,5,0,0,0.3419559401080019,0.5687034232704964
874,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7ea70d27e9af.ttl,One step future state forecast,"131,132,135,133,134","131,10,135,132,133",True,True,True,0.614,0.614,0.614,0.6072,5,5,0,0,0.24191316526610646,0.32854030501089326
875,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7ec43972336f.ttl,Remaining useful life estimation,"256,107,197,204,108","256,197,222,184,54",True,True,True,0.512,0.512,0.5076,0.506,4,5,1,0,0.4551328028293546,0.593336516357206
876,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7ed377e25cf3.ttl,Health assessment,"31,38,104,188,221","31,213,193,221,104",True,True,True,0.513,0.513,0.5124000000000001,0.5104,5,5,0,0,0.47614698474062,0.5800615447498526
877,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_7ff57c0395ff.ttl,Fault detection,"200,209,211,191,195","200,215,44,218,211",True,True,True,0.51,0.51,0.5088,0.5058,5,5,0,0,0.29344342484548663,0.620418674892359
878,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8238cf65c01b.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
879,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_827f8b267ef1.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
880,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_82e5a75a103f.ttl,Health assessment,"31,38,104,213,173","31,213,193,104,221",True,True,True,0.524,0.524,0.5208,0.5161999999999999,5,5,0,0,0.5647640266911683,0.5800615447498526
881,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_82fd1fe5b2a5.ttl,Health assessment,"73,213,227,31,38","73,7,239,104,227",True,True,True,0.6,0.6,0.594,0.5900000000000001,5,5,0,0,0.5023938218969529,0.5960911680911681
882,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_83356f554da2.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
883,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_842e98fc7ec5.ttl,Fault detection,"72,20,230,175,42","72,44,230,47,41",True,True,True,0.511,0.511,0.5098,0.5096,5,5,0,0,0.3800882659274828,0.44494248755095994
884,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_84ea853b0177.ttl,Health assessment,"7,177,239,153,154","7,227,104,193,221",True,True,True,0.518,0.518,0.5138,0.5098,3,5,1,0,0.4840849673202615,0.6004300869695607
885,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_84fae1bf66b6.ttl,Fault identification,"255,203,216,189,201","255,216,247,210,176",True,True,True,0.632,0.632,0.5933999999999999,0.5923999999999999,5,5,0,0,0.6142036535997253,0.680450584479273
886,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8556da6b4306.ttl,Fault detection,"19,215,209,211,191","19,211,44,215,34",True,True,True,0.515,0.515,0.5109999999999999,0.5102,5,5,0,0,0.5412725885225884,0.5885077422577422
887,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8579d69b59e0.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
888,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_859d81e681ce.ttl,Fault detection,"166,167,218,42,41","166,218,34,33,44",True,True,True,0.512,0.512,0.5102,0.5094000000000001,4,5,1,0,0.4402662250030671,0.5201726273726275
889,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_867f2515f34e.ttl,Fault detection,"245,230,195,218,215","245,195,41,218,34",True,True,True,0.521,0.521,0.516,0.5138,5,5,0,0,0.4538973981345116,0.5604713911518036
890,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_875ccca88ff4.ttl,Fault detection,"42,41,44,43,46","42,72,230,44,34",True,True,True,0.521,0.521,0.521,0.5182,5,5,0,0,0.2967919799498747,0.461936769264112
891,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8797b8bf1374.ttl,Remaining useful life estimation,"75,74,76,157,158","75,226,157,74,127",True,True,True,0.637,0.637,0.6334000000000001,0.619,4,5,1,0,0.3313601953601954,0.47119257719257723
892,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_887e1ebfa5a9.ttl,Fault detection,"98,175,195,215,20","98,211,215,195,42",True,True,True,0.531,0.531,0.5208000000000002,0.5182,5,5,0,0,0.4207314930201528,0.5779528410638014
893,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8954f485e96f.ttl,Fault feature extraction,"70,235,32,253,229","70,190,229,198,235",True,True,True,0.524,0.524,0.5112000000000001,0.5104000000000001,5,5,0,0,0.4709284610971358,0.605755152478044
894,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8a07296e2377.ttl,Fault identification,"216,203,189,243,244","216,247,243,203,13",True,True,True,0.523,0.523,0.5194,0.5157999999999999,4,5,1,0,0.5157477192618701,0.6669767376229639
895,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8a4694333078.ttl,Fault detection,"175,218,245,42,41","175,218,29,245,43",True,True,True,0.535,0.535,0.5151999999999999,0.5151999999999999,5,5,0,0,0.541023616734143,0.5650641025641026
896,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8ab0bb47722f.ttl,Fault detection,"20,42,41,44,43","20,44,215,34,33",True,True,True,0.522,0.522,0.5164000000000001,0.516,5,5,0,0,0.3828822055137845,0.49213228438228435
897,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8afb193ba5de.ttl,Health assessment,"31,38,104,221,213","31,213,104,193,221",True,True,True,0.574,0.574,0.5516,0.539,5,5,0,0,0.5106008661321741,0.5800615447498526
898,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8aff7c700bea.ttl,Fault detection,"42,41,44,43,46","42,209,34,44,200",True,True,True,0.595,0.595,0.595,0.5927999999999999,5,5,0,0,0.2967919799498747,0.5201433128275232
899,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8b1c5009d581.ttl,Health assessment,"31,38,104,173,2","31,213,193,104,221",True,True,True,0.595,0.595,0.5946,0.5892000000000001,5,5,0,0,0.4775924031642117,0.5800615447498526
900,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8bd31c0c6ccf.ttl,Fault detection,"195,72,215,230,218","195,44,218,215,34",True,True,True,0.515,0.515,0.5072,0.5065999999999999,5,5,0,0,0.506456050863896,0.6056366073788755
901,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8c4e8fbd00bc.ttl,Remaining useful life estimation,"263,262,207,208,256","263,22,256,75,74",True,True,True,0.594,0.594,0.5566000000000001,0.5396000000000001,4,5,1,0,0.3447572480441786,0.493834008097166
902,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8ca814250b43.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
903,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8d343853ce22.ttl,Fault detection,"42,41,44,43,46","42,209,215,34,44",True,True,True,0.524,0.524,0.524,0.5208,5,5,0,0,0.2967919799498747,0.5499869209737632
904,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8d71edf312fc.ttl,Fault identification,"203,189,252,210,48","203,50,210,216,189",True,True,True,0.604,0.604,0.5978,0.5974,5,5,0,0,0.5514694271520778,0.594403866160321
905,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8e040136b26e.ttl,Fault detection,"72,175,19,195,245","72,218,44,230,42",True,True,True,0.515,0.515,0.5086,0.5039999999999999,5,5,0,0,0.30060714285714285,0.5723425355132672
906,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8e62c1166a68.ttl,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
907,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_8fc2745038d2.ttl,Fault detection,"19,175,20,166,167","19,166,34,33,44",True,True,True,0.626,0.626,0.603,0.5964,3,5,1,0,0.36937978687978684,0.43890909090909097
908,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_90861cf02575.ttl,Fault detection,"166,167,195,215,72","166,195,218,245,211",True,True,True,0.517,0.517,0.5147999999999999,0.5114,4,5,1,0,0.5138804195134343,0.5929041697134481
909,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_91085f60b0ea.ttl,Fault detection,"19,166,167,98,245","19,218,166,215,98",True,True,True,0.605,0.605,0.6012000000000001,0.5972000000000001,4,5,1,0,0.38393783993783986,0.5243859751359751
910,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9286c5caa92e.ttl,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
911,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_92a1902df0ec.ttl,Health assessment,"73,221,31,38,104","73,7,239,104,227",True,True,True,0.517,0.517,0.5115999999999999,0.5086,5,5,0,0,0.41062228902792003,0.5960911680911681
912,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9309589ff542.ttl,Health assessment,"239,153,154,193,221","239,104,7,31,221",True,True,True,0.517,0.517,0.5156000000000001,0.5105999999999999,4,5,1,0,0.43527210182318543,0.5903500277562428
913,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_931d51203909.ttl,Fault feature extraction,"32,253,198,17,229","32,190,198,229,235",True,True,True,0.564,0.564,0.5452,0.533,5,5,0,0,0.5450682168073472,0.5967863247863249
914,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9438180390fb.ttl,Remaining useful life estimation,"121,97,223,170,51","121,223,208,59,52",True,True,True,0.502,0.502,0.5008,0.5006,5,5,0,0,0.4665002849002849,0.5757839194017943
915,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_969c6350bfb3.ttl,Fault detection,"200,42,41,44,43","200,44,34,33,41",True,True,True,0.512,0.512,0.5095999999999999,0.5095999999999999,5,5,0,0,0.44875939849624064,0.4612727272727272
916,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_98007434fd75.ttl,Health assessment,"188,2,73,213,221","188,227,104,239,38",True,True,True,0.63,0.63,0.6033999999999999,0.5955999999999999,5,5,0,0,0.3485467032967033,0.6021002474924888
917,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9880f5c1429d.ttl,Fault detection,"218,20,72,42,41","218,34,20,42,44",True,True,True,0.521,0.521,0.515,0.5144,5,5,0,0,0.5467883847360742,0.5619777882935777
918,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9882abb08ff3.ttl,Fault detection,"72,20,19,195,209","72,166,211,230,209",True,True,True,0.515,0.515,0.5094,0.5074,4,5,1,0,0.26682142857142854,0.5751448409314264
919,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_988d676aa0b1.ttl,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.574,0.574,0.574,0.574,4,5,1,0,0.2680996168582376,0.29012887495646117
920,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_98ef33c2f4a5.ttl,Health assessment,"227,31,38,221,104","227,213,221,193,104",True,True,True,0.513,0.513,0.5098,0.5085999999999999,5,5,0,0,0.4869005234140433,0.603223926999382
921,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_99585161f95f.ttl,Fault feature extraction,"32,253,198,229,17","32,190,229,198,235",True,True,True,0.595,0.595,0.5898,0.5864,5,5,0,0,0.5450682168073472,0.5967863247863248
922,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_99847612e6b2.ttl,Fault detection,"42,41,44,43,46","42,20,34,44,166",True,True,True,0.624,0.624,0.624,0.6216,5,5,0,0,0.2967919799498747,0.44143540669856457
923,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9c1944b4aefe.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
924,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9c600c980caa.ttl,Health assessment,"239,153,154,193,221","239,104,153,193,188",True,True,True,0.659,0.659,0.6334000000000001,0.6,4,5,1,0,0.43527210182318543,0.5769810210986681
925,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9ccfbe98c58a.ttl,Fault feature extraction,"18,17,231,70,32","18,229,70,190,235",True,True,True,0.514,0.514,0.511,0.5098,4,5,1,0,0.41892025243832476,0.599411467177837
926,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9d2e6a424eba.ttl,Remaining useful life estimation,"169,234,232,233,15","169,251,122,242,249",True,True,True,0.53,0.53,0.5244000000000001,0.5244000000000001,5,5,0,0,0.3889430990062569,0.5823374814573119
927,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9dc96976e0bf.ttl,Fault detection,"230,19,72,195,166","230,41,72,44,166",True,True,True,0.598,0.598,0.5952,0.592,5,5,0,0,0.43938534613069435,0.47226951909878745
928,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9f2f2c646b46.ttl,Fault identification,"255,203,216,189,243","255,216,13,176,201",True,True,True,0.527,0.527,0.5098,0.5077999999999999,5,5,0,0,0.5677211185813877,0.6317278868672312
929,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9f312914c2a0.ttl,Remaining useful life estimation,"121,204,8,178,237","121,223,222,184,237",True,True,True,0.612,0.612,0.6013999999999999,0.598,4,5,1,0,0.462007501418769,0.5683473823527797
930,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9f48c03765f1.ttl,Remaining useful life estimation,"107,223,170,51,53","107,223,52,208,59",True,True,True,0.502,0.502,0.5006,0.5006,5,5,0,0,0.4526119765292179,0.5651198978210588
931,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9f5620430ceb.ttl,Fault detection,"195,72,166,167,20","195,44,20,34,230",True,True,True,0.559,0.559,0.5168000000000001,0.5154000000000001,4,5,1,0,0.44111792835862484,0.47140787391302846
932,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_9f5c1c6a6ea2.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.524,0.524,0.524,0.524,5,5,0,0,0.2967919799498747,0.352885623148781
933,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a311a3312c4d.ttl,Fault detection,"200,166,167,98,230","200,44,230,34,33",True,True,True,0.512,0.512,0.5068,0.5056,4,5,1,0,0.4395239643397538,0.48118034772245294
934,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a35c8ef58b3f.ttl,Fault identification,"252,243,244,216,201","252,210,212,216,243",True,True,True,0.605,0.605,0.6003999999999999,0.5948,4,5,1,0,0.46423330206378993,0.6026426963280622
935,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a3d2f59384dd.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
936,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a4f2719d027c.ttl,Fault detection,"72,19,20,166,167","72,166,215,211,209",True,True,True,0.609,0.609,0.599,0.5908,3,5,1,0,0.37213150670467743,0.6018443094845534
937,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a5689e83b8a2.ttl,Health assessment,"213,7,177,2,31","213,173,221,104,38",True,True,True,0.567,0.567,0.5272,0.5244,4,5,1,0,0.5187829897137911,0.5638026018031022
938,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a5cc7048679f.ttl,Health assessment,"31,38,104,221,73","31,104,188,239,38",True,True,True,0.662,0.662,0.6512,0.6352,5,5,0,0,0.41062228902792003,0.574242998517118
939,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a5ddb01d6eb2.ttl,Health assessment,"221,188,31,38,104","221,239,7,104,31",True,True,True,0.525,0.525,0.516,0.5124,5,5,0,0,0.4761469847406201,0.5903500277562428
940,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a6572a1be08e.ttl,Fault feature extraction,"190,18,70,17,235","190,70,229,198,235",True,True,True,0.518,0.518,0.5115999999999999,0.5077999999999999,4,5,1,0,0.4979844845219388,0.605755152478044
941,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a7852cb7191b.ttl,Remaining useful life estimation,"170,51,53,52,55","170,208,204,55,54",True,True,True,0.5,0.5,0.5,0.5,4,5,1,0,0.3134626262626262,0.5530436803852549
942,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a7eb132d5868.ttl,Remaining useful life estimation,"75,74,76,222,184","75,184,74,36,222",True,True,True,0.677,0.677,0.6622000000000001,0.6506000000000001,5,5,0,0,0.3953744922410589,0.45500029472443265
943,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a9337bbe2a13.ttl,Health assessment,"7,177,213,2,239","7,2,104,239,213",True,True,True,0.518,0.518,0.5154,0.5126000000000001,4,5,1,0,0.5190666187395159,0.6022501797268152
944,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a93be7938bc2.ttl,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781
945,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_a94d0c8a8798.ttl,Fault identification,"196,255,201,202,176","196,201,247,210,216",True,True,True,0.524,0.524,0.5162000000000001,0.5136,5,5,0,0,0.5053820959273561,0.7000237077737077
946,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_aa6a012cb10f.ttl,Remaining useful life estimation,"147,148,149,207,208","147,181,208,233,149",True,True,True,0.533,0.533,0.5306000000000001,0.526,5,5,0,0,0.43308690161495733,0.5810827657204578
947,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_aaf781ea0e83.ttl,Health assessment,"31,38,104,188,221","31,213,239,221,104",True,True,True,0.6,0.6,0.6,0.5942000000000001,5,5,0,0,0.47614698474062,0.5927769588210243
948,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ab018cccbede.ttl,Remaining useful life estimation,"92,127,226,69,222","92,184,69,127,222",True,True,True,0.54,0.54,0.5216000000000001,0.5208,5,5,0,0,0.4760105016707204,0.4825310087210844
949,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ab31ad4a214e.ttl,Health assessment,"31,38,104,221,213","31,104,38,7,239",True,True,True,0.664,0.664,0.6042,0.6012000000000001,5,5,0,0,0.5106008661321741,0.5711250835622625
950,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ab655d0deb99.ttl,Fault identification,"210,48,50,49,212","210,48,247,212,216",True,True,True,0.619,0.619,0.619,0.6064,5,5,0,0,0.5878796157059314,0.6916852854462611
951,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ac0e1625c357.ttl,Fault detection,"42,41,44,43,46","42,230,34,44,166",True,True,True,0.521,0.521,0.521,0.5186,5,5,0,0,0.2967919799498747,0.42894291673239043
952,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ae9dc87e0fd9.ttl,Fault detection,"215,72,42,41,44","215,34,42,44,72",True,True,True,0.518,0.518,0.5115999999999999,0.5115999999999999,5,5,0,0,0.4842448287698609,0.49447069137537686
953,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_af573580f0c2.ttl,Fault detection,"72,19,195,215,218","72,218,44,215,47",True,True,True,0.527,0.527,0.5144,0.51,5,5,0,0,0.5039957334035786,0.5656843656984865
954,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b003cc83f20a.ttl,Health assessment,"213,221,173,31,38","213,173,221,193,104",True,True,True,0.51,0.51,0.5096,0.5084,5,5,0,0,0.5383061757031292,0.6092518676874309
955,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b048b4785895.ttl,Health assessment,"31,38,104,221,2","31,213,193,104,221",True,True,True,0.617,0.617,0.6098,0.604,5,5,0,0,0.4508916797008323,0.5800615447498526
956,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b0ac984d6379.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
957,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b10df8385870.ttl,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
958,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b1d6bc1927e1.ttl,Fault detection,"245,42,41,44,43","245,41,34,44,33",True,True,True,0.517,0.517,0.5146000000000001,0.5146000000000001,5,5,0,0,0.38654077501445916,0.4211804195804196
959,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b21144a02138.ttl,Health assessment,"7,177,239,153,154","7,227,104,193,221",True,True,True,0.518,0.518,0.5138,0.5098,3,5,1,0,0.4840849673202615,0.6004300869695607
960,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b22872a789be.ttl,Fault detection,"200,218,245,209,42","200,44,218,245,34",True,True,True,0.503,0.503,0.5008,0.5008,5,5,0,0,0.5524094852515906,0.5690839511365827
961,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b2cc70c112fa.ttl,Fault detection,"20,195,230,42,41","20,44,195,34,230",True,True,True,0.622,0.622,0.6058,0.6058,5,5,0,0,0.5062207660308583,0.47140787391302846
962,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b302af5fff29.ttl,Fault detection,"166,167,215,19,98","166,215,72,33,34",True,True,True,0.564,0.564,0.5369999999999999,0.5256000000000001,4,5,1,0,0.415008547008547,0.4846311282213721
963,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b33f3fb85feb.ttl,Fault detection,"42,41,44,43,46","42,72,44,34,41",True,True,True,0.62,0.62,0.62,0.6154000000000001,5,5,0,0,0.2967919799498747,0.4193180845684055
964,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b3f3724aec97.ttl,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326
965,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b4c6654ea536.ttl,Fault detection,"209,211,191,19,166","209,166,211,215,200",True,True,True,0.619,0.619,0.6182000000000001,0.614,5,5,0,0,0.5603436563436562,0.6044945580735054
966,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b66c9242982a.ttl,Fault detection,"175,98,20,209,211","175,211,44,209,47",True,True,True,0.593,0.593,0.5902000000000001,0.5885999999999999,5,5,0,0,0.4543412698412698,0.5527217241822505
967,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b694087711e4.ttl,Fault feature extraction,"231,27,229,32,17","231,190,229,198,235",True,True,True,0.503,0.503,0.5015999999999999,0.501,5,5,0,0,0.522310452832192,0.6022783882783883
968,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b7671164fd60.ttl,Fault detection,"72,175,218,20,230","72,218,211,42,230",True,True,True,0.52,0.52,0.5129999999999999,0.5102,5,5,0,0,0.4444149617320349,0.6092311532427066
969,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b79e9093caec.ttl,Health assessment,"239,153,154,193,73","239,104,7,73,173",True,True,True,0.533,0.533,0.5298,0.5146,4,5,1,0,0.3899738562091503,0.5961481481481481
970,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b7e494587813.ttl,Fault feature extraction,"32,253,198,70,229","32,190,198,229,235",True,True,True,0.636,0.636,0.6222,0.6081999999999999,5,5,0,0,0.510420142106889,0.5967863247863249
971,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_b82c3cb47489.ttl,Fault detection,"98,42,41,44,43","98,42,44,72,34",True,True,True,0.523,0.523,0.5166000000000001,0.5166000000000001,5,5,0,0,0.30764828738512945,0.39237183127812136
