lambda_relevance,query_index,task,baseline_refs,reranked_refs,changed_order,changed_reference_set,top1_preserved,baseline_top_similarity,diverse_top_similarity,baseline_mean_similarity,diverse_mean_similarity,baseline_unique_models,diverse_unique_models,baseline_has_duplicate_models,diverse_has_duplicate_models,baseline_intra_list_dissimilarity,diverse_intra_list_dissimilarity
0.8,414,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.524,0.524,0.524,0.524,4,5,1,0,0.2680996168582376,0.29012887495646117
0.8,415,Health assessment,"227,7,177,31,38","227,213,221,193,104",True,True,True,0.516,0.516,0.5136,0.5104,4,5,1,0,0.5003471059523885,0.603223926999382
0.8,416,Remaining useful life estimation,"97,197,237,155,172","97,197,263,256,75",True,True,True,0.518,0.518,0.5152,0.5149999999999999,5,5,0,0,0.49017323852617967,0.5874008547008546
0.8,417,Fault detection,"42,41,44,43,46","42,209,215,34,44",True,True,True,0.524,0.524,0.524,0.5208,5,5,0,0,0.2967919799498747,0.5499869209737632
0.8,418,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.662,0.662,0.662,0.662,4,5,1,0,0.2680996168582376,0.29012887495646117
0.8,419,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,420,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.34907363834422656,0.32854030501089326
0.8,421,Fault detection,"209,211,191,19,166","209,166,211,215,175",True,True,True,0.529,0.529,0.5256000000000001,0.5204000000000001,5,5,0,0,0.5603436563436562,0.6026370296370296
0.8,422,Fault detection,"209,211,215,191,72","209,166,211,215,72",True,True,True,0.513,0.513,0.513,0.5119999999999999,5,5,0,0,0.5327609071145656,0.6018443094845534
0.8,423,Remaining useful life estimation,"207,208,223,222,147","207,223,149,155,169",True,True,True,0.532,0.532,0.5226000000000001,0.5178,5,5,0,0,0.5356838759694338,0.5837224290136772
0.8,424,Remaining useful life estimation,"107,256,97,222,184","107,22,8,256,222",True,True,True,0.524,0.524,0.5172000000000001,0.5157999999999999,5,5,0,0,0.47037292464878677,0.5091896083092627
0.8,425,Fault feature extraction,"229,32,253,198,18","229,198,70,190,235",True,True,True,0.51,0.51,0.5086,0.5052,5,5,0,0,0.5450682168073472,0.605755152478044
0.8,426,Remaining useful life estimation,"97,35,37,36,28","97,36,35,115,37",True,True,True,0.523,0.523,0.5166000000000001,0.5166000000000001,4,5,1,0,0.28471264367816096,0.2996307906652734
0.8,427,Remaining useful life estimation,"107,223,8,178,234","107,223,128,249,233",True,True,True,0.515,0.515,0.5132,0.5124000000000001,4,5,1,0,0.4014705047259685,0.5439402785885544
0.8,428,Health assessment,"227,31,38,239,213","227,213,221,239,104",True,True,True,0.501,0.501,0.5002,0.5002,5,5,0,0,0.5689712998324852,0.615901516011452
0.8,429,Remaining useful life estimation,"127,69,226,157,158","127,69,226,60,157",True,True,True,0.684,0.684,0.5962000000000001,0.595,4,5,1,0,0.45314167826362955,0.5422490924320192
0.8,430,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.791,0.791,0.791,0.791,5,5,0,0,0.2967919799498747,0.352885623148781
0.8,431,One step future state forecast,"131,132,135,133,134","131,10,135,132,133",True,True,True,0.511,0.511,0.511,0.5098,5,5,0,0,0.24191316526610646,0.32854030501089326
0.8,432,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.707,0.707,0.707,0.707,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,433,Fault detection,"215,209,211,191,218","215,211,209,44,218",True,True,True,0.596,0.596,0.5923999999999999,0.5917999999999999,5,5,0,0,0.5343221408221408,0.6012728937728938
0.8,434,Fault detection,"200,166,167,98,19","200,215,166,218,211",True,True,True,0.503,0.503,0.5014,0.5008,4,5,1,0,0.42464167995746943,0.6198774544169281
0.8,435,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,436,Fault detection,"215,166,167,72,209","215,200,166,218,211",True,True,True,0.518,0.518,0.5114,0.509,4,5,1,0,0.5281532918301212,0.6198774544169281
0.8,437,Remaining useful life estimation,"181,234,232,233,15","181,249,233,128,122",True,True,True,0.544,0.544,0.5351999999999999,0.5351999999999999,5,5,0,0,0.34178785425101216,0.5624635404635405
0.8,438,Fault detection,"230,245,215,42,41","230,41,34,44,215",True,True,True,0.6,0.6,0.5924,0.5913999999999999,5,5,0,0,0.43191767881241566,0.4676466033966033
0.8,439,Health assessment,"31,38,104,227,188","31,213,104,239,38",True,True,True,0.546,0.546,0.5336000000000001,0.5302,5,5,0,0,0.5454302238422745,0.5876053892447517
0.8,440,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243
0.8,441,Health assessment,"73,221,31,38,104","73,7,239,104,227",True,True,True,0.517,0.517,0.5115999999999999,0.5086,5,5,0,0,0.41062228902792003,0.5960911680911681
0.8,442,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.8,443,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
0.8,444,Fault detection,"230,245,218,175,166","230,211,166,218,72",True,True,True,0.509,0.509,0.5064,0.5052000000000001,5,5,0,0,0.5200240592740594,0.6071577880114465
0.8,445,Fault identification,"247,196,216,252,13","247,201,13,196,216",True,True,True,0.592,0.592,0.588,0.5871999999999999,5,5,0,0,0.6573690575458867,0.7040649165649165
0.8,446,Fault detection,"209,20,211,191,166","209,166,211,34,33",True,True,True,0.515,0.515,0.5144,0.512,5,5,0,0,0.5603436563436562,0.5822581529581529
0.8,447,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,448,Fault detection,"42,41,44,43,46","42,209,211,34,44",True,True,True,0.602,0.602,0.602,0.5976,5,5,0,0,0.2967919799498747,0.5775079744816587
0.8,449,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.578,0.578,0.578,0.578,4,5,1,0,0.3189603238866397,0.5494555202976256
0.8,450,Fault detection,"98,20,166,167,218","98,218,200,245,42",True,True,True,0.514,0.514,0.5104,0.508,4,5,1,0,0.47834188034188035,0.5559275753486279
0.8,451,Health assessment,"188,213,221,239,153","188,227,104,193,38",True,True,True,0.524,0.524,0.5154,0.5118,5,5,0,0,0.5246651401850253,0.5954527733967389
0.8,452,Remaining useful life estimation,"181,234,232,233,15","181,249,233,128,122",True,True,True,0.544,0.544,0.5351999999999999,0.5351999999999999,5,5,0,0,0.34178785425101216,0.5624635404635405
0.8,453,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,454,Remaining useful life estimation,"225,223,155,108,222","225,222,223,184,53",True,True,True,0.52,0.52,0.5178,0.5164,5,5,0,0,0.536157590887814,0.5683500096105794
0.8,455,Remaining useful life estimation,"263,262,169,237,22","263,237,197,223,22",True,True,True,0.592,0.592,0.5898,0.5879999999999999,4,5,1,0,0.4726691729323308,0.5576606998264892
0.8,456,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,457,Fault detection,"42,41,44,43,46","42,209,215,34,44",True,True,True,0.534,0.534,0.534,0.5258,5,5,0,0,0.2967919799498747,0.5499869209737632
0.8,458,Remaining useful life estimation,"197,59,58,60,127","197,59,208,121,60",True,True,True,0.625,0.625,0.5986,0.5962,5,5,0,0,0.5219524542810807,0.6036469839329819
0.8,459,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,460,Fault detection,"195,72,166,167,98","195,44,20,47,230",True,True,True,0.609,0.609,0.5912,0.5877999999999999,4,5,1,0,0.41144512893582535,0.4657683204840014
0.8,461,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243
0.8,462,Fault identification,"255,203,189,252,243","255,216,210,201,189",True,True,True,0.547,0.547,0.518,0.5154,5,5,0,0,0.5133494775425927,0.612801447186693
0.8,463,Remaining useful life estimation,"127,69,226,35,37","127,226,69,30,120",True,True,True,0.601,0.601,0.5658,0.5658,5,5,0,0,0.47195419978430914,0.48470221440953143
0.8,464,Fault detection,"72,195,230,209,211","72,215,166,211,209",True,True,True,0.515,0.515,0.5064,0.5046,5,5,0,0,0.45602736867943056,0.6018443094845534
0.8,465,Fault identification,"238,216,247,203,243","238,247,255,201,176",True,True,True,0.517,0.517,0.5130000000000001,0.5098,5,5,0,0,0.6322393565553943,0.6734927040172941
0.8,466,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,467,Remaining useful life estimation,"172,207,208,223,147","172,208,223,148,184",True,True,True,0.522,0.522,0.5202,0.5188,5,5,0,0,0.563929226136067,0.579065053622888
0.8,468,Fault detection,"42,41,44,43,46","42,200,34,44,166",True,True,True,0.609,0.609,0.609,0.607,5,5,0,0,0.2967919799498747,0.47091866028708146
0.8,469,Fault detection,"166,167,215,175,19","166,200,215,211,19",True,True,True,0.521,0.521,0.5176000000000001,0.516,4,5,1,0,0.45651098901098897,0.594012595591543
0.8,470,Fault detection,"20,19,166,167,98","20,166,34,33,44",True,True,True,0.517,0.517,0.513,0.5105999999999999,3,5,1,0,0.3391313131313131,0.43890909090909097
0.8,471,Fault identification,"216,201,202,176,255","216,255,247,13,176",True,True,True,0.513,0.513,0.5096,0.5082,5,5,0,0,0.5534244156295118,0.680473178005965
0.8,472,Fault identification,"255,201,202,176,216","255,216,176,210,201",True,True,True,0.52,0.52,0.515,0.514,5,5,0,0,0.553424415629512,0.6262767219119679
0.8,473,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.5,0.5,0.5,0.5,5,5,0,0,0.5621461887290472,0.5927769588210243
0.8,474,Fault detection,"215,20,200,72,19","215,200,166,218,20",True,True,True,0.523,0.523,0.518,0.5154,4,5,1,0,0.3553496546243658,0.5840332985727723
0.8,475,Fault detection,"200,166,167,98,230","200,166,230,211,20",True,True,True,0.527,0.527,0.5151999999999999,0.5124000000000001,4,5,1,0,0.4395239643397538,0.5484547616126563
0.8,476,Health assessment,"188,31,38,239,213","188,104,227,193,38",True,True,True,0.522,0.522,0.5164000000000001,0.5146,5,5,0,0,0.5626530566081301,0.5954527733967389
0.8,477,Fault detection,"20,215,42,41,44","20,44,215,34,33",True,True,True,0.513,0.513,0.5105999999999999,0.5105999999999999,5,5,0,0,0.466774628879892,0.49213228438228435
0.8,478,Fault detection,"175,19,20,209,211","175,218,211,44,209",True,True,True,0.593,0.593,0.5885999999999999,0.5868,4,5,1,0,0.41151984126984126,0.60297557997558
0.8,479,Remaining useful life estimation,"169,223,147,148,149","169,208,223,149,155",True,True,True,0.53,0.53,0.5204000000000001,0.517,5,5,0,0,0.38183552881227306,0.6016280382584489
0.8,480,Fault detection,"195,175,98,215,72","195,215,166,218,20",True,True,True,0.515,0.515,0.5115999999999999,0.508,5,5,0,0,0.3919176138099321,0.579756756702633
0.8,481,Health assessment,"31,38,104,227,221","31,213,193,104,221",True,True,True,0.524,0.524,0.5226000000000001,0.5164000000000001,5,5,0,0,0.4869005234140433,0.5800615447498526
0.8,482,Fault detection,"200,195,20,215,175","200,215,44,20,34",True,True,True,0.514,0.514,0.5112,0.5098,5,5,0,0,0.38994111965083206,0.5327483437615016
0.8,483,Remaining useful life estimation,"204,181,127,69,121","204,69,226,121,127",True,True,True,0.619,0.619,0.602,0.601,5,5,0,0,0.5481071548095938,0.5730990082014473
0.8,484,Fault detection,"200,19,215,20,209","200,215,166,19,211",True,True,True,0.539,0.539,0.5228,0.5218,4,5,1,0,0.3766754385964912,0.594012595591543
0.8,485,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,486,Remaining useful life estimation,"181,234,232,233,15","181,249,233,128,122",True,True,True,0.544,0.544,0.5351999999999999,0.5351999999999999,5,5,0,0,0.34178785425101216,0.5624635404635405
0.8,487,Health assessment,"221,2,227,239,213","221,239,7,227,104",True,True,True,0.529,0.529,0.5164,0.5128,5,5,0,0,0.5383455011540355,0.610850839706103
0.8,488,Fault detection,"175,42,41,44,43","175,29,43,39,33",True,True,True,0.524,0.524,0.516,0.516,5,5,0,0,0.3799199922884133,0.4003207361743947
0.8,489,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.8,490,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.582,0.582,0.5806,0.5806,5,5,0,0,0.3490736383442266,0.3655148148148148
0.8,491,Fault detection,"42,41,44,43,46","42,218,19,34,44",True,True,True,0.527,0.527,0.527,0.5218,5,5,0,0,0.2967919799498747,0.5619777882935777
0.8,492,Health assessment,"2,213,7,177,173","2,7,239,38,213",True,True,True,0.521,0.521,0.511,0.5096,4,5,1,0,0.5432251511036558,0.578455016556652
0.8,493,Health assessment,"188,7,177,227,173","188,227,104,239,38",True,True,True,0.515,0.515,0.5122,0.5092,4,5,1,0,0.5317478192478193,0.6021002474924888
0.8,494,Fault feature extraction,"32,253,198,190,18","32,190,198,229,235",True,True,True,0.534,0.534,0.525,0.518,5,5,0,0,0.5426017943409248,0.5967863247863249
0.8,495,Fault detection,"230,200,215,98,42","230,41,200,34,44",True,True,True,0.517,0.517,0.509,0.5082,5,5,0,0,0.4998676338281601,0.4852415917415918
0.8,496,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,497,Remaining useful life estimation,"127,69,51,53,52","127,55,69,4,125",True,True,True,0.527,0.527,0.5228,0.5228,5,5,0,0,0.3414867994380189,0.4353602599641557
0.8,498,Fault detection,"20,166,167,42,41","20,166,34,33,44",True,True,True,0.522,0.522,0.5184,0.5174000000000001,4,5,1,0,0.36965709728867624,0.43890909090909097
0.8,499,Fault detection,"19,20,230,209,211","19,211,44,34,230",True,True,True,0.515,0.515,0.5105999999999999,0.5104,4,5,1,0,0.45172222222222225,0.55049222999223
0.8,500,Fault detection,"209,211,191,19,166","209,166,211,215,175",True,True,True,0.529,0.529,0.5256000000000001,0.5204000000000001,5,5,0,0,0.5603436563436562,0.6026370296370296
0.8,501,Fault detection,"19,218,42,41,44","19,218,44,34,33",True,True,True,0.563,0.563,0.5232,0.5232,5,5,0,0,0.528524837735364,0.5589462093462093
0.8,502,Fault detection,"230,42,41,44,43","230,41,218,200,34",True,True,True,0.533,0.533,0.5202,0.5184,5,5,0,0,0.38838538654328125,0.5483908547592758
0.8,503,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,504,One step future state forecast,"10,106,131,132,135","10,134,132,106,135",True,True,True,0.508,0.508,0.5035999999999999,0.5035999999999999,5,5,0,0,0.3490736383442266,0.3655148148148148
0.8,505,Fault detection,"19,215,98,175,245","19,218,166,215,98",True,True,True,0.515,0.515,0.5115999999999999,0.5102,5,5,0,0,0.39189346764346766,0.5243859751359751
0.8,506,Fault detection,"209,211,215,191,218","209,33,211,215,218",True,True,True,0.593,0.593,0.5917999999999999,0.5905999999999999,5,5,0,0,0.5343221408221408,0.6062403540903543
0.8,507,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,508,Health assessment,"173,221,213,7,177","173,213,221,193,7",True,True,True,0.515,0.515,0.5109999999999999,0.5105999999999999,4,5,1,0,0.5256379941086041,0.5928097596915846
0.8,509,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.635,0.635,0.5376000000000001,0.5376000000000001,5,5,0,0,0.3490736383442266,0.3655148148148148
0.8,510,Fault detection,"20,98,175,218,166","20,218,166,195,230",True,True,True,0.519,0.519,0.5158,0.5132,5,5,0,0,0.5058443223443223,0.5369911588983752
0.8,511,Fault detection,"215,209,211,191,20","215,211,209,166,175",True,True,True,0.513,0.513,0.511,0.5105999999999999,5,5,0,0,0.5412725885225884,0.6026370296370297
0.8,512,Health assessment,"239,153,154,193,213","239,104,7,31,221",True,True,True,0.59,0.59,0.5898,0.5851999999999999,4,5,1,0,0.5073448922343919,0.5903500277562428
0.8,513,Remaining useful life estimation,"108,107,172,256,197","108,197,54,55,51",True,True,True,0.514,0.514,0.5108,0.5102,4,5,1,0,0.49164332449160036,0.522876135358894
0.8,514,Remaining useful life estimation,"121,92,68,67,234","121,122,68,16,128",True,True,True,0.502,0.502,0.5018,0.5014000000000001,4,5,1,0,0.42064327485380115,0.5647588762851921
0.8,515,Fault detection,"215,42,41,44,43","215,200,44,34,33",True,True,True,0.509,0.509,0.509,0.5087999999999999,5,5,0,0,0.39560656448814346,0.5344252668384247
0.8,516,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,517,Fault detection,"166,167,98,230,19","166,209,211,215,175",True,True,True,0.536,0.536,0.5254000000000001,0.5144,4,5,1,0,0.3815135975135976,0.6026370296370296
0.8,518,Fault detection,"19,195,166,167,200","19,166,215,195,47",True,True,True,0.595,0.595,0.5933999999999999,0.5915999999999999,4,5,1,0,0.4716342343675496,0.518167410993781
0.8,519,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5280894698410694,0.6597099496709253
0.8,520,Fault detection,"42,41,44,43,46","42,218,34,44,41",True,True,True,0.578,0.578,0.578,0.5658,5,5,0,0,0.2967919799498747,0.5107697565592303
0.8,521,Fault detection,"42,41,44,43,46","42,72,44,34,41",True,True,True,0.595,0.595,0.595,0.595,5,5,0,0,0.2967919799498747,0.4193180845684055
0.8,522,Remaining useful life estimation,"204,121,226,8,178","204,128,226,122,242",True,True,True,0.599,0.599,0.5986,0.5978,4,5,1,0,0.3961580915693591,0.583566777479821
0.8,523,Fault detection,"72,215,19,175,98","72,215,44,47,230",True,True,True,0.609,0.609,0.5975999999999999,0.594,5,5,0,0,0.3496336177372763,0.46889140769371834
0.8,524,Fault detection,"19,215,98,175,245","19,218,166,215,98",True,True,True,0.515,0.515,0.5115999999999999,0.5102,5,5,0,0,0.39189346764346766,0.5243859751359751
0.8,525,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.8,526,Remaining useful life estimation,"75,74,76,222,184","75,184,74,36,76",True,True,True,0.586,0.586,0.5736000000000001,0.5698,5,5,0,0,0.3953744922410589,0.42847528799702717
0.8,527,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,528,Health assessment,"31,38,104,227,73","31,104,7,239,38",True,True,True,0.546,0.546,0.5316000000000001,0.5292,5,5,0,0,0.45733195455600073,0.5711250835622625
0.8,529,Fault detection,"42,41,44,43,46","42,215,34,44,41",True,True,True,0.619,0.619,0.619,0.616,5,5,0,0,0.2967919799498747,0.44770641639062686
0.8,530,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.8,531,Fault detection,"166,167,19,209,211","166,209,211,34,33",True,True,True,0.523,0.523,0.5178,0.5146,4,5,1,0,0.5525238095238095,0.582258152958153
0.8,532,Remaining useful life estimation,"147,148,149,181,204","147,181,55,226,149",True,True,True,0.553,0.553,0.5484000000000001,0.541,5,5,0,0,0.48082402582250916,0.5581407606175047
0.8,533,Health assessment,"73,227,188,221,2","73,7,239,227,213",True,True,True,0.622,0.622,0.5998,0.5962,5,5,0,0,0.33770807649755025,0.5830473147482493
0.8,534,Health assessment,"227,221,7,177,239","227,213,221,193,7",True,True,True,0.612,0.612,0.601,0.6,4,5,1,0,0.5382475633528265,0.5898017620234788
0.8,535,Fault detection,"195,72,20,175,245","195,41,245,211,98",True,True,True,0.625,0.625,0.5900000000000001,0.5882,5,5,0,0,0.30060714285714285,0.5543336039676245
0.8,536,Remaining useful life estimation,"121,170,51,53,52","121,60,208,59,52",True,True,True,0.502,0.502,0.5004,0.5004,5,5,0,0,0.3728161616161616,0.5774107537833456
0.8,537,Fault detection,"230,195,42,41,44","230,41,195,34,44",True,True,True,0.527,0.527,0.5252000000000001,0.5252000000000001,5,5,0,0,0.5206490055431997,0.4903532755903889
0.8,538,Health assessment,"227,213,73,2,31","227,213,221,104,239",True,True,True,0.515,0.515,0.5105999999999999,0.5086,5,5,0,0,0.4703205068721076,0.615901516011452
0.8,539,Fault detection,"218,19,20,230,215","218,175,211,166,230",True,True,True,0.601,0.601,0.5923999999999999,0.5892000000000001,4,5,1,0,0.40900793650793654,0.6053565878565879
0.8,540,Fault detection,"166,167,98,42,41","166,167,98,42,44",True,True,True,0.756,0.756,0.6756,0.6756,4,4,1,1,0.28563530037214246,0.2911589580010633
0.8,541,Remaining useful life estimation,"181,121,107,8,178","181,92,107,121,59",True,True,True,0.52,0.52,0.5118,0.5106,4,5,1,0,0.400694205551612,0.5255610901701646
0.8,542,Health assessment,"31,38,104,221,213","31,104,38,7,239",True,True,True,0.767,0.767,0.6980000000000001,0.6946,5,5,0,0,0.5106008661321741,0.5711250835622625
0.8,543,Health assessment,"2,7,177,227,173","2,7,104,239,38",True,True,True,0.509,0.509,0.5074,0.5056,4,5,1,0,0.5206613756613757,0.5968007696326663
0.8,544,Health assessment,"213,227,2,7,177","213,227,221,193,7",True,True,True,0.514,0.514,0.5098,0.5078,4,5,1,0,0.5446927869638151,0.5898017620234788
0.8,545,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.4246031746031746,0.5967863247863248
0.8,546,Remaining useful life estimation,"107,223,170,51,53","107,223,52,208,59",True,True,True,0.502,0.502,0.5006,0.5006,5,5,0,0,0.4526119765292179,0.5651198978210588
0.8,547,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,548,Health assessment,"221,227,31,38,213","221,239,7,227,104",True,True,True,0.519,0.519,0.5134000000000001,0.5112,5,5,0,0,0.532475211267816,0.610850839706103
0.8,549,Health assessment,"31,38,104,227,188","31,213,104,239,221",True,True,True,0.546,0.546,0.5336000000000001,0.5237999999999999,5,5,0,0,0.5454302238422745,0.5927769588210243
0.8,550,Fault feature extraction,"32,27,235,17,18","32,190,229,198,235",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.4246031746031746,0.5967863247863248
0.8,551,Fault detection,"166,167,19,20,175","166,218,211,19,215",True,True,True,0.593,0.593,0.5879999999999999,0.5841999999999998,3,5,1,0,0.36937978687978684,0.609716255966256
0.8,552,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.664,0.664,0.664,0.664,4,5,1,0,0.2680996168582376,0.29012887495646117
0.8,553,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.685,0.685,0.685,0.685,5,5,0,0,0.2967919799498747,0.352885623148781
0.8,554,Multiple steps future state forecast,"102,103,101,136,139","102,143,141,146,101",True,True,True,0.59,0.59,0.59,0.59,5,5,0,0,0.23737981024588883,0.3244747335056125
0.8,555,Remaining useful life estimation,"8,92,178,108,223","8,92,155,108,223",True,True,True,0.514,0.514,0.5124000000000001,0.5115999999999999,4,5,1,0,0.4865690962752643,0.555717483067996
0.8,556,Remaining useful life estimation,"108,51,53,52,55","108,15,54,233,51",True,True,True,0.604,0.604,0.5992,0.5992,4,5,1,0,0.35367258794845,0.5271076923076923
0.8,557,Fault identification,"252,210,203,48,50","252,247,210,212,189",True,True,True,0.534,0.534,0.5172,0.5164,5,5,0,0,0.5149291261358111,0.6725538878465709
0.8,558,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.8,559,Fault feature extraction,"231,17,190,70,27","231,190,229,17,27",True,True,True,0.548,0.548,0.5212,0.5189999999999999,5,5,0,0,0.5513353288932126,0.5927600998035782
0.8,560,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,561,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
0.8,562,Fault detection,"42,41,44,43,46","42,215,34,20,44",True,True,True,0.515,0.515,0.515,0.5136000000000001,5,5,0,0,0.2967919799498747,0.4965533370138632
0.8,563,Health assessment,"73,7,177,213,227","73,7,239,104,227",True,True,True,0.609,0.609,0.6027999999999999,0.5973999999999998,4,5,1,0,0.5284705647415928,0.5960911680911681
0.8,564,Fault detection,"19,42,41,44,43","19,44,34,33,41",True,True,True,0.694,0.694,0.618,0.618,5,5,0,0,0.3828822055137845,0.4320060606060606
0.8,565,Health assessment,"31,38,104,227,73","31,104,7,239,38",True,True,True,0.546,0.546,0.5316000000000001,0.5292,5,5,0,0,0.45733195455600073,0.5711250835622625
0.8,566,Fault detection,"42,41,44,43,46","42,209,211,72,44",True,True,True,0.587,0.587,0.587,0.5853999999999999,5,5,0,0,0.2967919799498747,0.5794889612241987
0.8,567,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.8,568,Fault detection,"215,230,20,218,245","215,195,44,218,20",True,True,True,0.521,0.521,0.5174000000000001,0.5146,5,5,0,0,0.39573015873015877,0.5842605390028071
0.8,569,Fault detection,"195,20,19,215,230","195,44,215,20,34",True,True,True,0.531,0.531,0.525,0.5228,4,5,1,0,0.38341494845360824,0.5398423028861172
0.8,570,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.8,571,Fault feature extraction,"17,70,18,229,32","17,229,70,190,235",True,True,True,0.596,0.596,0.592,0.5898,4,5,1,0,0.524702197866158,0.599411467177837
0.8,572,Health modelling,"224,164,165,254,57","224,12,87,254,88",True,True,True,0.534,0.534,0.5332000000000001,0.5262,4,5,1,0,0.25199999999999995,0.4924432234432234
0.8,573,Fault detection,"20,230,195,42,41","20,44,34,195,230",True,True,True,0.612,0.612,0.608,0.608,5,5,0,0,0.5062207660308582,0.47140787391302846
0.8,574,Remaining useful life estimation,"197,107,121,222,184","197,222,233,184,122",True,True,True,0.515,0.515,0.5084000000000002,0.5077999999999999,5,5,0,0,0.5420537577365163,0.6220405147853423
