query_index,facts_file,case_count,additional_cases_not_used,triples_after_cleanup,rdfstar_reification_blocks_removed,explicit_task_evidence,Reference,informative__Reference,Publication Year,informative__Publication Year,Task,informative__Task,Case study,informative__Case study,Case study type,informative__Case study type,Input for the model,informative__Input for the model,Number of input variables,informative__Number of input variables,Input type,informative__Input type,Data Pre-processing,informative__Data Pre-processing,Model Approach,informative__Model Approach,Model Type,informative__Model Type,Models,informative__Models,Online/Off-line,informative__Online/Off-line,Number of failure modes,informative__Number of failure modes,Performance indicator,informative__Performance indicator,Performance,informative__Performance,Complementary notes,informative__Complementary notes,Study title,informative__Study title,Publication identifier,informative__Publication identifier
1047,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e57239423e97.ttl,1,0,151,134,True,1,True,2025,True,Remaining useful life estimation,True,bearing,True,Maintainable item,False,Not reported,False,4,True,"external environmental factors, health indicator, state of the bearing, Factstcchc1",True,no,False,Multi model,True,Predictive Maintenance Article,True,"Factsarticle1_95, Factskf1",False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle1_95,False,urn:ontocast:facts:Factsarticle1_95,False
1048,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e63ca102b55f.ttl,1,0,124,106,True,1,True,2021,False,Health assessment,True,product quality,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Multi model,True,"predictive maintenance module function, Algorithm, Predictive Maintenance Article, classification",True,"maintenance, joint optimization model for maintenance, spare ordering, and quality control",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: delay-time model; Design details: spare shortages,True,maintenance,True,urn:ontocast:facts:Factsdoc1_54,False
1049,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6992b804d17.ttl,1,0,233,217,True,1,True,2021,False,Fault detection,True,power system equipment,True,Maintainable item,False,Not reported,False,3,True,"fault patterns, real-time monitoring data, subtle correlations in data",True,yes,True,Multi model,True,Not reported,False,"improved particle swarm optimization and XGBoost, stronger predictive model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: environmental factors, complex fault characteristics, parameter selection, sample imbalance",True,Factsarticle1_123,False,urn:ontocast:facts:Factsarticle1_123,False
1050,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6a42e1b816c.ttl,1,0,198,181,False,1,True,2025,True,One step future state forecast,False,transformer oil ageing monitoring,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsbroadRiSpan, FactsemiRfiImmunity, FactsfizeauWedgeCrossCorrelation, Factsmeasurement_band_650_1000nm, Factsoperating_temperature_0_100, Factsproof_pressure_1000psi, FactstemperatureStrainCrossSensitivity, FactswhiteLightFpPrinciple",True,Factsarticle1_70,False,urn:ontocast:facts:Factsarticle1_70,False
1051,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7586c5f3e90.ttl,1,0,165,150,True,1,True,2021,False,Fault detection,True,Factsfact3_21,False,Maintainable item,False,Not reported,False,5,True,"accuracy, feature sets, sensor-fusion metrics, time-frequency representations, vibration data",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: environmental noise, rigorous statistical validation, lack of standardisation in diagnostic parameters",True,Factsdoc1_33,False,urn:ontocast:facts:Factsdoc1_33,False
1052,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7dd5b3c1da8.ttl,1,0,188,173,True,1,True,2025,True,Health assessment,True,distribution cabinet,True,Maintainable item,False,Not reported,False,16,True,"combustion, equipment heterogeneity, GRU, heat dissipation, high-frequency harmonics, insulation degradation, load switching, long-term multivariate time-series data, overheating, multi-scale fluctuations, resistance, sustained smoldering, non-stationarity, three-phase imbalance, power, zero-sequence harmonics",True,yes,True,Single model,True,"classification, Predictive maintenance case, Health assessment, Predictive maintenance system module, Data variable, Factsgru",True,GRU,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsdetail1_24, transforming distribution-network maintenance from periodic inspection to condition-based and predictive maintenance",True,An Edge-Enabled Lightweight LSTM for the Temperature Prediction of Electrical Joints in Low-Voltage Distribution Cabinets,True,urn:ontocast:facts:Factsarticle1_157,False
1053,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e86db4320b62.ttl,1,0,200,184,True,1,True,2021,False,Health assessment,True,industrial gearbox,True,Maintainable item,False,Not reported,False,1,True,Factsvariable2_8,False,yes,True,Single model,True,Predictive maintenance case,True,artificial intelligence model for gearbox oil diagnostics,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: statistical diagnostic analysis of lubricating oil, artificial intelligence integration",True,The Development of a Predictive Maintenance System for Gearboxes Through a Statistical Diagnostic Analysis of Lubricating Oil and Artificial Intelligence,True,urn:ontocast:facts:Factsarticle1_207,False
1054,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e87842fbcb67.ttl,1,0,161,144,True,1,True,2025,True,Fault detection,True,idler,True,Maintainable item,False,Not reported,False,2,True,"sound signals, FactsspatialSensorData",True,yes,True,Single model,True,"Fault detection, Fault feature extraction, Fault identification, Predictive maintenance system module, Predictive Maintenance Article, deviation detection",True,MIRA,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: belt conveyor idler; Design details: sensor unit, FactsbeltSpeeds, fiber optic sensing, FactsrollerLocations, sensor attachments",True,MIRA,True,urn:ontocast:facts:Factsmira,False
1055,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8ae7f1e0a4d.ttl,1,0,141,124,True,1,True,2021,False,Fault detection,True,power grid,True,Maintainable item,False,Not reported,False,1,True,Factshistorical_data1_1,False,yes,True,Single model,True,"Designative Information Content Entity, Information Content Entity, Fault detection, Design detail, deviation detection, Fault feature extraction, Predictive maintenance system module, Fault identification, Predictive Maintenance Article, Intangible, Descriptive Information Content Entity, Information Processing Artifact",True,grid fault analysis,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: grid fault analysis,True,grid fault analysis,True,urn:ontocast:facts:InformationContentEntity,False
1056,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8c8a5c919af.ttl,2,1,182,167,True,1,True,2021,False,Remaining useful life estimation,True,TSA,True,Maintainable item,False,Not reported,False,2,True,"machine learning, FactsvarD",True,yes,True,Multi model,True,"Remaining useful life estimation, regression, Algorithm, Performance value, maintainable item record, Predictive Maintenance Article, Future state forecast",True,"Random Forest, XGBoost, XGBoost residual learner",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: hybrid XGBoost; Design details: actuator testing, Factsdetail1_10, geometric deformation, machine learning, internal friction, microstructural wear, nonlinear coupling effects, small-sample experimental contexts",True,Factsarticle1_56,False,urn:ontocast:facts:Factsarticle1_56,False
1057,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea58497e74a2.ttl,1,0,130,112,True,1,True,2021,False,Fault detection,True,failures,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,"Fault detection, Predictive maintenance system module, sequential pattern discovery, classification, Predictive Maintenance Article, Algorithm",True,SCADA system,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,SCADA system,True,urn:ontocast:facts:Predictive_maintenance_model,False
1058,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea94175ddfd5.ttl,1,0,251,234,True,1,True,2021,False,Fault detection,True,datasets,True,Maintainable item,False,Not reported,False,3,True,"feature distribution, linguistic variables, numeric inputs",True,yes,True,Multi model,True,Descriptive Information Content Entity,True,"Khalyasmaa, A.I.; Matrenin, P.V.; Eroshenko, S.A., models",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: activation computation, arcsinh-based quartile partitioning, complexity, computational resources, compute numeric SHAP feature importance values, discussion, experimental setup, human effort, feature discretization, fuzzy rules, linguistic variables, membership functions, negative values, normalize SHAP values, post hoc explainer, regularization, select top 3-5 features, skewness, Tukey's standard practice",True,Untitled extracted case,False,urn:ontocast:facts:unknown,False
1059,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea99c14d2914.ttl,1,0,87,72,True,1,True,2025,True,Remaining useful life estimation,True,insulated gate bipolar transistor,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,"Predictive Maintenance Article, Predictive maintenance case",True,LSTM-MDN,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,LSTM-MDN,True,urn:ontocast:facts:Factscase1_39,False
1060,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaa56f09ab61.ttl,1,0,139,124,True,1,True,2025,True,Fault detection,True,fleet,True,Maintainable item,False,Not reported,False,3,True,"sensor monitoring data, past data, spare parts usage",True,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,case study,True,urn:ontocast:facts:Factstpm,False
1061,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaf7d8f16fac.ttl,1,0,173,156,True,1,True,2021,False,Fault feature extraction,True,axle,True,Maintainable item,False,Not reported,False,8,True,"FactsaxleBoxAccelerationMeasurement, FactsaxleFrequencyOfRevolution, noise, rail corrugation, FactsrunningSpeed, track irregularities, vibration, wheel out of roundness",True,yes,True,Single model,True,Not reported,False,finite-element model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: crack breathing, Factsperiodicity_1",True,Predictive_maintenance_case,True,urn:ontocast:facts:Predictive_maintenance_case,False
1062,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ebed388f41ed.ttl,1,0,218,203,True,1,True,2021,False,Fault detection,True,Backsheet,True,Maintainable item,False,Not reported,False,1,True,spectral data,True,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: backsheet polymers,True,Factsfact1_34,False,urn:ontocast:facts:Factsfact1_34,False
1063,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ec646a2507eb.ttl,1,0,204,188,True,1,True,2021,False,Fault detection,True,bearing,True,Maintainable item,False,Not reported,False,2,True,"oil supply flow rate, rotational speed",True,yes,True,Multi model,True,"Information Content Entity, Predictive Maintenance Article, predictive maintenance module function, Predictive maintenance case, Predictive maintenance system module",True,"dynamic model for ceramic rolling bearings, dynamic model, numerical friction dynamics analysis programme",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: fault diagnosis; Design details: internal friction of the bearing, rotational speed, time domain response waveform, contact force, system vibration response, raceway spectrum, load, EHL, oil film stiffness, dry friction, thermos EHL",True,dynamic model,True,QN2022185,True
1064,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed1cdbe872df.ttl,1,0,158,142,True,1,True,2021,False,Fault detection,True,BLDC motor,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdetail1_30,True,Factsarticle1_201,False,urn:ontocast:facts:Factsarticle1_201,False
1065,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed2d565265fb.ttl,1,0,230,213,True,1,True,2021,False,Health assessment,True,HPC,True,Maintainable item,False,Not reported,False,4,True,"geometric deviations, manufacturing errors, condition monitoring, rear-stage HPC geometric deviations",True,yes,True,Multi model,True,"ScholarlyArticle, SoftwareApplication, Algorithm, Future state forecast, Information Processing Artifact, Health assessment, predictive maintenance module function, Predictive maintenance system module",True,"Uncertainty Quantification of the Impact of High-Pressure Compressor Blade Geometric Deviations on Aero Engine Performance, computational fluid dynamics simulations, MCS, FactspaperTopic1, engine performance model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: geometric deviations,True,Untitled extracted case,False,urn:ontocast:facts:unknown,False
1066,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ede4e9db24aa.ttl,1,0,145,128,True,1,True,2021,False,Remaining useful life estimation,True,RUL prediction,True,Maintainable item,False,Not reported,False,1,True,3.8.2,True,yes,True,Single model,True,"Remaining useful life estimation, Predictive maintenance case, Predictive maintenance system module, Model configuration, predictive maintenance module function, Health assessment, Fault identification, Health modelling, Fault feature extraction, Fault detection, Maintainable item, Predictive Maintenance Article, deviation detection, classification, sequential pattern discovery, clustering, regression, association discovery",True,RUL prediction,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsautomaticHyperparameterTuning, 3.8.2",True,RUL prediction,True,urn:ontocast:facts:Factsphm_4,False
1067,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_edeaf0d7ae46.ttl,3,2,144,128,True,1,True,2021,False,Multiple steps future state forecast,True,components,True,Maintainable item,False,Not reported,False,1,True,vibration signals,True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: aerodynamic imbalance,True,state-of-the-art review,True,urn:ontocast:facts:Factsdoc1_1,False
1068,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eeefdc27abf1.ttl,1,0,192,177,True,1,True,2021,False,Health assessment,True,FactsgasInsulatedSwitchgear,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Multi model,True,"Algorithm, Predictive maintenance case",True,"digital twin, joint time-of-flight algorithm",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactscoreClamping, FactsfluidStructureInteractionDamping, fluid-structure interaction model, magnetostriction",True,Factsarticle1_62,False,urn:ontocast:facts:Factsarticle1_62,False
1069,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ef2959399ba1.ttl,1,0,177,161,True,1,True,2025,True,Fault detection,True,metal-mechanical industry,True,Maintainable item,False,Not reported,False,8,True,"Air Temperature, Failure Type, Rotation Speed, Target Label, Tool Wear, Torque, UID, Factsvar2_2",True,yes,True,Multi model,True,"Fault detection, Fault feature extraction, classification, Remaining useful life estimation, Health assessment, association discovery, sequential pattern discovery, clustering, deviation detection, regression, Predictive Maintenance Article",True,"machine failure mitigation and decision support in metal-mechanical industry, no failure",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: unplanned downtimes,True,no failure,True,urn:ontocast:facts:Predictive_maintenance_model,False
1070,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f05c2f8974c2.ttl,1,0,224,209,True,1,True,2021,False,Fault feature extraction,True,large turbine generators,True,Maintainable item,False,Not reported,False,9,True,"shaft voltage, harmonic content, predefined signal characteristics, data acquisition, handcrafted features, expert knowledge, noise, machine-specific variations, grounding current",True,yes,True,Single model,True,Predictive maintenance case,True,Factscase1_2,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdetail1_1,True,Factsarticle1_11,False,urn:ontocast:facts:Factsarticle1_11,False
1071,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2b10473f690.ttl,1,0,210,195,False,1,True,2021,False,One step future state forecast,False,Not reported,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Untitled extracted case,False,urn:ontocast:facts:unknown,False
1072,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2bc603e13fb.ttl,1,0,148,130,True,1,True,2021,False,Health assessment,True,helicopter gearbox,True,Maintainable item,False,Not reported,False,2,True,"bearing condition indicators, oil temperature",True,no,False,Multi model,True,"Predictive Maintenance Article, Predictive maintenance system module",True,"relationship analysis between condition indicators and oil temperature, Factsarticle1_38, Dynamic ARDL, HUMS, Wavelet coherence analysis",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle1_38,False,urn:ontocast:facts:Factsarticle1_38,False
1073,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f46ccc885a23.ttl,1,0,161,145,True,1,True,2021,False,Health assessment,True,air,True,Maintainable item,False,Not reported,False,5,True,"instantaneous angular speed, lift-off state, FactsmonitoredAe, FactsmonitoredFriction, temperature distribution on the top foil",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: air,True,air,True,urn:ontocast:facts:Factsgfb,False
1074,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f4e001ac1d13.ttl,1,0,177,162,True,1,True,2021,False,Remaining useful life estimation,True,insulated gate bipolar transistor,True,Maintainable item,False,Not reported,False,2,True,"inverter output current signal, Factsfrequency_domain1",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: DC-DC voltage regulator, Factssnubber_circuit1",True,Document about inverter fault detection and diagnostics,True,urn:ontocast:facts:Factsdoc1_85,False
1075,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f5847eac6656.ttl,1,0,112,97,True,1,True,2021,False,Fault detection,True,FactshighSpeedHeavyLoadTransmissions,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Multi model,True,Not reported,False,"Factsmodel1_1, local maximum mean discrepancy improved transformer encoder model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactschargeLoss, Factsdetail2, FactsdirectContactStructure, FactsplanetaryGearSideFace, FactsringGearRoots",True,Factsdoc1_2,False,urn:ontocast:facts:Factsdoc1_2,False
1076,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f5ac33f45024.ttl,1,0,151,136,True,1,True,2021,False,One step future state forecast,True,spur gear,True,Maintainable item,False,Not reported,False,1,True,Factsmttr2013,False,yes,True,Single model,True,"Predictive maintenance system module, regression, Predictive maintenance case",True,linear regression model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: machine learning methods,True,Factsdoc1_74,False,urn:ontocast:facts:Factsdoc1_74,False
1077,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f5c67c048340.ttl,2,1,238,220,True,1,True,2021,False,Fault detection,True,Not reported,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,time,True,urn:ontocast:facts:FactsAi_1,False
1078,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f71d2b80cc05.ttl,1,0,212,194,True,1,True,2021,False,Fault detection,True,rotating machinery,True,Maintainable item,False,Not reported,False,3,True,"vibration signal, spectral band, anomaly score",True,yes,True,Single model,True,"Performance value, Design detail, association discovery, Fault detection, Performance indicator, data mining technique fucntion, classification, Predictive maintenance system module, Article title, Predictive maintenance case, Algorithm, Descriptive Information Content Entity, Fault feature extraction, Designative Information Content Entity, Article identifier, deviation detection, Artifact",True,F1,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: one-class detection, sensor hardware, spectral alignment, fault forecasting before failure, maintenance thresholds, equipment condition assessment, cavitation, imbalance, bearing-related faults, spectral preprocessing, band segmentation analyses, ML training and testing methodologies, deployment considerations, multimodal fusion, real-world pilot deployments, cross-DAQ waveform correlation, F1",True,Factsdoc1_23,False,urn:ontocast:facts:Factsdoc1_23,False
1079,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f7d51d04d425.ttl,1,0,135,118,True,1,True,2021,False,Fault detection,True,crack detection in wind turbine blades,True,Maintainable item,False,Not reported,False,2,True,"crack detection in wind turbine blades, vibration signals",True,yes,True,Single model,True,"Algorithm, Predictive Maintenance Article, Fault detection, Predictive maintenance system module",True,Convolutional Neural Network,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: crack detection in wind turbine blades,True,Convolutional Neural Network,True,urn:ontocast:facts:Factscnn_7,False
1080,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f7e7d9da6858.ttl,1,0,178,160,True,1,True,2021,False,Fault detection,True,industrial equipment,True,Maintainable item,False,Not reported,False,5,True,"vibration, flow, energy consumption, temperature, pressure",True,no,False,Multi model,True,"Information Content Entity, Predictive Maintenance Article, Predictive maintenance system module, Article title, predictive maintenance module function, Fault detection",True,"deep learning technique model, fault detection",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,fault detection,True,urn:ontocast:facts:Predictive_maintenance_model,False
1081,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f8174a8087bb.ttl,1,0,161,145,True,1,True,2025,True,Fault detection,True,internal combustion engine,True,Maintainable item,False,Not reported,False,3,True,"FactsambientNoise, complex sensor data, Factsspeed",True,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Fault Diagnosis in Internal Combustion Engines Using Artificial Intelligence Predictive Models,True,urn:ontocast:facts:Factsarticle_1_7,False
1082,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f835ffdc4f12.ttl,1,0,145,130,True,1,True,2021,False,Remaining useful life estimation,True,battery,True,Maintainable item,False,Not reported,False,4,True,"voltage, charging current curves, current, FactstimeSeriesDegradationFeatures",True,yes,True,Single model,True,"predictive maintenance module function, Predictive Maintenance Article",True,paper,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: computational demands, noisy inputs, weak feature interpretability, non-stationary degradation signals, endpoint effects, residual interference, mode aliasing, high-order delays, residual noise, VMD",True,paper,True,urn:ontocast:facts:Factslstm_3,False
1083,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f869591ea2c6.ttl,1,0,185,169,True,1,True,2021,False,Fault detection,True,Plastic Injection Machine,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: FactsdesignDetail7,True,Analysis of the State and Fault Detection of a Plastic Injection Machine-A Machine Learning-Based Approach,True,urn:ontocast:facts:Factsarticle1_9,False
1084,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f88ea939effa.ttl,1,0,246,229,True,1,True,2021,False,Health assessment,True,solar panels,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,SolNet model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Distributed IoT-Based Predictive Maintenance Framework for Solar Panels Using Cloud Machine Learning in Industry 4.0,True,urn:ontocast:facts:Factsarticle1_49,False
1085,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f9248b9b0e78.ttl,1,0,107,97,True,1,True,2025,True,Health assessment,True,machine,True,Maintainable item,False,Not reported,False,2,True,"diagnostic parameters, state parameters",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: control of machine operation, objectivity, repair, technical condition",True,Role of diagnostics in improving objectivity of assessing the technical condition of agricultural machines,True,10.12731/2658-6649-2025-17-6-2-1576,True
1086,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f95680ba53dc.ttl,1,0,176,161,True,1,True,2021,False,Remaining useful life estimation,True,Li-ion battery,True,Maintainable item,False,Not reported,False,6,True,"battery capacity, life decay, temporal nature of data, training time, CNN, fully charged relaxation voltage curve",True,yes,True,Multi model,True,"Performance indicator, Class, Data variable, Predictive maintenance system module, Remaining useful life estimation, Article title, classification, Model type, Fault detection",True,"improved mean square error, training time, CNN, robustness, particle filter, bat algorithm, fully charged relaxation voltage curve",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdetail2_2,True,Factsarticle1_26,False,urn:ontocast:facts:Factsarticle1_26,False
1087,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fa4252c7bb84.ttl,1,0,200,183,True,1,True,2021,False,Fault detection,True,wind-turbine maintenance processes,True,Maintainable item,False,Not reported,False,3,True,"one-hot encoding, logical flow, event sequence",True,yes,True,Single model,True,"Predictive maintenance case, Predictive Maintenance Article, Predictive maintenance system module, predictive maintenance module function",True,GRU,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: underlying causal structure of the process, prediction, maintenance delay, operational status, environmental data, proactive resource planning, temporal dependencies between events, model training phase",True,GRU,True,urn:ontocast:facts:Predictive_maintenance_case,False
1088,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fa795558aa10.ttl,4,3,176,160,True,1,True,2021,False,Fault detection,True,bearings,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,article excerpt on bearing fault diagnosis,True,urn:ontocast:facts:Factsdoc1_69,False
1089,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fb08fbf53c80.ttl,1,0,171,155,True,1,True,2025,True,Remaining useful life estimation,True,ball bearings,True,Maintainable item,False,Not reported,False,1,True,Factsfft1_1,False,yes,True,Multi model,True,Predictive Maintenance Article,True,"A simplified approach to failure analysis of ball bearings combining Principal Component Analysis and Fast Fourier Transform, bearing faults",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsfft1_1,True,A simplified approach to failure analysis of ball bearings combining Principal Component Analysis and Fast Fourier Transform,True,urn:ontocast:facts:Factsdoc1_51,False
1090,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fbe2ab5fd0d9.ttl,1,0,175,157,True,1,True,2021,False,Fault identification,True,FactsbiomedicalEquipment,False,Maintainable item,False,Not reported,False,1,True,Factsdetail1_9,False,yes,True,Multi model,True,"predictive maintenance module function, Predictive maintenance system module, Future state forecast, Predictive Maintenance Article, Health assessment",True,"FactsrandomForestModel, Predictive maintenance",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdetail1_9,True,Predictive maintenance,True,urn:ontocast:facts:Predictive_maintenance_model,False
1091,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fc0208cc411f.ttl,1,0,147,128,True,1,True,2021,False,Fault detection,True,Factsfact7_4,False,Maintainable item,False,Not reported,False,2,True,"Factsfact9_7, model-based symptoms",True,yes,True,Single model,True,"Fault detection, Predictive maintenance system module, Predictive maintenance case, Fault feature extraction, Fault identification",True,fault detection,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsfact18_8, uncertainty propagation, experimental validation",True,Rule-Based Fault Diagnosis for Modular Hydraulic Systems,True,urn:ontocast:facts:Factsarticle1_34,False
1092,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fc289f785b3b.ttl,1,0,181,166,True,1,True,2021,False,Fault detection,True,ESP,True,Maintainable item,False,Not reported,False,7,True,"Discharge Pressure, Intake Pressure, Motor Current, Motor Temperature, Motor Voltage, Factsvar7_1, Vibration X axis",True,yes,True,Multi model,True,Not reported,False,"CatBoost ensemble learning and trend-based labeling framework, ExtraTrees ensemble model, Multilayer Perceptron baseline model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: outliers, missing values, and sensor noise, Factsdetail1_4",True,Time-aware predictive maintenance of electrical submersible pumps using catboost ensemble learning and trend-based labeling,True,urn:ontocast:facts:Factsstudy,False
