query_index,facts_file,raw_parse_expected_to_fail_due_rdfstar,rdfstar_reification_blocks_removed,triples_after_cleanup,invalid_typed_literals,opmad_canonical_uri_occurrences,opmad_seed_uri_occurrences
1024,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_d82d2b95ae91.ttl,True,146,162,0,34,7
1025,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_d8eb1db857f6.ttl,True,178,193,0,0,103
1026,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_d9be5c7ce28b.ttl,True,159,177,0,37,29
1027,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_d9c8a28c6182.ttl,True,162,179,0,40,38
1028,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_db0885e26c8c.ttl,True,138,153,0,22,20
1029,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_db1f79e7e962.ttl,True,219,234,0,0,0
1030,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_dbd84a4e60e3.ttl,True,226,243,0,46,40
1031,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_dc80fc97c2ac.ttl,True,148,163,0,0,42
1032,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_dccb76a37d33.ttl,True,132,151,0,49,3
1033,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ded74c5c4816.ttl,True,199,214,0,11,27
1034,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_def36f8670c0.ttl,True,167,183,0,27,12
1035,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_df04a14fe010.ttl,True,141,156,0,0,0
1036,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_df24e041485e.ttl,True,166,181,0,0,53
1037,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e049a7b635d8.ttl,True,124,139,0,10,65
1038,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e0867f5c7c21.ttl,True,156,173,0,60,36
1039,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e0f37b2abd9b.ttl,True,129,144,0,0,80
1040,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e147d0266de1.ttl,True,133,148,0,0,55
1041,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e15e43af9a53.ttl,True,158,173,0,11,54
1042,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e1bb0b3a326e.ttl,True,176,193,0,46,19
1043,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e1fbd2839a8f.ttl,True,86,101,0,5,20
1044,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e24dbd3f4270.ttl,True,113,130,0,17,19
1045,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e2e11d66f230.ttl,True,168,183,0,0,53
1046,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e4c6a92beaec.ttl,True,214,230,0,0,51
1047,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e57239423e97.ttl,True,134,151,1,56,6
1048,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e63ca102b55f.ttl,True,106,124,0,23,16
1049,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6992b804d17.ttl,True,217,233,0,7,28
1050,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e6a42e1b816c.ttl,True,181,198,0,20,45
1051,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7586c5f3e90.ttl,True,150,165,0,31,53
1052,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e7dd5b3c1da8.ttl,True,173,188,0,0,58
1053,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e86db4320b62.ttl,True,184,200,0,19,39
1054,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e87842fbcb67.ttl,True,144,161,0,38,8
1055,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8ae7f1e0a4d.ttl,True,124,141,0,0,51
1056,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_e8c8a5c919af.ttl,True,167,182,0,0,66
1057,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea58497e74a2.ttl,True,112,130,0,37,3
1058,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea94175ddfd5.ttl,True,234,251,0,56,8
1059,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ea99c14d2914.ttl,True,72,87,0,0,30
1060,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaa56f09ab61.ttl,True,124,139,0,0,55
1061,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eaf7d8f16fac.ttl,True,156,173,0,30,25
1062,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ebed388f41ed.ttl,True,203,218,0,13,5
1063,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ec646a2507eb.ttl,True,188,204,0,0,67
1064,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed1cdbe872df.ttl,True,142,158,0,29,18
1065,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ed2d565265fb.ttl,True,213,230,0,21,33
1066,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ede4e9db24aa.ttl,True,128,145,0,36,36
1067,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_edeaf0d7ae46.ttl,True,128,144,0,3,46
1068,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_eeefdc27abf1.ttl,True,177,192,0,0,44
1069,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ef2959399ba1.ttl,True,161,177,0,27,51
1070,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f05c2f8974c2.ttl,True,209,224,0,0,52
1071,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2b10473f690.ttl,True,195,210,0,0,0
1072,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f2bc603e13fb.ttl,True,130,148,0,59,18
1073,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f46ccc885a23.ttl,True,145,161,0,43,0
1074,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f4e001ac1d13.ttl,True,162,177,0,12,39
1075,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f5847eac6656.ttl,True,97,112,0,0,58
1076,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f5ac33f45024.ttl,True,136,151,0,0,67
1077,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f5c67c048340.ttl,True,220,238,0,0,22
1078,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f71d2b80cc05.ttl,True,194,212,0,64,25
1079,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f7d51d04d425.ttl,True,118,135,0,34,5
1080,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f7e7d9da6858.ttl,True,160,178,0,43,2
1081,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f8174a8087bb.ttl,True,145,161,0,11,23
1082,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f835ffdc4f12.ttl,True,130,145,0,0,43
1083,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f869591ea2c6.ttl,True,169,185,0,19,32
1084,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f88ea939effa.ttl,True,229,246,0,0,30
1085,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f9248b9b0e78.ttl,True,97,107,2,0,31
1086,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_f95680ba53dc.ttl,True,161,176,0,0,101
1087,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fa4252c7bb84.ttl,True,183,200,0,36,21
1088,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fa795558aa10.ttl,True,160,176,0,13,11
1089,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fb08fbf53c80.ttl,True,155,171,0,45,28
1090,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fbe2ab5fd0d9.ttl,True,157,175,1,68,8
1091,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fc0208cc411f.ttl,True,128,147,0,60,11
1092,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fc289f785b3b.ttl,True,166,181,0,0,74
1093,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fdd15faf2cbd.ttl,True,141,159,0,12,13
1094,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fefe415a3b8d.ttl,True,200,213,0,3,34
1095,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff1f16a3d91e.ttl,True,186,202,0,21,27
1096,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff2e56662a40.ttl,True,119,136,0,25,10
1097,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff3a1cbf129d.ttl,True,107,125,0,0,22
1098,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff7525fd4cca.ttl,True,208,223,0,0,67
1099,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fff2e56e0195.ttl,True,92,108,0,0,34
1100,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_01e57d818d7a.ttl,True,169,184,0,61,0
1101,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_03448a4640f9.ttl,True,131,149,0,33,15
1102,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_03747957117e.ttl,True,165,182,0,27,33
1103,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_03843da573ac.ttl,True,148,163,0,10,22
1104,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_039472e41e58.ttl,True,151,168,0,22,24
1105,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_072c701e1aec.ttl,True,201,219,2,30,25
1106,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_07874aec4c9e.ttl,True,211,225,0,0,45
1107,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_092c3cae5ff0.ttl,True,200,217,0,28,12
1108,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_098048959648.ttl,True,195,211,0,20,1
1109,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_0af55af5ffa3.ttl,True,242,257,1,19,16
1110,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_0b4edaadbf5f.ttl,True,209,226,0,31,21
1111,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_0c5f1728e109.ttl,True,220,237,0,14,11
1112,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_0c6ece871905.ttl,True,132,143,0,0,34
1113,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_0f4e2fa7b7d4.ttl,True,245,260,1,4,16
1114,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1351d583d04f.ttl,True,150,160,1,0,20
1115,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_137a8efdcb9b.ttl,True,206,221,0,0,41
1116,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_14a88b82d86a.ttl,True,166,181,1,0,56
1117,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_181b67b38202.ttl,True,233,250,0,42,18
1118,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_19cfd06d6ac9.ttl,True,292,307,0,0,24
1119,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1a25874fd12b.ttl,True,307,322,0,14,16
1120,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1a4b59adbc4e.ttl,True,180,197,0,20,26
1121,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1b66d6d835e9.ttl,True,135,150,0,0,49
1122,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1b86996a0a8b.ttl,True,210,227,0,34,18
1123,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1baa6cf968b4.ttl,True,215,230,0,17,19
1124,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1c03a0b7ff5f.ttl,True,200,217,1,42,20
1125,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1c6cc49c9a71.ttl,True,121,136,0,19,23
1126,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1da826f0c28c.ttl,True,188,205,0,40,12
1127,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_1fe295632fa4.ttl,True,120,135,0,22,17
1128,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_20236381df42.ttl,True,233,248,0,34,11
1129,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_21b856a11c67.ttl,True,219,235,0,9,14
1130,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_22703794e4e5.ttl,True,251,266,2,21,12
1131,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_24142cf4e073.ttl,True,171,186,1,0,32
1132,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_242c68d37e3d.ttl,True,162,177,0,9,19
1133,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_253959a56087.ttl,True,186,203,0,26,10
1134,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_277681d7635d.ttl,True,221,238,4,47,9
1135,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_286a7fd89b9f.ttl,True,209,226,0,48,13
1136,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_29d7341cc46f.ttl,True,263,280,0,43,0
1137,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_2a85d1bfbdef.ttl,True,227,244,0,33,3
1138,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_2b20d0bd7e6a.ttl,True,162,179,1,63,0
1139,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_2c16787ac9e0.ttl,True,269,287,2,31,9
1140,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_2d670524aef8.ttl,True,183,198,0,17,34
1141,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_2f30ee3e2632.ttl,True,249,266,0,38,10
1142,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_31387fedf847.ttl,True,208,224,4,18,0
1143,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_32514aec473d.ttl,True,143,158,0,0,43
1144,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_32cdd644a2e6.ttl,True,167,184,0,19,12
1145,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_33bf865229ab.ttl,True,161,176,0,0,25
1146,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_33f467285044.ttl,True,225,240,1,0,42
1147,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_33fbece269a0.ttl,True,146,163,0,39,0
1148,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_3528fd45c52a.ttl,True,181,197,0,23,14
1149,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_38c6ea0ea119.ttl,True,203,218,0,0,55
1150,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_3ba067a41b30.ttl,True,135,153,0,40,15
1151,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_3c1ddd7c81fe.ttl,True,212,227,0,0,52
1152,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_3e2178a00e50.ttl,True,187,201,0,24,0
1153,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_3e8e5fa6233e.ttl,True,158,175,0,33,29
1154,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_409c55e04b54.ttl,True,223,241,0,14,9
1155,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_41b573abff6d.ttl,True,223,240,0,25,18
1156,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_440d76ac7160.ttl,True,255,272,1,39,12
1157,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_452b398e371f.ttl,True,259,276,11,22,27
1158,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_47ccb7197b1f.ttl,True,92,107,2,0,14
1159,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_482dd37c6a86.ttl,True,189,204,1,11,19
1160,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_4869fc39c639.ttl,True,210,227,0,39,4
1161,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_48810fde4054.ttl,True,175,190,0,14,31
1162,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_4a8e14b8cdd3.ttl,True,257,272,0,30,0
1163,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_4d9acadccc67.ttl,True,161,178,0,24,0
1164,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_50a1e18460c8.ttl,True,218,234,0,0,83
1165,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_50da3c79d8ac.ttl,True,119,136,0,41,14
1166,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_53448c2aae37.ttl,True,122,139,0,27,4
1167,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_55219e83c51c.ttl,True,215,230,0,0,58
1168,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_566d79f640d4.ttl,True,110,126,1,18,26
1169,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_57c2c60f0151.ttl,True,185,202,2,35,1
1170,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_5a974c9e2724.ttl,True,118,136,0,28,22
1171,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_5c72dd41f880.ttl,True,165,182,0,24,5
1172,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_5db748fcdacf.ttl,True,202,219,0,40,16
1173,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_5dd9c7a4e0b1.ttl,True,154,171,5,17,33
1174,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_5e5dffc0405c.ttl,True,162,179,0,28,21
1175,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_5ea2c4b65fc0.ttl,True,194,211,1,39,8
1176,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_602809aa5df4.ttl,True,246,261,0,4,12
1177,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_610c2c043112.ttl,True,220,236,0,33,0
1178,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_638e55510273.ttl,True,119,133,0,0,17
1179,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_63cfb09326c6.ttl,True,129,144,0,5,21
1180,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_63d81f44a5a8.ttl,True,193,209,0,34,10
1181,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_63ee7d0a864e.ttl,True,223,241,4,50,7
1182,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_644c5c2bc5e8.ttl,True,163,180,0,38,17
1183,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_64e27135ed29.ttl,True,175,192,0,68,9
1184,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_65932973d86a.ttl,True,221,238,0,39,4
1185,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_672e62c2debc.ttl,True,188,205,0,32,17
1186,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_67da28787783.ttl,True,183,194,0,30,23
1187,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_67eacbaef38c.ttl,True,198,213,0,13,32
1188,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_696621ed84be.ttl,True,142,159,0,23,24
1189,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_6969dc93b9bb.ttl,True,195,210,0,0,40
1190,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_6b2d7c4fe78f.ttl,True,280,295,0,0,39
1191,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_6ce9869fc1da.ttl,True,168,181,1,26,10
1192,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_6d52613b3619.ttl,True,165,180,0,16,20
1193,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7024c526be02.ttl,True,156,173,0,46,12
1194,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_70d54bc7cf1c.ttl,True,203,219,0,38,19
1195,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_70eda5da7729.ttl,True,139,156,0,23,28
1196,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_73edceab6847.ttl,True,240,255,0,0,18
1197,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_76a7d852c8c9.ttl,True,171,185,0,24,11
1198,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_781f5eb358bd.ttl,True,193,208,0,17,28
1199,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_784c635b412d.ttl,True,167,184,0,42,9
1200,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_785ddb1ecc01.ttl,True,171,188,1,36,13
1201,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_789d4e223de6.ttl,True,141,156,0,0,50
1202,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7936a6d31e36.ttl,True,148,163,0,35,7
1203,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7ac79f3ecde7.ttl,True,202,219,0,32,0
1204,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7ba7791cad36.ttl,True,299,316,11,57,11
1205,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7d3afcd0b143.ttl,True,269,286,0,39,8
1206,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7d68dca0a95a.ttl,True,93,110,0,35,8
1207,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7ee90e1dd3f8.ttl,True,314,329,0,13,10
1208,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_7f3c33d3130b.ttl,True,228,239,0,33,16
1209,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_80160046114f.ttl,True,249,266,0,38,0
1210,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_836811d75aa5.ttl,True,185,196,0,35,23
1211,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_842d44f1a21a.ttl,True,144,159,0,15,5
1212,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_84f585c6cda9.ttl,True,142,157,0,0,55
1213,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8851ad1ea301.ttl,True,251,268,0,29,19
1214,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8871ed407bd4.ttl,True,202,219,0,69,11
1215,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8895eba68552.ttl,True,200,216,0,11,12
1216,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8931a2f90142.ttl,True,123,135,0,0,33
1217,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_89721bc0ca3e.ttl,True,174,189,1,7,10
1218,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_89e5b0acb912.ttl,True,145,160,0,0,39
1219,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8a066beed2f1.ttl,True,152,169,0,29,4
1220,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8ac5db464e7a.ttl,True,224,241,6,39,7
1221,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8efd958c9afa.ttl,True,285,302,0,43,0
1222,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8fccbcfb2463.ttl,True,143,160,0,28,16
1223,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_90157d8ccfad.ttl,True,109,126,0,36,4
