query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
1095,Remaining useful life estimation,,deteriorating systems,,,"input data, GANs",True,False,True,False,False,True,3,2,task+case_study+input_type
1096,Fault identification,,Bearings,,,"sensor data, testing data, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1097,Fault detection,,device,,,"degradation process, time",True,False,True,False,False,True,3,2,task+case_study+input_type
1098,Fault detection,,cable insulation slice specimen,,,immersion time,True,False,True,False,False,True,3,2,task+case_study+input_type
1099,Remaining useful life estimation,,Lithium-ion battery,,,,True,False,True,False,False,False,2,1,task+case_study
1100,Remaining useful life estimation,,PEMFC,,,"performance degradation, Random Gaussian noise",True,False,True,False,False,True,3,2,task+case_study+input_type
1101,Fault detection,,manufacturing system,,,"energy consumption, FactsenergyVariable1, FactsmultivariateTimeSeriesData",True,False,True,False,False,True,3,2,task+case_study+input_type
1102,Fault detection,,engine,,,"pressure, rotation speed, sensor data, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1103,Fault identification,,gear,,,"acoustic emission, vibration measurement",True,False,True,False,False,True,3,2,task+case_study+input_type
1104,Fault identification,,bearing,,,"RGB image representation preserving temporal and spectral information, Time-frequency representation, Current signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1105,Fault detection,,synchronous generator,,,"bias vector, cell state, Factscurrent_6, hidden state, input vector, generator stator winding temperature trend, weight matrices",True,False,True,False,False,True,3,2,task+case_study+input_type
1106,Fault detection,,Bearing conditions,,,"Axial load, RPM, Vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1107,Fault identification,,bearing,,,"acceleration sensor features, acoustic emission sensor features, AE signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1108,Fault detection,,marine engine,,,"capacitance, oil, physicochemical parameters of the oil",True,False,True,False,False,True,3,2,task+case_study+input_type
1109,Fault detection,,photovoltaic array,,,"bifaciality factor, irradiance, IV measurement, temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
1110,Fault detection,,Banbury mixer,,,"FactscurrentBatchParameters, Electrical energy, Failure status, Material weight, Mixing time, FactsmrsProductionDuration, Temperature, Time between batches, Torque power",True,False,True,False,False,True,3,2,task+case_study+input_type
1111,Fault detection,,aircraft,,,flight metrics,True,False,True,False,False,True,3,2,task+case_study+input_type
1112,Remaining useful life estimation,,induction motor,,,"Factsmean, vibration signal 1",True,False,True,False,False,True,3,2,task+case_study+input_type
1113,Fault identification,,equipment using mineral oil,,,temperature,True,False,True,False,False,True,3,2,task+case_study+input_type
1114,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
1115,Remaining useful life estimation,,battery,,,"cathode chemistry, End of Life, passed End of Life status, path signature, pulse resistance, State of Charge, temperature, time, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1116,Fault detection,,bearing,,,voltage,True,False,True,False,False,True,3,2,task+case_study+input_type
1117,Fault detection,,wind turbine,,,"active power, ambient temperature, blade pitch angle, current, environmental inputs, failure profile, frequency, humidity, hydraulic pressure, nacelle direction, nose cone temperature, phase displacement, power output, real-time condition attributes, reservoir level, rotor speed, spurious data, voltage, weather station data stream, wind speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1118,Fault feature extraction,,rolling element bearing,,,"600-sample vibration signal epoch, bearing fault detection, vibration signal, vibration signals, wavelet scattering features",True,False,True,False,False,True,3,2,task+case_study+input_type
1119,Fault detection,,SNMG 120404-MF 431 carbide insert,,,"cutting forces, surface roughness, tool wear",True,False,True,False,False,True,3,2,task+case_study+input_type
1120,Fault feature extraction,,power transformer,,,"deformation levels, electromagnetic time-series signals, Euclidean distance, FRA curves, frequency response curve, transformer vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1121,Remaining useful life estimation,,high-load slew bearing,,,"degradation index, Histogram Lower, kurtosis",True,False,True,False,False,True,3,2,task+case_study+input_type
1122,Remaining useful life estimation,,lithium-ion battery,,,"Charging and discharging cycles, current, Battery degradation features, Driving conditions, Battery sensor data, Temperature fluctuations",True,False,True,False,False,True,3,2,task+case_study+input_type
1123,Health assessment,,rolling bearing,,,"aging temperature, aging time",True,False,True,False,False,True,3,2,task+case_study+input_type
1124,Fault identification,,conical pick,,,"Feed rate, FactsresultantDisplacement",True,False,True,False,False,True,3,2,task+case_study+input_type
1125,Health assessment,,aircraft propulsion system,,,"flight reports, input data quality, historical data, maintenance logs, operational data, sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1126,Fault identification,,Bearing,,,"Acoustic emission signals, Image data",True,False,True,False,False,True,3,2,task+case_study+input_type
1127,Fault detection,,wind turbine,,,,True,False,True,False,False,False,2,1,task+case_study
1128,Health assessment,,bearing,,,vibration,True,False,True,False,False,True,3,2,task+case_study+input_type
1129,Fault detection,,metal pipe,,,pressure response,True,False,True,False,False,True,3,2,task+case_study+input_type
1130,Fault detection,,bearings,,,"vibration data, kurtosis, peak value, statistical feature extraction",True,False,True,False,False,True,3,2,task+case_study+input_type
1131,Fault detection,,insulator,,,,True,False,True,False,False,False,2,1,task+case_study
1132,Health assessment,,bushing,,,,True,False,True,False,False,False,2,1,task+case_study
1133,Fault detection,,drilling tool,,,"bit depth, cutting parameters, intermediate feature maps, signal size, Signal-to-Noise Ratio, thrust",True,False,True,False,False,True,3,2,task+case_study+input_type
1134,Remaining useful life estimation,,aircraft engine,,,"degraded data features, fault features, health data, lifespan data, local target feature information, operating conditions, labeled data from the source domain, target domain test data",True,False,True,False,False,True,3,2,task+case_study+input_type
1135,Fault detection,,DHN pipe,,,"environmental data, fault data, historical failures, land use, mass flow rate, precipitation, pressure",True,False,True,False,False,True,3,2,task+case_study+input_type
1136,Fault detection,,induction motor,,,"three-phase current signal, FactsfaultType, load",True,False,True,False,False,True,3,2,task+case_study+input_type
1137,Fault detection,,drainage pump unit,,,"Color contrast, pore area, Silt",True,False,True,False,False,True,3,2,task+case_study+input_type
1138,Fault detection,,gearbox,,,"common time base, sensor orientation information, resampling factor k1, target sampling frequency, fused vibration data, FactsvibrationSignalVariable, vibration signal of Sensor 1",True,False,True,False,False,True,3,2,task+case_study+input_type
1139,Remaining useful life estimation,,bearing,,,"Un, FactstemperatureMeasurements",True,False,True,False,False,True,3,2,task+case_study+input_type
1140,Fault detection,,equipment,,,"PCB 356A16 accelerometer, LEM LA55-P current sensor, K-type thermocouple, pressure, current, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1141,Fault identification,,power transformer,,,"carbon dioxide, ethylene, gas ratio, methane",True,False,True,False,False,True,3,2,task+case_study+input_type
1142,Remaining useful life estimation,,MRI machine,,,"Full-time equivalent (FTE), Headcount",True,False,True,False,False,True,3,2,task+case_study+input_type
1143,Fault detection,,asynchronous motor bearing,,,"vibration signal, Factspressure_2",True,False,True,False,False,True,3,2,task+case_study+input_type
1144,Fault detection,,gears,,,"gear mesh frequency (GMF), frequency domain, rotational speed, torque, vibration level",True,False,True,False,False,True,3,2,task+case_study+input_type
1145,Fault detection,,wind turbine,,,"Ambient temperature, Wind speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1146,Fault detection,,cooling system,,,"random noise, real data, temperature, time series data, training data",True,False,True,False,False,True,3,2,task+case_study+input_type
1147,Fault identification,,three-phase asynchronous motor,,,"ball diameter, bearing fault, cage diameter, contact angle, amplitude, measured additive white noise, mechanical rotor frequency, phase, acquired samples number, sampling period, sinusoidal components number, vibracija",True,False,True,False,False,True,3,2,task+case_study+input_type
1148,Health assessment,,inverters,,,"current, dust accumulation, humidity, operational status, panel orientation, power output, shading, solar irradiance, temperature, voltage, wind speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1149,Health assessment,,high-voltage X-ray CT tubes,,,"force sensor data, force sensor",True,False,True,False,False,True,3,2,task+case_study+input_type
1150,Fault detection,,power system,,,"current fault signal, diagnostic data",True,False,True,False,False,True,3,2,task+case_study+input_type
1151,Fault detection,,Solar power plant,,,"along-track image overlap, flight altitude, flight speed, ground sampling distance, RGB imagery, thermal infrared imagery, viewing angle",True,False,True,False,False,True,3,2,task+case_study+input_type
1152,Fault detection,,seismic observation station,,,current,True,False,True,False,False,True,3,2,task+case_study+input_type
1153,Fault detection,,oil well pumping unit,,,"cragginess, cyclic power deviation, electrical parameters, electrical power diagram, five typical operating conditions, fourteen extracted features, marginal spectral characteristics, motor power curves, time domain analysis, upstroke power",True,False,True,False,False,True,3,2,task+case_study+input_type
1154,Health assessment,,hydraulic turbine unit,,,,True,False,True,False,False,False,2,1,task+case_study
1155,Remaining useful life estimation,,cutting tool,,,"force signal, Coating wear, machine internal control data, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1156,Health assessment,,gas engine cogeneration system,,,"availability, engine performance parameters, number of starts, stable oil film, oil parameters, operating conditions, resistance to oxidation, runtime, thermal stability, viscosity",True,False,True,False,False,True,3,2,task+case_study+input_type
1157,Fault detection,,Reciprocating compressor,,,"FactsdissolvedGasData_1, Energy, Instantaneous angular velocity, Sensor signals, Classification",True,False,True,False,False,True,3,2,task+case_study+input_type
1158,One step future state forecast,,,,,sensor data,True,False,False,False,False,True,2,1,task+input_type
1159,Health assessment,,fan motor No. 2,,,"current consumed by the motor, noise, temperature, vibration acceleration",True,False,True,False,False,True,3,2,task+case_study+input_type
1160,Health assessment,,gas-insulated switchgear,,,"event logs, temperature data, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1161,Health assessment,,induction motor,,,"speed, stator current",True,False,True,False,False,True,3,2,task+case_study+input_type
1162,Fault detection,,endoscope,,,"endoscope tray number, light transmission, focus",True,False,True,False,False,True,3,2,task+case_study+input_type
1163,Fault identification,,industrial centrifugal pump,,,"FactsfftTransformedVibrationData, spectra MFS",True,False,True,False,False,True,3,2,task+case_study+input_type
1164,Remaining useful life estimation,,15-kV XLPE cable segments,,,"Loading conditions, Neutral corrosion, Partial discharge, Sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1165,Health assessment,,thermal power unit,,,"current, flow, pressure, temperature, time series operating data, FactscurrentVariable",True,False,True,False,False,True,3,2,task+case_study+input_type
1166,Remaining useful life estimation,,machine,,,"machine data, weather data",True,False,True,False,False,True,3,2,task+case_study+input_type
1167,Fault detection,,bearing,,,"exhaust gas temperature, engine power, sequential data",True,False,True,False,False,True,3,2,task+case_study+input_type
1168,Fault feature extraction,,engine bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1169,Fault detection,,industrial machinery,,,"pressure, sound, vibrations",True,False,True,False,False,True,3,2,task+case_study+input_type
1170,Health assessment,,Power system,,,,True,False,True,False,False,False,2,1,task+case_study
1171,Fault identification,,,,,center frequency,True,False,False,False,False,True,2,1,task+input_type
1172,Fault identification,,MRI machine,,,"Environmental data, Historical maintenance records, humidity, power consumption, Sensor readings, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1173,Fault feature extraction,,motor bearing,,,"motor bearing operational data, FactssensorInput",True,False,True,False,False,True,3,2,task+case_study+input_type
1174,Fault detection,,Bearing,,,"Asset age, Asset size, WTG dissimilarity measures, conditional input, External conditions, temporal operational data, Wake effects, WTG-specific categorical identifiers",True,False,True,False,False,True,3,2,task+case_study+input_type
1175,Remaining useful life estimation,,lithium-ion cell,,,"battery lifetime, capacity curve, capacity, early-stage cycle observations, first 100 battery cycles, R2, state of health, temperature series, voltage series",True,False,True,False,False,True,3,2,task+case_study+input_type
1176,One step future state forecast,,k-out-of-n system,,,,True,False,True,False,False,False,2,1,task+case_study
1177,Fault identification,,aircraft components,,,"maintenance time, random failure time",True,False,True,False,False,True,3,2,task+case_study+input_type
1178,Fault detection,,robot swarm,,,,True,False,True,False,False,False,2,1,task+case_study
1179,Fault detection,,chip,,,"stress conditions, FactsvoltageVariable, working environment",True,False,True,False,False,True,3,2,task+case_study+input_type
1180,Fault detection,,bearing specimens,,,"feature selection, fractal dimension, RMS, Root mean square (RMS), spectral centroid",True,False,True,False,False,True,3,2,task+case_study+input_type
1181,Remaining useful life estimation,,airborne fuel pump,,,"current sensor signal, flowrate, material thickness loss, motor current, pressure, pump head rise data, pump system flow data, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1182,Fault detection,,Bearing,,,"Degradation signals, Sensor data, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1183,Fault detection,,converter valve,,,"FactscoolantFlowRate, current, System variable, temperature, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1184,Fault feature extraction,,connecting rod,,,"acceleration measurement data, acoustic emission signal, bending moment signal, cutting force signal, maximum decomposition level J0, radial acceleration, signal, signal energy, vibration signal, wavelet coefficient",True,False,True,False,False,True,3,2,task+case_study+input_type
1185,Fault detection,,solar PV array,,,,True,False,True,False,False,False,2,1,task+case_study
1186,Remaining useful life estimation,,burner,,,"fuel flow rate, key time-series features, FactslimitedData1, low-pressure rotor speed, thrust, total pressure before the inlet, exhaust temperature, accumulated usage time",True,False,True,False,False,True,3,2,task+case_study+input_type
1187,Fault detection,,air compressor,,,"FactspressureVariable, random variables",True,False,True,False,False,True,3,2,task+case_study+input_type
1188,Health assessment,,Ð¢ÑÐ°Ð½ÑÐ¿Ð¾ÑÑÐ½ÑÐµ ÑÑÐµÐ´ÑÑÐ²Ð°,,,ÐÐ°ÑÑÐ°Ð¶Ð¸ÑÐ¾Ð¿Ð¾ÑÐ¾Ðº,True,False,True,False,False,True,3,2,task+case_study+input_type
1189,Fault detection,,"Distribution network of Kenitra, Morocco",,,"current signals, frequency spectra, Phasor Measurement Unit data, voltage signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1190,Health assessment,,bearing aging assessment target,,,"Mean frequency, Shannon entropy",True,False,True,False,False,True,3,2,task+case_study+input_type
1191,Health assessment,,Crowd winch gearbox,,,,True,False,True,False,False,False,2,1,task+case_study
1192,Fault detection,,HTBTA,,,"sensor data, FactsTwinData",True,False,True,False,False,True,3,2,task+case_study+input_type
1193,Fault detection,,hydro-turbine unit,,,"damage characteristic frequency, Frequency Response Function, 532 Hz, FactshydraulicExcitation, modal parameters, vibration response signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1194,Fault detection,,Bucket wheel excavator,,,"Alarm threshold values, Basic statistical parameters, conditional probability, diagnostic decision, diagnostic symptom, initial measurements, Machine load, one-sided order power spectrum, Peak value, reduced feature set, resampled vibroacoustic signal, RMS, signal frame, signal length N, Spearman correlation coefficient, spectral component, vector of states, tachometer signal, vibration-acoustic signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1195,Fault detection,,compressor,,,monitored compressor data,True,False,True,False,False,True,3,2,task+case_study+input_type
1196,Fault detection,,MAR-M247,,,"Factsfrequency_2, FactssignalEnergy",True,False,True,False,False,True,3,2,task+case_study+input_type
1197,Fault detection,,low-frequency transformer,,,"FactsacousticPressure, acoustic signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1198,Fault feature extraction,,railway track,,,"acceleration data, harmonic order 12-14, operational characteristics, strain data, train speed, vertical wheel force",True,False,True,False,False,True,3,2,task+case_study+input_type
1199,Remaining useful life estimation,,distressed concrete pipe segments,,,"current, reliability parameter, metal particles in lubrication, shape parameter beta, temperature level, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1200,Fault detection,,machine,,,"current operational situation of each machine, Downtime duration, sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1201,Fault detection,,20kV XLPE cable system,,,"Cable age, Engineered features, Labeled training data, Corrosion, Neutral conductor corrosion, Noisy data, Partial discharge, Visual inspections",True,False,True,False,False,True,3,2,task+case_study+input_type
1202,Remaining useful life estimation,,non-permanent bolting connections,,,process parameters,True,False,True,False,False,True,3,2,task+case_study+input_type
1203,Fault identification,,Photovoltaic power station in Aoulef-Adrar,,,"solar radiation, weather information, humidity, power residual",True,False,True,False,False,True,3,2,task+case_study+input_type
1204,Fault identification,,SKF 30205J2/Q tapered roller bearing,,,"RMS, unbalance, vibration response",True,False,True,False,False,True,3,2,task+case_study+input_type
1205,Health assessment,,battery,,,"battery state, driving segments, current, state of power, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1206,Remaining useful life estimation,,gas-insulated switchgear,,,"Environmental factors, FactsstreamingSensorData",True,False,True,False,False,True,3,2,task+case_study+input_type
1207,Fault detection,,,,,"magnetic field, magnetic field intensity, reference condition with no field applied, FactssensorPlotLines, Factstemperature_5, wafer resistance consistency",True,False,False,False,False,True,2,1,task+input_type
1208,Fault identification,,rotor,,,pressure,True,False,True,False,False,True,3,2,task+case_study+input_type
1209,Fault feature extraction,,motor,,,Scenarios,True,False,True,False,False,True,3,2,task+case_study+input_type
1210,Remaining useful life estimation,,battery,,,,True,False,True,False,False,False,2,1,task+case_study
1211,Fault identification,,photovoltaic module,,,humidity,True,False,True,False,False,True,3,2,task+case_study+input_type
1212,One step future state forecast,,air navigation facility,,,"environmental variables, GNSS data, number of nearest neighbors (k), real-time sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1213,Fault detection,,axial piston pump,,,"CNN hyperparameters, operating condition, high-frequency sensor, load history, original sensor data, wear, time-domain method, time series",True,False,True,False,False,True,3,2,task+case_study+input_type
1214,Fault detection,,doubly-fed induction generator,,,"magnetic flux leakage signal, controller signal, wind speed, harmonics from multiple signatures, stator current harmonics, time harmonics",True,False,True,False,False,True,3,2,task+case_study+input_type
1215,Fault detection,,critical asset,,,,True,False,True,False,False,False,2,1,task+case_study
1216,Fault detection,,apparatus,,,"energy consumption, reactive power, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1217,Fault detection,,GIL,,,"ambient temperature, conductor temperature, internal resistance value, load current, temperature rate of the conductor, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1218,Fault detection,,accumulator,,,"motor power consumption, pressure, temperature, volume flow rate",True,False,True,False,False,True,3,2,task+case_study+input_type
1219,Health assessment,,machinery and equipment,,,predictive variables,True,False,True,False,False,True,3,2,task+case_study+input_type
1220,Health assessment,,PV module,,,power,True,False,True,False,False,True,3,2,task+case_study+input_type
1221,Fault identification,,bearing,,,"ball diameter, energy, entropy, harmonic amplitude, homogeneity, sampling frequency, shaft rotation frequency, sum average, contrast, reconstructed vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1222,Remaining useful life estimation,,Corrosion,,,"load, loads",True,False,True,False,False,True,3,2,task+case_study+input_type
1223,Fault detection,,compressor,,,"gas flow rate, oil temperature, industrial sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1224,Fault identification,,valve actuator,,,"FactscomponentStrain, micro leakage measurement, load measurement, vibration measurement",True,False,True,False,False,True,3,2,task+case_study+input_type
1225,Remaining useful life estimation,,second-life battery pack,,,"Charge-discharge cycles, Battery degradation rate, Depth of discharge, Dynamic operational state, power allocation, state of health, Stochastic environmental variation, remaining useful life",True,False,True,False,False,True,3,2,task+case_study+input_type
1226,Fault detection,,Gear,,,"Fault Characteristic Frequency, Instantaneous Frequency, Mel Frequency Cepstral Coefficient, ZCR, Zero Crossing Rate",True,False,True,False,False,True,3,2,task+case_study+input_type
1227,Fault feature extraction,,NPP circulating pump,,,rolling bearing vibration signal,True,False,True,False,False,True,3,2,task+case_study+input_type
1228,Health assessment,,cutting tool,,,"acoustic emission signal, cutting force signal, cutting speed, numerical data, signal measures, tool wear, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1229,Fault detection,,large industrial mill,,,"real-time equipment performance data, sensor data variable",True,False,True,False,False,True,3,2,task+case_study+input_type
1230,Fault feature extraction,,offshore wind farm,,,"historical fault patterns, historical maintenance records, multi-sensor data, operational trends, SCADA data, turbine sensor readings, weather data",True,False,True,False,False,True,3,2,task+case_study+input_type
1231,Fault detection,,bearing gearbox,,,"acquisition time, ball energy, BGCI values, oil temperature, 1/Rev, aircraft roll angle, spectral kurtosis, Temperature, Whip",True,False,True,False,False,True,3,2,task+case_study+input_type
1232,Fault detection,,AEC,,,"Equivalent Series Resistance (ESR), capacitance",True,False,True,False,False,True,3,2,task+case_study+input_type
1233,Fault detection,,transformer,,,"oil temperature, rated load",True,False,True,False,False,True,3,2,task+case_study+input_type
1234,Remaining useful life estimation,,bearing,,,"bearing characteristics, degradation features, domain private attributes, health indicator, joint distribution difference, measured gearbox data, full life-cycle simulation data, partial target data, test data, time-domain features",True,False,True,False,False,True,3,2,task+case_study+input_type
1235,Fault identification,,asset,,,"FactsfundamentalsOfMachineMaintenance, FactsmachineOperation",True,False,True,False,False,True,3,2,task+case_study+input_type
1236,Fault detection,,journal,,,"e, r, l_1, c, Î²_1",True,False,True,False,False,True,3,2,task+case_study+input_type
1237,Health assessment,,Si IGBT,,,"bondwire electrical resistance R bondwire, degradation profile, degradation, gate resistance, filter residual, measured parameter, metallization contact resistance R metallization, temperature estimate, temperature, thermal resistance, DSEP",True,False,True,False,False,True,3,2,task+case_study+input_type
1238,Fault detection,,boiler heating systems,,,acoustic signal,True,False,True,False,False,True,3,2,task+case_study+input_type
1239,Fault detection,,HDD,,,"SMART parameters, sector error count, longitudinal sensor data, temperature reading",True,False,True,False,False,True,3,2,task+case_study+input_type
1240,Fault detection,,Electrical Community of Benin transmission network,,,,True,False,True,False,False,False,2,1,task+case_study
1241,Health assessment,,bearing,,,"bearing degradation stage, load, temperature, time-domain features, vibration features",True,False,True,False,False,True,3,2,task+case_study+input_type
1242,Fault identification,,wind turbine,,,"Environmental factors, operational state, output power, Wake turbulence, Wind speed, Wind turbine location",True,False,True,False,False,True,3,2,task+case_study+input_type
1243,Fault detection,,Electrical systems,,,"Added mass at infinite frequency, Buoy motion in heave, Impulse response function of the buoy, Mass of the buoy, Component failure histories, Environmental parameters, Gravity acceleration, Horizontal position, Hydrostatic stiffness, Operational data, Total damping, Water density, Wave surface elevation, Wavelength",True,False,True,False,False,True,3,2,task+case_study+input_type
1244,Fault detection,,Bearing,,,"FactsspectralImageVariable, Bearing vibration data, bearing vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1245,Fault identification,,ball bearing,,,"eccentricity, electromagnetic forces, motor current",True,False,True,False,False,True,3,2,task+case_study+input_type
1246,One step future state forecast,,,,,"Step sizes, FactsfilterLength",True,False,False,False,False,True,2,1,task+input_type
1247,Fault identification,,,,,"crack depth, crack orientation, crack propagation along the tooth width, time-varying mesh stiffness, vibration signal, global vibrational response",True,False,False,False,False,True,2,1,task+input_type
1248,Fault detection,,blower,,,"multivariate data, current sensor, unlabeled fault data",True,False,True,False,False,True,3,2,task+case_study+input_type
1249,One step future state forecast,,brakes,,,road shock,True,False,True,False,False,True,3,2,task+case_study+input_type
1250,Fault detection,,active component,,,PWM current signal,True,False,True,False,False,True,3,2,task+case_study+input_type
1251,Fault detection,,boiler,,,"moisture content in the air, quality of the air, airflow monitoring, displacement spectrum, dust and particulate matter, factory emissions, types of faults in FD fans, noise, pressure monitoring, rotational speed, temperature monitoring, temperature variation, time domain, wideband velocity RMS, velocity spectrum, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1252,Health assessment,,Marine diesel engine lubrication system,,,"current, Lubrication system monitoring data, RSVD oversampling parameter, power, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1253,Fault detection,,gearbox,,,"FactsbarometerData, blade damage severity, noise, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1254,Remaining useful life estimation,,PV module,,,"FactsdelayedFaultDetectionPenaltyCost, FactshistoricalDegradationData, FactsinspectionCost",True,False,True,False,False,True,3,2,task+case_study+input_type
1255,Fault identification,,Cable,,,"cable length, cable locations, data censoring, data truncation, environmental conditions, feature correlations, geospatial data, intrinsic asset features, network expansions, operational conditions, partial discharge data, failure consequences",True,False,True,False,False,True,3,2,task+case_study+input_type
1256,Fault detection,,Gear,,,"Analysed parameter, vibration signal, Vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1257,Fault feature extraction,,dampers,,,"historical fault labels, HVAC data",True,False,True,False,False,True,3,2,task+case_study+input_type
1258,Fault detection,,oil-immersed transformer,,,"FactsgasConcentrationInOil, gas concentration, Hydrogen concentration, temperature, Time-trend factor, Vibration acceleration, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1259,Fault identification,,aircraft engine gas path system,,,feature selection,True,False,True,False,False,True,3,2,task+case_study+input_type
1260,Fault detection,,SQ WTS,,,"crack size, input variations, average of negative peaks, power output, rotational speed, vibration, wind speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1261,Health assessment,,bond wires,,,"acceleration, robot application load type, instantaneous torque, Junction temperature profile, lifetime consumption, motor current consumption, Motor current profile, Operation time t0, operational speed, power consumption, process quality, robot operation profile, thermal loading, tool weight",True,False,True,False,False,True,3,2,task+case_study+input_type
1262,Remaining useful life estimation,,machine,,,"Degradation process data, health index, Machine state, Shaft unbalance, Health indicator data",True,False,True,False,False,True,3,2,task+case_study+input_type
1263,Health assessment,,aircraft,,,"sound signal, time-domain signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1264,Fault detection,,Beijing power plants,,,"IoT sensor data, SCADA data",True,False,True,False,False,True,3,2,task+case_study+input_type
1265,Fault detection,,bearing,,,fault logs,True,False,True,False,False,True,3,2,task+case_study+input_type
1266,Health assessment,,railway equipment item,,,"FactsanalogSensorSignals, FactsgpsInformation",True,False,True,False,False,True,3,2,task+case_study+input_type
1267,One step future state forecast,,T91 alloy,,,,True,False,True,False,False,False,2,1,task+case_study
1268,Fault detection,,Power grid,,,"Batch size, FactsdissolvedGasData, oil spectrum dataset, organic gases in oil spectrum data, FactsphasorMeasurementData, power grid equipment status, three-phase information",True,False,True,False,False,True,3,2,task+case_study+input_type
1269,Remaining useful life estimation,,aeroengine,,,"FactsmaintenanceData, RUL values",True,False,True,False,False,True,3,2,task+case_study+input_type
1270,Fault detection,,glass surface imitating a solar panel,,,real-time photos of surface cleanliness,True,False,True,False,False,True,3,2,task+case_study+input_type
1271,Fault identification,,main gearbox,,,"frequency, long sequence data, lubricating oil, vibration analysis",True,False,True,False,False,True,3,2,task+case_study+input_type
1272,Fault detection,,elevator,,,"acceleration data, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1273,Health assessment,,public transport vehicle,,,"geography, maintenance history, mileage, passenger load, passenger traffic, road quality, weather",True,False,True,False,False,True,3,2,task+case_study+input_type
1274,One step future state forecast,,medical devices in the case-study dataset,,,,True,False,True,False,False,False,2,1,task+case_study
1275,Fault detection,,electric motor,,,"acoustic data from mobile phone recordings, acoustic signal, rotational speed, Mobile phone audio recording, Average velocity, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1276,Fault identification,,hydraulic motor,,,"dissolved gas analysis, fault feature vector, moisture content, temperature rise, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1277,Remaining useful life estimation,,battery,,,"capacity, cycle count, IR, battery degradation trajectory, event indicator, event time, health indicator, internal resistance, right-censoring indicator, State of Charge (SOC), temperature, FactsvoltageProfile_1, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1278,One step future state forecast,,electromagnetic relay,,,"contact resistance, over-travel displacement, static features, resistance trajectories",True,False,True,False,False,True,3,2,task+case_study+input_type
1279,Fault detection,,Oil and gas pipeline network,,,"dependent variable, Life-cycle cost analysis, Sensor information",True,False,True,False,False,True,3,2,task+case_study+input_type
1280,Fault detection,,battery,,,"AC current perturbation, high-frequency impedance, high-frequency resistance, obtained impedance data, membrane humidification, potential response, real part of complex impedance, power conditioning converter switching ripple, variable-frequency AC perturbation",True,False,True,False,False,True,3,2,task+case_study+input_type
1281,Fault detection,,Weld quality,,,"statistical features, Vibrational data",True,False,True,False,False,True,3,2,task+case_study+input_type
