batch_index,corpus_id,source_pdf,facts_file,status
329,paper-0994,extraction_papers/paper-0994_applying_bayesian_neural_networks_to_optimize_maintenance_logistics.pdf,facts_94e52b02a340.ttl,extracted
330,paper-0995,extraction_papers/paper-0995_application_of_virtual_sensing_to_an_outdoor_air_conditioning_compressor_unit.pdf,facts_d5aab2dd8b3c.ttl,extracted
331,paper-0996,extraction_papers/paper-0996_equipment_reliability_modeling_and_remaining_useful_life_prediction_based_on_bayesian_small.pdf,facts_1ef6273f524a.ttl,extracted
332,paper-0998,extraction_papers/paper-0998_a_hybrid_ensemble_based_intelligent_decision_framework_for_risk_aware_photovoltaic_panel_soi.pdf,facts_ae5cd89a88dd.ttl,extracted
333,paper-1001,extraction_papers/paper-1001_enhancing_predictive_maintenance_accuracy_for_rotary_machine_vibration_signals_with_xgboost.pdf,facts_69b1c98201d5.ttl,extracted
334,paper-1003,extraction_papers/paper-1003_enhancing_electric_vehicle_battery_lifespan_integrating_active_balancing_and_machine_learnin.pdf,facts_61f079413f04.ttl,extracted
335,paper-1008,extraction_papers/paper-1008_development_of_a_hardware_in_the_loop_framework_for_marine_engine_diagnostics_performance_ev.pdf,facts_cedb51cf5ade.ttl,extracted
336,paper-1009,extraction_papers/paper-1009_nonlinear_degradation_modeling_and_remaining_useful_life_prediction_for_electric_drive_syste.pdf,facts_7013b2f1bdc2.ttl,extracted
337,paper-1010,extraction_papers/paper-1010_a_reference_information_systems_architecture_for_collaborative_condition_monitoring.pdf,facts_8fbade113462.ttl,extracted
338,paper-1012,extraction_papers/paper-1012_reliability_prediction_method_for_onboard_atp_based_on_optimized_empirical_mode_decompositio.pdf,facts_207c2f61486e.ttl,extracted
339,paper-1014,extraction_papers/paper-1014_smart_print_management_using_predictive_analytics.pdf,facts_2881f791711d.ttl,extracted
340,paper-1018,extraction_papers/paper-1018_iceberg_model_as_a_digital_risk_twin_for_the_health_monitoring_of_complex_engineering_system.pdf,facts_4157d44cf5d5.ttl,extracted
341,paper-1019,extraction_papers/paper-1019_interpretable_ensemble_remaining_useful_life_prediction_enables_dynamic_maintenance_scheduli.pdf,facts_3db8aab0b0b7.ttl,extracted
342,paper-1021,extraction_papers/paper-1021_an_intelligent_signal_classification_framework_for_crack_detection_in_polymeric_materials_us.pdf,facts_6684c2f36c0b.ttl,extracted
343,paper-1024,extraction_papers/paper-1024_non_destructive_diagnostics_of_electric_parking_brake_modules_using_recurrence_analysis_of_p.pdf,facts_7aca4ae45d7c.ttl,extracted
344,paper-1025,extraction_papers/paper-1025_real_time_diagnosis_and_prediction_of_tool_wear_in_mechanical_machining_based_on_deep_learni.pdf,facts_1c251ba771a0.ttl,extracted
345,paper-1027,extraction_papers/paper-1027_an_am_cnn_bigru_network_with_spatiotemporal_feature_fusion_for_industrial_robot_predictive_m.pdf,facts_49e805f7c461.ttl,extracted
346,paper-1031,extraction_papers/paper-1031_order_components_extraction_of_wind_turbine_gearbox_main_shaft_based_on_set_joint_nlms_filte.pdf,facts_ff6c11b7abb1.ttl,extracted
347,paper-1032,extraction_papers/paper-1032_scada_driven_big_data_framework_for_fault_prediction_in_spiral_steel_pipe_manufacturing_usin.pdf,facts_862f28575276.ttl,extracted
348,paper-1033,extraction_papers/paper-1033_edge_temporal_digital_twin_network_for_sensor_driven_fault_detection_in_nuclear_power_system.pdf,facts_8a00dc329d3c.ttl,extracted
349,paper-1035,extraction_papers/paper-1035_methodology_for_assessing_the_condition_of_power_plant_units_using_digital_twin_models.pdf,facts_8dea69c5326e.ttl,extracted
350,paper-1036,extraction_papers/paper-1036_probabilistic_forecasting_of_weather_driven_faults_in_electricity_networks_a_flexible_approa.pdf,facts_76220d9772af.ttl,extracted
351,paper-1039,extraction_papers/paper-1039_digital_twin_based_lifecycle_methodology_for_ensuring_safety_of_npp_smr_i_c_systems.pdf,facts_a184e7607698.ttl,extracted
352,paper-1040,extraction_papers/paper-1040_symmetry_aware_bayesian_optimized_gaussian_process_regression_for_remaining_useful_life_pred.pdf,facts_02cb90b55b51.ttl,extracted
353,paper-1041,extraction_papers/paper-1041_development_of_an_experimental_test_stand_and_machine_learning_surrogate_models_for_capturin.pdf,facts_889b80e1b70b.ttl,extracted
354,paper-1042,extraction_papers/paper-1042_reinforcement_learning_driven_prescriptive_operation_and_maintenance_of_distributed_energy_s.pdf,facts_eccf53607080.ttl,extracted
355,paper-1044,extraction_papers/paper-1044_emissions_based_predictive_maintenance_framework_for_hybrid_electric_vehicles_using_laborato.pdf,facts_5ed3ebaec3da.ttl,extracted
356,paper-1045,extraction_papers/paper-1045_enhanced_spectral_analysis_approaches_for_predicting_critical_failures_in_lithium_ion_batter.pdf,facts_631b04194d08.ttl,extracted
357,paper-1046,extraction_papers/paper-1046_identification_and_evaluation_of_vibration_sources_from_experiments_on_laboratory_drilling_e.pdf,facts_5143bfea6398.ttl,extracted
358,paper-1049,extraction_papers/paper-1049_remaining_useful_life_modelling_with_an_escalator_health_condition_analytic_system.pdf,facts_29117213505d.ttl,extracted
359,paper-1050,extraction_papers/paper-1050_a_hierarchical_framework_leveraging_iiot_networks_iot_hub_and_device_twins_for_intelligent_i.pdf,facts_0e2936cf44a8.ttl,extracted
360,paper-1055,extraction_papers/paper-1055_lithium_ion_battery_charge_discharge_cycle_forecasting_using_lstm_neural_networks.pdf,facts_0569999cb923.ttl,extracted
361,paper-1056,extraction_papers/paper-1056_seasonal_and_predictive_analysis_of_transport_fleet_availability_and_reliability_using_long.pdf,facts_d418cd39b9d0.ttl,extracted
362,paper-1058,extraction_papers/paper-1058_distributed_vibration_sensing_for_identification_of_loose_connectors_in_coaxial_data_transmi.pdf,facts_fd8433d36a79.ttl,extracted
363,paper-1060,extraction_papers/paper-1060_combination_of_finite_element_spindle_model_with_drive_based_cutting_force_estimation_for_as.pdf,facts_d97b8789711a.ttl,extracted
364,paper-1061,extraction_papers/paper-1061_deep_bayesian_networks_for_failure_probability_estimation_in_biomedical_sensors.pdf,facts_12e4132d369b.ttl,extracted
365,paper-1062,extraction_papers/paper-1062_remaining_useful_life_prediction_of_lithium_batteries_based_on_transfer_learning_and_particl.pdf,facts_a9a96f2d7a18.ttl,extracted
366,paper-1064,extraction_papers/paper-1064_vibration_analysis_of_gear_tooth_for_fault_diagnosis_with_simulation.pdf,facts_282a78718eb1.ttl,extracted
367,paper-1066,extraction_papers/paper-1066_an_ensemble_voting_based_framework_for_maintenance_decision_support_in_mining_centrifuges.pdf,facts_750c337900f0.ttl,extracted
368,paper-1069,extraction_papers/paper-1069_remaining_useful_life_rul_control_of_controlled_systems_under_degradation.pdf,facts_e81a11cc92aa.ttl,extracted
369,paper-1070,extraction_papers/paper-1070_external_monitoring_system_for_battery_condition_and_state_of_health_of_lithium_ion_batterie.pdf,facts_c7c0f83a7b28.ttl,extracted
370,paper-1071,extraction_papers/paper-1071_particle_filter_based_localization_approach_for_pd_in_power_transformers.pdf,facts_f08fa7ff2465.ttl,extracted
371,paper-1073,extraction_papers/paper-1073_experimental_study_on_the_condition_monitoring_of_planetary_journal_bearings_in_wind_turbine.pdf,facts_9e371980cf3e.ttl,extracted
372,paper-1076,extraction_papers/paper-1076_noninvasive_radar_sensing_augmented_with_machine_learning_for_reliable_detection_of_motor_im.pdf,facts_cf6e72680499.ttl,extracted
373,paper-1078,extraction_papers/paper-1078_deep_learning_based_bearing_fault_classification_using_vibration_signals_under_variable_spee.pdf,facts_3816e4cb701a.ttl,extracted
374,paper-1079,extraction_papers/paper-1079_evaluating_the_data_imputation_impact_on_gradient_boosting_model_predictive_performance_in_s.pdf,facts_b024720ad691.ttl,extracted
375,paper-1083,extraction_papers/paper-1083_a_labview_based_fault_diagnosis_system_for_offshore_wind_turbine_planetary_gearboxes.pdf,facts_be51d3a57b91.ttl,extracted
376,paper-1085,extraction_papers/paper-1085_an_explainable_and_adaptive_anomaly_detection_method_for_multi_condition_monitoring_of_intel.pdf,facts_e5c1aa5c505b.ttl,extracted
377,paper-1087,extraction_papers/paper-1087_degradation_modeling_and_remaining_useful_life_prediction_for_electronic_device_under_multip.pdf,facts_c55bd7821f8d.ttl,extracted
378,paper-1088,extraction_papers/paper-1088_fault_prediction_methods_of_straddle_type_monorail_pantographs_based_on_multi_domain_feature.pdf,facts_4f1461718e7c.ttl,extracted
379,paper-1091,extraction_papers/paper-1091_a_hybrid_approach_for_lithium_ion_battery_remaining_useful_life_prediction_using_signal_deco.pdf,facts_605829bc47be.ttl,extracted
380,paper-1092,extraction_papers/paper-1092_application_of_continuous_wavelet_transform_and_convolutional_neural_networks_for_diagnostic.pdf,facts_d493073360b8.ttl,extracted
381,paper-1094,extraction_papers/paper-1094_a_hybrid_bayesian_ica_lstm_framework_for_unsupervised_like_anomaly_detection_in_rolling_elem.pdf,facts_88eda2ec8dcf.ttl,extracted
382,paper-1095,extraction_papers/paper-1095_fault_prediction_of_aircraft_engine_based_on_adaptive_hybrid_sampling_and_bilstm.pdf,facts_9f9f96a7d773.ttl,extracted
383,paper-1096,extraction_papers/paper-1096_mopidip_a_modular_real_time_pipeline_for_machinery_diagnosis_and_prognosis_based_on_deep_lea.pdf,facts_34747f2051b2.ttl,extracted
384,paper-1101,extraction_papers/paper-1101_decision_support_system_for_wind_farm_maintenance_using_robotic_agents.pdf,facts_fea44576911a.ttl,extracted
385,paper-1102,extraction_papers/paper-1102_development_of_rule_based_diagnostic_automation_technology_for_elevator_fault_diagnosis.pdf,facts_2188ec61f052.ttl,extracted
386,paper-1103,extraction_papers/paper-1103_distributed_optical_fiber_sensing_of_temperature_rise_during_110_kv_conductor_ground_wire_ic.pdf,facts_6a4a212ffbc9.ttl,extracted
387,paper-1105,extraction_papers/paper-1105_a_new_open_dataset_from_a_milling_process_data_for_classification_and_estimation_of_tool_lif.pdf,facts_9d3bfd1463ad.ttl,extracted
388,paper-1107,extraction_papers/paper-1107_improved_sand_cat_swarm_optimization_algorithm_assisted_graphsage_gru_for_remaining_useful_l.pdf,facts_25ab5d9cebe4.ttl,extracted
389,paper-1108,extraction_papers/paper-1108_fault_prediction_method_of_large_forging_press_based_on_a_multi_scale_and_multi_model_integr.pdf,facts_59f6521f639b.ttl,extracted
390,paper-1110,extraction_papers/paper-1110_optimizing_performance_of_equipment_fleets_under_dynamic_operating_conditions_generalizable.pdf,facts_fd1eedd089d5.ttl,extracted
391,paper-1115,extraction_papers/paper-1115_physics_informed_neural_network_based_noninvasive_lc_filter_parameter_estimation_in_inverter.pdf,facts_a82b03fbcab2.ttl,extracted
392,paper-1116,extraction_papers/paper-1116_enhancing_high_pressure_pulsation_test_bench_performance_a_machine_learning_approach_to_fail.pdf,facts_f313b1aa74f8.ttl,extracted
393,paper-1123,extraction_papers/paper-1123_intelligent_system_for_identification_of_parallel_misalignments_in_gears_of_the_worm_type_cr.pdf,facts_f52f31955818.ttl,extracted
394,paper-1126,extraction_papers/paper-1126_enhancing_wind_turbine_reliability_a_hybrid_state_space_and_generative_approach_to_scada_bas.pdf,facts_e4726e040ad7.ttl,extracted
395,paper-1129,extraction_papers/paper-1129_real_time_prognostics_of_the_positioning_shift_failure_for_wafer_handling_robot_arms_using_s.pdf,facts_258e3e8931aa.ttl,extracted
396,paper-1130,extraction_papers/paper-1130_advanced_assessment_of_membrane_fouling_in_seawater_reverse_osmosis_plants_using_permeate_qu.pdf,facts_66a60553def5.ttl,extracted
397,paper-1132,extraction_papers/paper-1132_hybrid_optimized_remaining_useful_life_prediction_framework_for_lithium_ion_batteries_with_l.pdf,facts_9a1b552552d6.ttl,extracted
398,paper-1141,extraction_papers/paper-1141_a_novel_detection_method_for_wheel_irregular_wear_using_stator_current_based_on_an_electrome.pdf,facts_789b744f30d5.ttl,extracted
399,paper-1143,extraction_papers/paper-1143_adaptive_dynamic_thresholds_for_unsupervised_joint_anomaly_detection_and_trend_prediction.pdf,facts_27ad2a70e827.ttl,extracted
400,paper-1144,extraction_papers/paper-1144_performance_improvement_of_photovoltaic_panels_through_advanced_fault_detection_techniques.pdf,facts_6dcf7fafc720.ttl,extracted
401,paper-1145,extraction_papers/paper-1145_machine_learning_driven_best_worst_method_for_predictive_maintenance_in_industry_4_0.pdf,facts_bc3efa6e971c.ttl,extracted
402,paper-1147,extraction_papers/paper-1147_application_of_the_fmeca_method_for_identifying_failures_in_wind_turbine_systems_primena_fme.pdf,facts_46edd8d69258.ttl,extracted
403,paper-1149,extraction_papers/paper-1149_a_contribution_to_reliable_rail_transport_ai_powered_real_time_wheel_defect_detection.pdf,facts_3a29bbf81979.ttl,extracted
404,paper-1153,extraction_papers/paper-1153_stress_based_fatigue_diagnosis_of_wind_turbine_blades_using_physics_informed_ai_reduced_orde.pdf,facts_15d6e0f725e9.ttl,extracted
405,paper-1154,extraction_papers/paper-1154_remaining_useful_life_prediction_of_lithium_ion_batteries_using_a_novel_particle_flow_filter.pdf,facts_7b9bdbef320f.ttl,extracted
406,paper-1158,extraction_papers/paper-1158_explainable_ai_for_post_hoc_and_pseudo_post_hoc_predictive_maintenance_of_governor_valve_act.pdf,facts_e84380ee1506.ttl,extracted
407,paper-1162,extraction_papers/paper-1162_integration_of_acoustic_emission_and_dynamometer_systems_for_tool_condition_monitoring_in_mi.pdf,facts_767449fe7ac9.ttl,extracted
408,paper-1163,extraction_papers/paper-1163_refining_open_source_asset_management_tools_ai_driven_innovations_for_enhanced_reliability_a.pdf,facts_1b8e16eda666.ttl,extracted
409,paper-1169,extraction_papers/paper-1169_hdfpm_a_heterogeneous_disk_failure_prediction_method_based_on_time_series_features.pdf,facts_1e325e1b6ca0.ttl,extracted
410,paper-1170,extraction_papers/paper-1170_a_hybrid_hmm_rbfnn_system_using_relevant_and_non_redundant_features_for_bearing_fault_classi.pdf,facts_4354e4134545.ttl,extracted
411,paper-1172,extraction_papers/paper-1172_a_hybrid_framework_of_iot_and_machine_learning_for_predictive_analytics_of_a_dc_motor.pdf,facts_200b31896355.ttl,extracted
412,paper-1173,extraction_papers/paper-1173_vibration_signal_denoising_method_based_on_icfo_svmd_and_improved_wavelet_thresholding.pdf,facts_12e0db15847a.ttl,extracted
413,paper-1174,extraction_papers/paper-1174_a_residual_current_based_indicator_for_early_detection_of_stator_winding_faults_in_synchrono.pdf,facts_4e43c6ee7872.ttl,extracted
414,paper-1175,extraction_papers/paper-1175_estimating_the_insulation_health_index_of_xlpe_cables_using_machine_learning.pdf,facts_76e792d7d5cf.ttl,extracted
415,paper-1176,extraction_papers/paper-1176_machine_learning_algorithms_for_optimization_of_bearing_fault_diagnosis_in_wind_systems_a_co.pdf,facts_5b17d29e1395.ttl,extracted
416,paper-1180,extraction_papers/paper-1180_hybrid_physics_based_data_driven_thermal_model_for_multi_chip_power_modules.pdf,facts_e9d6cd4230be.ttl,extracted
417,paper-1183,extraction_papers/paper-1183_hierarchical_self_distillation_with_attention_for_class_imbalanced_acoustic_event_classifica.pdf,facts_99725d34ccdd.ttl,extracted
418,paper-1184,extraction_papers/paper-1184_comparative_analysis_of_shaft_voltage_harmonic_characteristics_in_large_scale_generators_oem.pdf,facts_77d4216c88ff.ttl,extracted
419,paper-1186,extraction_papers/paper-1186_data_driven_estimation_of_helicopter_engine_power_using_regular_flight_data_a_machine_learni.pdf,facts_c4d0c91f5145.ttl,extracted
420,paper-1187,extraction_papers/paper-1187_enhanced_engine_misfire_diagnosis_through_integration_of_vibration_and_acoustic_emission_sig.pdf,facts_ff03119d29c2.ttl,extracted
421,paper-1188,extraction_papers/paper-1188_condition_based_maintenance_decision_making_for_multi_component_systems_with_integrated_dyna.pdf,facts_d329fce35511.ttl,extracted
422,paper-1190,extraction_papers/paper-1190_attention_gaussian_lstm_wiener_based_remaining_useful_life_prediction_method.pdf,facts_cf590247685f.ttl,extracted
423,paper-1191,extraction_papers/paper-1191_intelligent_diagnosis_and_fault_prediction_of_rock_breaking_process_in_milling_machines_base.pdf,facts_9de0eb8c8c85.ttl,extracted
424,paper-1193,extraction_papers/paper-1193_predictive_maintenance_for_interactive_art_installations.pdf,facts_ce8987bda78c.ttl,extracted
425,paper-1198,extraction_papers/paper-1198_hybrid_ai_taguchi_anova_approach_for_thermographic_monitoring_of_electronic_devices.pdf,facts_38b8482122f9.ttl,extracted
426,paper-1203,extraction_papers/paper-1203_efficient_failure_prediction_a_transfer_learning_based_solution_for_imbalanced_data_classifi.pdf,facts_cdc37f9078a2.ttl,extracted
427,paper-1204,extraction_papers/paper-1204_safe_reinforcement_learning_based_prescriptive_maintenance_of_distribution_grid_using_bi_mam.pdf,facts_24a3a2cce978.ttl,extracted
428,paper-1205,extraction_papers/paper-1205_stretchable_tri_axis_sensor_for_tires_investigating_pressure_rpm_camber_slip_and_deformation.pdf,facts_584634b5a6ab.ttl,extracted
429,paper-1206,extraction_papers/paper-1206_remaining_useful_life_prediction_method_of_centrifugal_pump_rolling_bearings_based_on_digita.pdf,facts_d007baaf4931.ttl,extracted
430,paper-1207,extraction_papers/paper-1207_predictive_vibration_diagnostics_of_helicopter_rotating_units_in_field_conditions.pdf,facts_ee9a0a608f08.ttl,extracted
431,paper-1208,extraction_papers/paper-1208_comparison_of_deep_learning_models_for_predictive_maintenance_in_industrial_manufacturing_sy.pdf,facts_469c26cc7d24.ttl,extracted
432,paper-1209,extraction_papers/paper-1209_cfenn_a_deep_learning_framework_for_image_based_pantograph_contact_force_monitoring.pdf,facts_cff6cc30ff52.ttl,extracted
433,paper-1210,extraction_papers/paper-1210_digital_twin_enabled_predictive_maintenance_framework_for_smart_manufacturing_systems.pdf,facts_afc5c3c0d8bf.ttl,extracted
434,paper-1211,extraction_papers/paper-1211_pdrnet_a_novel_physical_feature_driven_residual_network_for_motor_vibration_signal_denoising.pdf,facts_d715d990032f.ttl,extracted
435,paper-1212,extraction_papers/paper-1212_development_and_validation_of_a_cnn_lstm_fusion_model_for_multi_fault_diagnosis_in_hybrid_el.pdf,facts_4242b18c0aaa.ttl,extracted
436,paper-1214,extraction_papers/paper-1214_discrete_element_method_analysis_of_cutter_forces_and_cutter_tooth_wear_in_cutter_suction_dr.pdf,facts_150362587e21.ttl,extracted
437,paper-1218,extraction_papers/paper-1218_analysis_of_interrupting_energy_variations_in_mccbs_under_repetitive_fault_conditions_in_acc.pdf,facts_95ae1663305e.ttl,extracted
438,paper-1219,extraction_papers/paper-1219_optimized_machine_learning_for_induction_motor_fault_diagnosis_using_vibration_and_frequency.pdf,facts_a8ee4914c258.ttl,extracted
439,paper-1221,extraction_papers/paper-1221_a_self_monitoring_analysis_and_reporting_technology_dataset_of_147_496_hard_disks.pdf,facts_d89aaaea83f7.ttl,extracted
440,paper-1225,extraction_papers/paper-1225_a_data_driven_framework_for_evaluating_maintenance_crews_in_fertilizer_manufacturing_units.pdf,facts_9a0d6f9a550c.ttl,extracted
441,paper-1230,extraction_papers/paper-1230_leveraging_the_competency_of_condition_monitoring_system_for_achieving_excellence_in_operati.pdf,facts_1762d3edd470.ttl,extracted
442,paper-1231,extraction_papers/paper-1231_automated_vehicle_fault_diagnosis_and_report_generation_using_hybrid_machine_learning_with_m.pdf,facts_9a0cec89e3dc.ttl,extracted
443,paper-1232,extraction_papers/paper-1232_yolov8_ecc_enhancing_object_detection_for_power_line_asset_inspection_under_real_world_visua.pdf,facts_5bd2afb8af30.ttl,extracted
444,paper-1233,extraction_papers/paper-1233_practical_test_time_domain_adaptation_for_industrial_condition_monitoring_by_leveraging_norm.pdf,facts_fffa03ab557f.ttl,extracted
445,paper-1235,extraction_papers/paper-1235_robust_analog_gauge_reading_via_virtual_point_based_geometric_rectification_and_p2_yolo_pose.pdf,facts_0427cffaf5f0.ttl,extracted
446,paper-1236,extraction_papers/paper-1236_predictive_maintenance_programs_for_aircraft_engines_based_on_remaining_useful_life_predicti.pdf,facts_d35b7b7541e8.ttl,extracted
447,paper-1238,extraction_papers/paper-1238_infrared_thermography_and_deep_learning_based_two_stage_framework_for_fault_detection_and_in.pdf,facts_395330d7af73.ttl,extracted
448,paper-1240,extraction_papers/paper-1240_optimizing_predictive_maintenance_and_mission_assignment_to_enhance_fleet_readiness_under_un.pdf,facts_98242ea4f088.ttl,extracted
449,paper-1241,extraction_papers/paper-1241_an_intelligent_purchasing_decision_model_for_railway_wagon_components_using_a_markov_decisio.pdf,facts_7292d3ea6ac3.ttl,extracted
450,paper-1244,extraction_papers/paper-1244_maintenance_strategy_selection_and_its_impact_on_the_optimization_of_life_cycle_costs_in_ind.pdf,facts_cd65a5e76a5a.ttl,extracted
451,paper-1249,extraction_papers/paper-1249_a_data_driven_pca_ocsvm_framework_for_intelligent_monitoring_and_anomaly_detection_of_grid_c.pdf,facts_02b1e1db1ebc.ttl,extracted
452,paper-1252,extraction_papers/paper-1252_research_on_remote_operational_condition_monitoring_system_for_fully_automatic_rice_seedling.pdf,facts_209acc5bf5ca.ttl,extracted
453,paper-1253,extraction_papers/paper-1253_experimental_and_simulative_investigation_of_an_energy_autarkic_temperature_field_based_sens.pdf,facts_e415c45cce5a.ttl,extracted
454,paper-1258,extraction_papers/paper-1258_a_multi_data_fusion_based_bearing_load_prediction_model_for_elastically_supported_shafting_s.pdf,facts_3ab6eeca2c90.ttl,extracted
455,paper-1261,extraction_papers/paper-1261_trend_factor_smoothing_and_tasmanian_devil_optimization_based_siamese_neural_network_for_ano.pdf,facts_7d0c9939df48.ttl,extracted
456,paper-1262,extraction_papers/paper-1262_theoretical_concept_for_in_situ_condition_monitoring_of_rotary_shaft_seals_using_surface_str.pdf,facts_0c556dd91c12.ttl,extracted
457,paper-1263,extraction_papers/paper-1263_acoustic_monitoring_of_wind_turbine_blades_using_wavelet_packet_analysis_and_1d_convolutiona.pdf,facts_427b95a7296e.ttl,extracted
458,paper-1264,extraction_papers/paper-1264_iot_enabled_wireless_communication_monitoring_and_fault_diagnosis_for_transformer_oil_condit.pdf,facts_adcf48f74d04.ttl,extracted
459,paper-1265,extraction_papers/paper-1265_self_powered_sensing_system_for_electric_vehicle_drive_condition_monitoring_and_driving_cond.pdf,facts_81284a6fcbce.ttl,extracted
460,paper-1267,extraction_papers/paper-1267_an_integrated_iot_framework_for_intelligent_vibration_based_fault_diagnosis_of_internal_comb.pdf,facts_ce3b3e6b23cd.ttl,extracted
461,paper-1268,extraction_papers/paper-1268_multi_agent_large_language_model_based_decision_tree_analysis_for_explainable_electric_vehic.pdf,facts_344967ac8b3f.ttl,extracted
462,paper-1269,extraction_papers/paper-1269_construction_and_application_of_online_vibration_frequency_response_analysis_method_for_conv.pdf,facts_c02073b390a1.ttl,extracted
463,paper-1270,extraction_papers/paper-1270_adaptive_denoising_of_partial_discharge_using_absolute_difference_optimization_versus_artifi.pdf,facts_efbab9026697.ttl,extracted
464,paper-1272,extraction_papers/paper-1272_a_machine_learning_framework_for_long_term_forecasting_of_spare_part_demand_in_end_of_life_p.pdf,facts_8cc33107cf16.ttl,duplicate_source_content
465,paper-1274,extraction_papers/paper-1274_charging_pile_fault_prediction_method_combining_whale_optimization_algorithm_and_long_short.pdf,facts_5507b191edcf.ttl,extracted
466,paper-1276,extraction_papers/paper-1276_real_time_simulation_of_gap_flow_in_the_valve_plate_cylinder_block_pair_of_axial_piston_pump.pdf,facts_8a336d5d2d6d.ttl,extracted
467,paper-1277,extraction_papers/paper-1277_metad_dt_a_reference_architecture_enabling_digital_twin_development_for_complex_engineering.pdf,facts_274a592d6e6a.ttl,extracted
468,paper-1282,extraction_papers/paper-1282_physics_informed_transfer_learning_for_predicting_engine_oil_degradation_and_rul_across_hete.pdf,facts_c8ee86acce09.ttl,extracted
469,paper-1296,extraction_papers/paper-1296_temporal_trends_and_reliability_of_computed_tomography_scanner_failures_evidence_from_a_real.pdf,facts_957375f200f0.ttl,extracted
470,paper-1299,extraction_papers/paper-1299_bearing_fault_diagnosis_based_on_avmd_and_hpo_dbn.pdf,facts_2c4885be8796.ttl,extracted
471,paper-1302,extraction_papers/paper-1302_reliability_evaluation_method_for_aeroengine_turbine_rotor_assemblies_considering_interactio.pdf,facts_7ac990669414.ttl,extracted
472,paper-1304,extraction_papers/paper-1304_digital_twin_based_intelligent_monitoring_of_industrial_systems_using_explainable_ai.pdf,facts_e39978613cc4.ttl,extracted
473,paper-1305,extraction_papers/paper-1305_making_informed_decisions_in_cutting_tool_maintenance_in_milling_a_knn_based_model_agnostic.pdf,facts_4fcf2df0b3c7.ttl,extracted
474,paper-1306,extraction_papers/paper-1306_fault_diagnosis_of_rolling_bearing_failures_using_a_multi_stage_e_cnn_gru_sam_network.pdf,facts_ebd7bf94937b.ttl,extracted
475,paper-1307,extraction_papers/paper-1307_liner_wear_prediction_using_bayesian_regression_models_and_clustering.pdf,facts_173e989f42c4.ttl,extracted
476,paper-1308,extraction_papers/paper-1308_lithium_ion_battery_rul_prediction_based_on_optimized_vmd_ssa_patchtst_algorithm.pdf,facts_c9c45d670871.ttl,extracted
477,paper-1313,extraction_papers/paper-1313_identification_of_simultaneous_soft_faults_in_analog_circuits_using_a_hybrid_pso_machine_lea.pdf,facts_7702c17c1722.ttl,extracted
478,paper-1316,extraction_papers/paper-1316_development_of_a_method_for_diagnosing_and_forecasting_power_supply_systems_for_mining_enter.pdf,facts_8eca85666146.ttl,extracted
479,paper-1317,extraction_papers/paper-1317_robustness_of_cnn_augmented_sequential_models_for_li_ion_battery_rul_prediction_under_data_s.pdf,facts_88c087b3e43b.ttl,extracted
480,paper-1318,extraction_papers/paper-1318_using_deep_learning_for_predictive_maintenance_a_study_on_exhaust_backpressure_and_power_los.pdf,facts_834e768e64ba.ttl,extracted
481,paper-1319,extraction_papers/paper-1319_intelligent_fault_diagnosis_of_bearings_using_multi_sensor_spectrogram_fusion_and_machine_le.pdf,facts_0761d601b305.ttl,extracted
482,paper-1320,extraction_papers/paper-1320_iot_device_for_detecting_abnormal_vibrations_in_motors_using_tinyml.pdf,facts_6b21f594fbb8.ttl,extracted
483,paper-1324,extraction_papers/paper-1324_ball_bearing_fault_detection_using_an_acoustic_based_machine_learning_approach.pdf,facts_2676d75af134.ttl,extracted
484,paper-1326,extraction_papers/paper-1326_rolling_bearing_remaining_useful_life_prediction_using_deep_learning_based_on_high_quality_r.pdf,facts_78176b462e77.ttl,extracted
485,paper-1327,extraction_papers/paper-1327_multi_parameter_assessment_and_validation_of_cable_insulation_using_game_theory_and_fuzzy_co.pdf,facts_48cad2c1bc0b.ttl,extracted
486,paper-1328,extraction_papers/paper-1328_tool_wear_detection_in_milling_using_convolutional_neural_networks_and_audible_sound_signals.pdf,facts_18cf238441be.ttl,extracted
487,paper-1329,extraction_papers/paper-1329_condition_monitoring_of_in_service_dfigs_working_under_non_stationary_conditions_via_nshota.pdf,facts_53766d82fa06.ttl,extracted
488,paper-1330,extraction_papers/paper-1330_moekan_multi_scale_transformer_based_gating_kan_experts_network_for_time_series_forecasting.pdf,facts_a3f4f12b8e17.ttl,extracted
489,paper-1334,extraction_papers/paper-1334_efficient_attentive_u_net_for_fault_diagnosis_and_predictive_maintenance_of_photovoltaic_pan.pdf,facts_117847e3c530.ttl,extracted
490,paper-1335,extraction_papers/paper-1335_deep_learning_enhanced_predictive_maintenance_framework_using_industrial_internet_of_things.pdf,facts_0d06342b9b75.ttl,extracted
491,paper-1337,extraction_papers/paper-1337_time_weighted_kernel_density_for_gearbox_residual_life_prediction.pdf,facts_a312d6898c34.ttl,extracted
492,paper-1341,extraction_papers/paper-1341_acoustic_virtual_sensors_for_industrial_process_monitoring_using_non_negative_matrix_factori.pdf,facts_785cce318ec7.ttl,extracted
493,paper-1342,extraction_papers/paper-1342_resource_efficient_field_programmable_gate_array_implementation_of_an_integer_fuzzy_inferenc.pdf,facts_825647eb95f3.ttl,extracted
494,paper-1343,extraction_papers/paper-1343_power_line_communication_as_a_sensor_medium_voltage_cable_diagnostics.pdf,facts_3979e8861110.ttl,extracted
