removed_at,corpus_id,pdf_path,screening_reason_category,screening_confidence,screening_notes,title,doi
2026-06-04T15:43:31,paper-1824,extraction_papers\paper-1824_the_application_of_super_resolution_ultrasound_radiomics_models_in_predicting_the_failure_of.pdf,clinical_human_outcome,high,Ectopic pregnancy treatment outcome,The application of super-resolution ultrasound radiomics models in predicting the failure of conservative treatment for ectopic pregnancy,10.1186/s12958-025-01437-5
2026-06-04T15:43:31,paper-1839,extraction_papers\paper-1839_innovative_real_time_pressure_monitoring_system_utilizing_raspberry_pi_and_imu_for_industria.pdf,generic_nonmaintenance_ai_control,medium,Generic pressure monitoring only,Innovative real-time pressure monitoring system utilizing Raspberry Pi and IMU for industrial application,10.1038/s41598-025-08088-x
2026-06-04T15:43:31,paper-1843,extraction_papers\paper-1843_fmcw_based_contactless_heart_rate_monitoring.pdf,clinical_human_outcome,high,Heart rate monitoring,FMCW-based contactless heart rate monitoring,10.1038/s41598-025-86438-5
2026-06-04T15:43:31,paper-1857,extraction_papers\paper-1857_urinary_4_pyridoxic_acid_as_a_non_invasive_biomarker_for_evaluating_osteoarthritis_severity.pdf,clinical_human_outcome,high,Osteoarthritis biomarker severity,Urinary 4-pyridoxic acid as a non-invasive biomarker for evaluating osteoarthritis severity: findings from the ROAD study,10.1007/s40520-025-02944-6
2026-06-04T15:43:31,paper-1860,extraction_papers\paper-1860_intelligent_dual_axis_solar_tracking_system_using_plc_scada_integrated_with_an_adaptive_neur.pdf,generic_nonmaintenance_ai_control,high,Solar tracking energy control,Intelligent Dual-Axis Solar Tracking System Using PLC-SCADA Integrated with an Adaptive Neuro-Fuzzy Predictive Control Algorithm for Maximized PV Energy Harvesting,10.14445/23488379/IJEEE-V12I12P107
2026-06-04T15:43:31,paper-1877,extraction_papers\paper-1877_uncovering_the_influence_of_operational_factors_on_manufacturing_efficiency_with_real_time_d.pdf,generic_nonmaintenance_ai_control,medium,Manufacturing efficiency analysis,Uncovering the Influence of Operational Factors on Manufacturing Efficiency with Real Time Data,10.1038/s41598-025-22776-8
2026-06-04T15:43:31,paper-1878,extraction_papers\paper-1878_participatory_management_of_rainwater_in_informal_urban_contexts_case_study_of_san_isidro_pa.pdf,environment_natural_system,high,Rainwater quality project,"Participatory Management of Rainwater in Informal Urban Contexts: Case Study of San Isidro Patios, Bogotá, Colombia",10.3390/w17223236
2026-06-04T15:43:31,paper-1879,extraction_papers\paper-1879_ai_integration_in_energy_management_enhancing_efficiency_in_italian_hospitals.pdf,generic_nonmaintenance_ai_control,high,Hospital energy management survey,AI integration in energy management: enhancing efficiency in Italian hospitals,10.1186/s13561-025-00638-3
2026-06-04T15:43:31,paper-1888,extraction_papers\paper-1888_ml_based_classification_models_for_assessing_workpiece_dimensional_accuracy.pdf,generic_nonmaintenance_ai_control,high,Workpiece quality assessment,ML-Based Classification Models for Assessing Workpiece Dimensional Accuracy,10.24846/v34i4y202502
2026-06-04T15:43:31,paper-1896,extraction_papers\paper-1896_noise_aware_hybrid_compression_of_deep_models_with_zero_shot_denoising_and_failure_predictio.pdf,software_it_cyber,high,Image compression model failures,Noise-Aware Hybrid Compression of Deep Models with Zero-Shot Denoising and Failure Prediction,10.3390/app152412882
2026-06-04T15:43:31,paper-1905,extraction_papers\paper-1905_on_nsw_accelerating_high_dimensional_vector_search_on_edge_devices_with_gpu_optimized_nsw.pdf,software_it_cyber,high,Vector search algorithm,ON-NSW: Accelerating High-Dimensional Vector Search on Edge Devices with GPU-Optimized NSW,10.3390/s25206461
2026-06-04T15:43:31,paper-1913,extraction_papers\paper-1913_multi_sensor_remote_sensing_captures_geometry_and_slow_to_fast_sliding_transition_of_the_201.pdf,environment_natural_system,high,Natural landslide monitoring,Multi-sensor remote sensing captures geometry and slow-to-fast sliding transition of the 2017 Mud Creek landslide,10.1038/s41598-025-11399-8
2026-06-04T15:43:31,paper-1916,extraction_papers\paper-1916_fedresilience_a_federated_classification_system_to_ensure_critical_lte_communications_during.pdf,software_it_cyber,high,LTE coverage classification,FedResilience: A Federated Classification System to Ensure Critical LTE Communications During Natural Disasters,10.3390/systems13100866
2026-06-04T15:43:31,paper-1929,extraction_papers\paper-1929_evaluation_of_volumetric_water_content_in_sand_by_centrifuge_modelling_of_vertical_rainwater.pdf,environment_natural_system,high,Slope soil water prediction,Evaluation of volumetric water content in sand by centrifuge modelling of vertical rainwater infiltration,10.1186/s40677-025-00351-7
2026-06-04T15:43:31,paper-1930,extraction_papers\paper-1930_an_iov_based_real_time_telemetry_and_monitoring_system_for_electric_racing_vehicles_design_i.pdf,generic_nonmaintenance_ai_control,medium,Vehicle telemetry without maintenance,"An IoV-Based Real-Time Telemetry and Monitoring System for Electric Racing Vehicles: Design, Implementation, and Field Validation",10.3390/vehicles7040128
2026-06-04T15:43:31,paper-1944,extraction_papers\paper-1944_student_dropout_prediction_through_machine_learning_optimization_insights_from_moodle_log_da.pdf,business_social_finance,high,Student dropout prediction,Student dropout prediction through machine learning optimization: insights from moodle log data,10.1038/s41598-025-93918-1
2026-06-04T15:43:31,paper-1947,extraction_papers\paper-1947_artificial_intelligence_and_landscape_sustainability_comparative_insights_from_urban_sports.pdf,environment_natural_system,medium,Urban landscape sustainability,Artificial Intelligence and Landscape Sustainability: Comparative Insights from Urban Sports and Recreation Areas in Turkey and Lithuania,10.3390/land14122330
2026-06-04T15:43:31,paper-1960,extraction_papers\paper-1960_lightweight_signal_processing_and_edge_ai_for_real_time_anomaly_detection_in_iot_sensor_netw.pdf,software_it_cyber,medium,Generic IoT anomaly detection,Lightweight Signal Processing and Edge AI for Real-Time Anomaly Detection in IoT Sensor Networks,10.3390/s25216629
2026-06-04T15:43:31,paper-1961,extraction_papers\paper-1961_integration_of_machine_vision_and_plc_based_control_for_scalable_quality_inspection_in_indus.pdf,generic_nonmaintenance_ai_control,high,Automated quality inspection,Integration of Machine Vision and PLC-Based Control for Scalable Quality Inspection in Industry 4.0,10.3390/s25206383
2026-06-04T15:43:31,paper-1963,extraction_papers\paper-1963_a_software_reliability_model_for_open_source_big_data_system_considering_fault_introduction.pdf,software_it_cyber,high,Software reliability model,A software reliability model for open source big data system considering fault introduction and fault removal efficiency,10.1186/s40537-025-01153-2
2026-06-04T15:43:31,paper-1965,extraction_papers\paper-1965_industrial_applications_of_large_language_models.pdf,generic_nonmaintenance_ai_control,high,Generic LLM applications,Industrial applications of large language models,10.1038/s41598-025-98483-1
2026-06-04T15:43:31,paper-1970,extraction_papers\paper-1970_optimising_the_operation_of_ships_with_artificial_intelligence_systems.pdf,generic_nonmaintenance_ai_control,medium,Ship operation optimization,Optimising the Operation of Ships with Artificial Intelligence Systems,10.2478/pomr-2025-0055
2026-06-04T15:43:31,paper-1997,extraction_papers\paper-1997_estimating_parameter_space_limits_for_industrial_processes_with_in_distribution_data.pdf,generic_nonmaintenance_ai_control,high,Generic process parameter modeling,Estimating parameter space limits for industrial processes with in-distribution data,10.1007/s11740-025-01353-y
2026-06-04T15:43:31,paper-2015,extraction_papers\paper-2015_analysis_of_the_dynamic_properties_of_the_rogowski_coil_to_improve_the_accuracy_in_power_and.pdf,other_nonmaintenance,high,Rogowski coil measurement characterization,Analysis of the Dynamic Properties of the Rogowski Coil to Improve the Accuracy in Power and Electromechanical Systems,10.3390/en18174761
2026-06-04T15:43:31,paper-2022,extraction_papers\paper-2022_a_new_microstructural_concept_and_water_free_manufacturing_of_an_al2o3_based_refractory_mate.pdf,other_nonmaintenance,high,Refractory material manufacturing study,A New Microstructural Concept and Water-Free Manufacturing of an Al2O3-Based Refractory Material for Auxiliary Equipment of Sintering Furnaces,10.3390/ma18174144
2026-06-04T15:43:31,paper-2041,extraction_papers\paper-2041_comprehensive_prediction_model_for_analysis_of_rolling_bearing_ring_waviness.pdf,generic_nonmaintenance_ai_control,high,Bearing ring quality control,Comprehensive Prediction Model for Analysis of Rolling Bearing Ring Waviness,10.3390/jmmp9070220
2026-06-04T15:43:31,paper-2044,extraction_papers\paper-2044_investigating_criticality_in_rock_failure_using_fiber_optic_strain_sensing.pdf,environment_natural_system,high,Rock failure earthquake experiment,Investigating Criticality in Rock Failure Using Fiber-Optic Strain Sensing,10.1029/2025GL115010
2026-06-04T15:43:31,paper-2045,extraction_papers\paper-2045_fully_distributed_bipartite_consensus_for_linear_multiagent_systems_with_dynamic_event_trigg.pdf,generic_nonmaintenance_ai_control,high,Multiagent consensus control theory,Fully-Distributed Bipartite Consensus for Linear Multiagent Systems with Dynamic Event-Triggered Mechanism Under Signed Topology Network,10.3390/act14090451
2026-06-04T15:43:31,paper-2046,extraction_papers\paper-2046_an_ontology_proposal_for_implementing_digital_twins_in_hospitality_the_case_of_front_end_ser.pdf,business_social_finance,high,Hospitality service optimization ontology,An Ontology Proposal for Implementing Digital Twins in Hospitality: The Case of Front-End Services,10.3390/s25144504
2026-06-04T15:43:31,paper-2054,extraction_papers\paper-2054_deep_learning_based_optimal_condition_monitoring_system_for_plant_growth_in_an_indoor_smart.pdf,biology_biotech_non_equipment,high,Plant growth monitoring control,Deep Learning-Based Optimal Condition Monitoring System for Plant Growth in an Indoor Smart Hydroponic Greenhouse,10.3390/sym17071092
2026-06-04T15:43:31,paper-2063,extraction_papers\paper-2063_machine_learning_for_1_year_graft_failure_prediction_in_lung_transplant_recipients_the_korea.pdf,clinical_human_outcome,high,Lung transplant graft failure prediction,Machine Learning for 1-Year Graft Failure Prediction in Lung Transplant Recipients: The Korean Organ Transplantation Registry,10.1111/ctr.70268
2026-06-04T15:43:31,paper-2088,extraction_papers\paper-2088_assessment_of_the_impact_of_solar_power_integration_and_ai_technologies_on_sustainable_local.pdf,business_social_finance,high,Local sustainability development assessment,Assessment of the Impact of Solar Power Integration and AI Technologies on Sustainable Local Development: A Case Study from Serbia,10.3390/su17156977
2026-06-04T15:43:31,paper-2091,extraction_papers\paper-2091_synthesis_of_pectin_hydrogels_from_grapefruit_peel_for_the_adsorption_of_heavy_metals_from_w.pdf,environment_natural_system,high,Water remediation hydrogel material,Synthesis of Pectin Hydrogels from Grapefruit Peel for the Adsorption of Heavy Metals from Water,10.3390/technologies13090403
2026-06-04T15:43:31,paper-2093,extraction_papers\paper-2093_towards_generic_failure_prediction_models_in_large_scale_distributed_computing_systems.pdf,software_it_cyber,high,Distributed computing failure prediction,Towards Generic Failure-Prediction Models in Large-Scale Distributed Computing Systems,10.3390/electronics14173386
2026-06-04T15:43:31,paper-2094,extraction_papers\paper-2094_enhancing_cold_adaptation_of_bidomain_amylases_by_high_throughput_computational_engineering.pdf,biology_biotech_non_equipment,high,Enzyme engineering biology,Enhancing Cold Adaptation of Bidomain Amylases by High-Throughput Computational Engineering,10.1002/anie.202505991
2026-06-04T15:43:31,paper-2102,extraction_papers\paper-2102_engineering_solutions_for_the_integration_of_internet_of_things_devices_and_sensors.pdf,generic_nonmaintenance_ai_control,medium,Generic IoT data processing,ENGINEERING SOLUTIONS FOR THE INTEGRATION OF INTERNET OF THINGS DEVICES AND SENSORS; [ІНЖЕНЕРНІ РІШЕННЯ ДЛЯ ІНТЕГРАЦІЇ ПРИСТРОЇВ І ДАТЧИКІВ В ІНТЕРНЕТІ РЕЧЕЙ],10.15407/techned2025.05.089
2026-06-04T15:43:31,paper-2106,extraction_papers\paper-2106_hybrid_approach_to_software_fault_prediction_using_particle_swarm_optimization_and_fuzzy_tim.pdf,software_it_cyber,high,Software fault prediction,Hybrid Approach to Software Fault Prediction Using Particle Swarm Optimization and Fuzzy Time Series,10.1002/qre.3759
2026-06-04T15:43:31,paper-2119,extraction_papers\paper-2119_developing_a_multi_region_stacking_ensemble_framework_via_scenario_based_digital_twin_simula.pdf,generic_nonmaintenance_ai_control,high,Household energy demand forecasting,Developing a Multi-Region Stacking Ensemble Framework via Scenario-Based Digital Twin Simulation for Short-Term Household Energy Demand Forecasting,10.3390/app15179569
2026-06-04T15:43:31,paper-2123,extraction_papers\paper-2123_erythrocyte_load_in_cerebrospinal_fluid_linked_with_hippocampal_atrophy_in_alzheimer_s_disea.pdf,clinical_human_outcome,high,Alzheimer clinical biomarker study,Erythrocyte Load in Cerebrospinal Fluid Linked with Hippocampal Atrophy in Alzheimer’s Disease,10.3390/JCM14134670
2026-06-04T15:43:31,paper-2130,extraction_papers\paper-2130_explainable_ai_for_correct_root_cause_analysis_of_product_quality_in_injection_moulding.pdf,generic_nonmaintenance_ai_control,high,Injection moulding quality root cause,Explainable AI for correct root cause analysis of product quality in injection moulding,10.1016/j.jmapro.2025.03.114
2026-06-04T15:43:31,paper-2147,extraction_papers\paper-2147_2d_to_3d_modification_of_chang_chang_criterion_considering_multiaxial_coupling_effects_in_fi.pdf,other_nonmaintenance,high,Composite failure criterion modeling,2D to 3D Modification of Chang–Chang Criterion Considering Multiaxial Coupling Effects in Fiber and Inter-Fiber Directions for Continuous Fiber-Reinforced Composites,10.3390/polym17172416
2026-06-04T15:43:31,paper-2154,extraction_papers\paper-2154_a_cell_surface_targeted_fluorogenic_probe_for_detection_of_sulfatase_2_activity.pdf,biology_biotech_non_equipment,high,Sulfatase probe for cells,A Cell-Surface-Targeted Fluorogenic Probe for Detection of Sulfatase 2 Activity,10.1021/acs.bioconjchem.5c00251
2026-06-04T15:43:31,paper-2159,extraction_papers\paper-2159_fedsw_tsad_swgan_based_federated_time_series_anomaly_detection.pdf,generic_nonmaintenance_ai_control,medium,Generic time series anomaly detection,FedSW-TSAD: SWGAN-Based Federated Time Series Anomaly Detection,10.3390/s25134014
2026-06-04T15:43:31,paper-2163,extraction_papers\paper-2163_shopfloor_visualization_oriented_digitalization_of_heterogeneous_equipment_for_sustainable_i.pdf,generic_nonmaintenance_ai_control,medium,Shopfloor visualization without asset health,Shopfloor Visualization-Oriented Digitalization of Heterogeneous Equipment for Sustainable Industrial Performance,10.3390/su17178030
2026-06-04T15:43:31,paper-2168,extraction_papers\paper-2168_the_development_of_a_fatigue_failure_prediction_model_for_bitumen_based_on_a_novel_accelerat.pdf,other_nonmaintenance,medium,Bitumen material fatigue testing,The Development of a Fatigue Failure Prediction Model for Bitumen Based on a Novel Accelerated Cyclic Shear Test,10.3390/ma18163729
2026-06-04T15:43:31,paper-2172,extraction_papers\paper-2172_machine_learning_traffic_flow_prediction_models_for_smart_and_sustainable_traffic_management.pdf,generic_nonmaintenance_ai_control,high,Traffic flow prediction management,Machine Learning Traffic Flow Prediction Models for Smart and Sustainable Traffic Management,10.3390/infrastructures10070155
2026-06-04T15:43:31,paper-2175,extraction_papers\paper-2175_generalized_failure_criteria_for_computational_modeling_of_dynamic_failure.pdf,other_nonmaintenance,high,Dynamic material failure criteria,Generalized Failure Criteria for Computational Modeling of Dynamic Failure,10.1007/s11665-025-11499-6
2026-06-04T15:43:31,paper-2177,extraction_papers\paper-2177_domain_knowledge_driven_method_for_threat_source_detection_and_localization_in_the_power_int.pdf,software_it_cyber,high,Power IoT cyber threat detection,Domain Knowledge-Driven Method for Threat Source Detection and Localization in the Power Internet of Things,10.3390/electronics14132725
2026-06-04T15:43:31,paper-2186,extraction_papers\paper-2186_a_data_quality_pipeline_for_industrial_environments_architecture_and_implementation.pdf,generic_nonmaintenance_ai_control,medium,Industrial data quality pipeline,A Data Quality Pipeline for Industrial Environments: Architecture and Implementation,10.3390/computers14070241
2026-06-04T15:43:31,paper-2192,extraction_papers\paper-2192_integrating_sensor_data_laboratory_analysis_and_computer_vision_in_machine_learning_driven_e.pdf,biology_biotech_non_equipment,high,Tomato freshness shelf life,"Integrating Sensor Data, Laboratory Analysis, and Computer Vision in Machine Learning-Driven E-Nose Systems for Predicting Tomato Shelf Life",10.3390/chemosensors13070255
2026-06-04T15:43:31,paper-2193,extraction_papers\paper-2193_augminded_ambient_mirror_display_notifications.pdf,other_nonmaintenance,high,Ambient mirror notification interface,Augminded: Ambient Mirror Display Notifications †,10.3390/mti9090093
2026-06-04T15:43:31,paper-2200,extraction_papers\paper-2200_integration_of_peridynamics_and_deep_learning_for_efficient_and_accurate_thermomechanical_mo.pdf,other_nonmaintenance,medium,Thermomechanical failure modeling only,Integration of Peridynamics and Deep Learning for Efficient and Accurate Thermomechanical Modeling,10.3390/app151810032
2026-06-04T15:43:31,paper-2208,extraction_papers\paper-2208_performance_optimization_and_long_term_strength_of_basic_magnesium_sulfate_cement_prepared_w.pdf,acronym_collision,high,CBM means carbonated boron mud,Performance Optimization and Long-Term Strength of Basic Magnesium Sulfate Cement Prepared with Accelerated Carbonated Boron Mud,10.3390/ma18184231
2026-06-04T15:43:31,paper-2215,extraction_papers\paper-2215_comparison_of_supervised_machine_learning_algorithms_in_heart_failure_disease.pdf,clinical_human_outcome,high,human heart failure prediction,COMPARISON OF SUPERVISED MACHINE LEARNING ALGORITHMS IN HEART FAILURE DISEASE,10.30598/barekengvol19iss4pp2739-2750
2026-06-04T15:43:31,paper-2235,extraction_papers\paper-2235_digital_twin_enabled_process_monitoring_for_a_robotic_additive_manufacturing_cell_using_wire.pdf,generic_nonmaintenance_ai_control,medium,manufacturing process quality monitoring,Digital-Twin-Enabled Process Monitoring for a Robotic Additive Manufacturing Cell Using Wire-Based Laser Metal Deposition,10.3390/pr13082335
2026-06-04T15:43:31,paper-2239,extraction_papers\paper-2239_low_cost_device_for_collecting_data_from_acceleration_sensors.pdf,other_nonmaintenance,medium,generic vibration data logger,Low-Cost Device for Collecting Data from Acceleration Sensors †,10.3390/engproc2025104010
2026-06-04T15:43:31,paper-2242,extraction_papers\paper-2242_federated_learning_driven_iot_request_scheduling_for_fault_tolerance_in_cloud_data_centers.pdf,software_it_cyber,high,cloud task fault tolerant scheduling,Federated Learning-Driven IoT Request Scheduling for Fault Tolerance in Cloud Data Centers,10.3390/math13132198
2026-06-04T15:43:31,paper-2268,extraction_papers\paper-2268_lightweight_target_detection_for_computationally_resource_constrained_and_low_cost_uav_platf.pdf,generic_nonmaintenance_ai_control,medium,generic UAV target detection,Lightweight Target Detection for Computationally Resource-Constrained and Low-cost UAV Platforms Using Dual-Weights Attention Technology,10.3837/tiis.2025.07.007
2026-06-04T15:43:31,paper-2277,extraction_papers\paper-2277_effect_of_pitch_angle_on_the_strength_of_a_tc4_helicoidal_composite_double_bolt_scarf_joint.pdf,other_nonmaintenance,medium,static joint strength design,Effect of Pitch Angle on the Strength of a TC4/Helicoidal Composite Double-Bolt Scarf Joint: A Numerical Study,10.3390/ma18173956
2026-06-04T15:43:31,paper-2278,extraction_papers\paper-2278_comprehensive_analysis_of_neural_network_inference_on_embedded_systems_response_time_calibra.pdf,generic_nonmaintenance_ai_control,high,generic embedded inference benchmarking,"Comprehensive Analysis of Neural Network Inference on Embedded Systems: Response Time, Calibration, and Model Optimisation †",10.3390/s25154769
2026-06-04T15:43:31,paper-2303,extraction_papers\paper-2303_design_and_implementation_of_an_automated_functional_testing_system_for_nv11_massage_seat_co.pdf,other_nonmaintenance,medium,manufacturing functional testing,Design and Implementation of an Automated Functional Testing System for NV11 Massage Seat Controller With Performance Optimization,10.1002/appl.70029
2026-06-04T15:43:31,paper-2310,extraction_papers\paper-2310_advancing_wildfire_monitoring_remote_sensing_techniques_and_applications_in_the_sana_river_b.pdf,environment_natural_system,high,wildfire vegetation monitoring,"Advancing wildfire monitoring: remote sensing techniques and applications in the Sana River Basin, Bosnia and Herzegovina",10.1007/s11069-025-07518-3
2026-06-04T15:43:31,paper-2334,extraction_papers\paper-2334_study_on_determining_the_efficiency_of_a_high_power_hydrogenerator_using_the_calorimetric_me.pdf,other_nonmaintenance,high,efficiency measurement not maintenance,Study on Determining the Efficiency of a High-Power Hydrogenerator Using the Calorimetric Method,10.3390/en18184813
2026-06-04T15:43:31,paper-2335,extraction_papers\paper-2335_radar_based_road_surface_classification_using_range_fast_fourier_transform_learning_models.pdf,other_nonmaintenance,medium,weather road surface safety,Radar-Based Road Surface Classification Using Range-Fast Fourier Transform Learning Models,10.3390/s25185697
2026-06-04T15:43:31,paper-2345,extraction_papers\paper-2345_active_feedback_driven_defect_band_steering_in_phononic_crystals_with_piezoelectric_defects.pdf,generic_nonmaintenance_ai_control,high,material wave control not maintenance,Active Feedback-Driven Defect-Band Steering in Phononic Crystals with Piezoelectric Defects: A Mathematical Approach,10.3390/math13132126
2026-06-04T15:43:31,paper-2350,extraction_papers\paper-2350_machine_learning_powered_kpi_framework_for_real_time_sustainable_ship_performance_management.pdf,generic_nonmaintenance_ai_control,medium,ship performance optimization,"Machine Learning-Powered KPI Framework for Real-Time, Sustainable Ship Performance Management",10.3390/jmse13081440
2026-06-04T15:43:31,paper-2367,extraction_papers\paper-2367_genome_sequencing_and_comparative_genomics_of_the_hyper_cellulolytic_fungus_talaromyces_pino.pdf,biology_biotech_non_equipment,high,fungal genome biology,Genome Sequencing and Comparative Genomics of the Hyper-Cellulolytic Fungus Talaromyces pinophilus Y117,10.3390/jof11090614
2026-06-04T15:43:31,paper-2379,extraction_papers\paper-2379_conformal_prediction_for_out_of_distribution_time_series_classification.pdf,generic_nonmaintenance_ai_control,high,generic time series classification,Conformal prediction for out-of-distribution time-series classification,10.1007/s10489-025-06708-7
2026-06-04T15:43:31,paper-2390,extraction_papers\paper-2390_latest_trends_in_the_use_of_artificial_intelligence_in_the_banking_sector.pdf,business_social_finance,high,bank failure prediction,Latest Trends in the Use of Artificial Intelligence in the Banking Sector,10.33893/FER.24.2.47
2026-06-04T15:43:31,paper-2391,extraction_papers\paper-2391_maritime_operational_intelligence_ar_iot_synergies_for_energy_efficiency_and_emissions_contr.pdf,generic_nonmaintenance_ai_control,medium,maritime energy efficiency interface,Maritime Operational Intelligence: AR-IoT Synergies for Energy Efficiency and Emissions Control,10.3390/su17177982
2026-06-04T15:43:31,paper-2392,extraction_papers\paper-2392_energy_management_and_industry_4_0_analysis_of_the_enabling_effects_of_digitalization_on_the.pdf,generic_nonmaintenance_ai_control,high,energy management digitalization review,Energy management and industry 4.0: Analysis of the enabling effects of digitalization on the implementation of energy management practices,10.1016/j.apenergy.2025.125877
2026-06-04T15:43:31,paper-2405,extraction_papers\paper-2405_failure_prediction_of_lithium_disilicate_and_composition_gradient_multilayered_zirconia_occl.pdf,other_nonmaintenance,medium,dental veneer fatigue study not maintenance,Failure Prediction of Lithium Disilicate and Composition-Gradient Multilayered Zirconia Occlusal Veneers: A Fractographic and Theoretical Analysis,10.3390/ma18184287
2026-06-04T15:43:31,paper-2427,extraction_papers\paper-2427_dual_metric_driven_thermal_fluid_coupling_modeling_and_thermal_management_optimization_for_h.pdf,generic_nonmaintenance_ai_control,high,thermal management optimization not maintenance,Dual-Metric-Driven Thermal–Fluid Coupling Modeling and Thermal Management Optimization for High-Speed Electric Multiple Unit Electrical Cabinets,10.3390/en18174693
2026-06-04T15:43:31,paper-2429,extraction_papers\paper-2429_modeling_strategies_for_conducting_wave_surveillance_using_a_swarm_of_security_drones.pdf,other_nonmaintenance,high,UAV security surveillance not maintenance,Modeling Strategies for Conducting Wave Surveillance Using a Swarm of Security Drones,10.3390/computation13080193
2026-06-04T15:43:31,paper-2435,extraction_papers\paper-2435_ductile_fracture_prediction_in_mg_zm51m_alloy_using_inverse_calibrated_damage_models.pdf,other_nonmaintenance,high,magnesium alloy fracture modeling not maintenance,Ductile Fracture Prediction in Mg-ZM51M Alloy Using Inverse-Calibrated Damage Models,10.3390/met15070722
2026-06-04T15:43:31,paper-2442,extraction_papers\paper-2442_the_good_the_bad_and_the_bankrupt_a_super_efficiency_dea_and_lasso_approach_predicting_corpo.pdf,business_social_finance,high,corporate failure prediction,"The Good, the Bad, and the Bankrupt: A Super-Efficiency DEA and LASSO Approach Predicting Corporate Failure",10.3390/jrfm18090471
2026-06-04T15:43:31,paper-2443,extraction_papers\paper-2443_failure_analysis_of_angle_ply_thin_woven_gfrp_composites_under_low_velocity_impact_and_low_t.pdf,other_nonmaintenance,high,composite impact material testing,Failure analysis of angle-ply thin woven GFRP composites under low-velocity impact and low-temperature,10.1002/pc.29716
2026-06-04T15:43:31,paper-2453,extraction_papers\paper-2453_artificial_intelligence_and_sustainable_practices_in_coastal_marinas_a_comparative_study_of.pdf,environment_natural_system,high,coastal environmental sustainability not maintenance,Artificial Intelligence and Sustainable Practices in Coastal Marinas: A Comparative Study of Monaco and Ibiza,10.3390/su17167404
2026-06-04T15:43:31,paper-2461,extraction_papers\paper-2461_firm_failure_prediction_for_small_and_medium_sized_enterprises_and_new_ventures.pdf,business_social_finance,high,firm failure prediction,Firm failure prediction for small and medium-sized enterprises and new ventures,10.1007/s11846-024-00742-4
2026-06-04T15:43:31,paper-2464,extraction_papers\paper-2464_photovoltaic_digital_twins_mathematical_modeling_vs_neural_networks_for_energy_management_in.pdf,generic_nonmaintenance_ai_control,high,PV power generation prediction only,Photovoltaic Digital Twins: Mathematical Modeling vs. Neural Networks for Energy Management in Smart Buildings,10.3390/app15168883
2026-06-04T15:43:31,paper-2475,extraction_papers\paper-2475_detecting_important_features_and_predicting_yield_from_defects_detected_by_sem_in_semiconduc.pdf,generic_nonmaintenance_ai_control,high,semiconductor yield quality prediction,Detecting Important Features and Predicting Yield from Defects Detected by SEM in Semiconductor Production,10.3390/s25134218
2026-06-04T15:43:31,paper-2480,extraction_papers\paper-2480_hybrid_cloud_based_information_and_control_system_using_lstm_dnn_neural_networks_for_optimiz.pdf,generic_nonmaintenance_ai_control,high,metallurgical process optimization,Hybrid Cloud-Based Information and Control System Using LSTM-DNN Neural Networks for Optimization of Metallurgical Production,10.3390/pr13072237
2026-06-04T15:43:31,paper-2483,extraction_papers\paper-2483_ultrasensitive_ultrasoft_buckled_crack_based_sensor_for_respiration_measurement_and_enhanced.pdf,clinical_human_outcome,high,wearable respiration monitoring,Ultrasensitive Ultrasoft Buckled Crack-Based Sensor for Respiration Measurement and Enhanced Human–Machine Interface,10.1002/aisy.202400624
2026-06-04T15:43:31,paper-2484,extraction_papers\paper-2484_twin_ai_intelligent_barrier_eddy_current_separator_with_digital_twin_and_ai_integration.pdf,generic_nonmaintenance_ai_control,high,separator performance optimization,Twin-AI: Intelligent Barrier Eddy Current Separator with Digital Twin and AI Integration,10.3390/s25154731
2026-06-04T15:43:31,paper-2487,extraction_papers\paper-2487_controllability_of_a_system_with_nonlinear_damping_devices_and_nonlinear_source_terms_in_ela.pdf,other_nonmaintenance,high,mathematical elasticity problem,"Controllability of a System with Nonlinear Damping Devices and Nonlinear Source Terms in Elasticity Problems: Existence, Time Blow-up, and Numerical Results",10.29020/nybg.ejpam.v18i3.6073
2026-06-04T15:43:31,paper-2494,extraction_papers\paper-2494_nonlinear_vibration_and_post_buckling_behaviors_of_metal_and_fgm_pipes_transporting_heavy_cr.pdf,other_nonmaintenance,high,pipe mechanics design study,Nonlinear Vibration and Post-Buckling Behaviors of Metal and FGM Pipes Transporting Heavy Crude Oil,10.3390/app15158515
2026-06-04T15:43:31,paper-2524,extraction_papers\paper-2524_optimized_cnn_lstm_tuple_aggregation_framework_with_reinforcement_learning_for_real_time_dai.pdf,generic_nonmaintenance_ai_control,high,dairy production optimization,Optimized CNN-LSTM Tuple Aggregation Framework with Reinforcement Learning for Real-Time Dairy Production Enhancement,10.14445/23488549/IJECE-V12I6P119
2026-06-04T15:43:31,paper-2527,extraction_papers\paper-2527_performance_evaluation_of_machine_learning_techniques_in_surface_morphology_and_corrosion_pr.pdf,other_nonmaintenance,high,material corrosion prediction study,Performance evaluation of machine learning techniques in surface morphology and corrosion prediction for A286 3D printed micro-lattice structures,10.1371/journal.pone.0320565
2026-06-04T15:43:31,paper-2530,extraction_papers\paper-2530_a_practical_and_sustainable_approach_to_industrial_engineering_discrete_event_simulation_wit.pdf,generic_nonmaintenance_ai_control,high,simulation education not maintenance,A Practical and Sustainable Approach to Industrial Engineering Discrete-Event Simulation with Free Mathematical and Programming Software,10.3390/su17093973
