corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-3063,excluded,generic_nonmaintenance_ai_control,medium,generic cleanup: Energy harvesting for sensors not asset maintenance,Aragonés R.; Oliver J.; Ferrer C.,"Aragonés, Raúl (55900814500); Oliver, Joan (35576325500); Ferrer, Carles (57223446974)",55900814500; 35576325500; 57223446974,Transforming Industrial Maintenance with Thermoelectric Energy Harvesting and NB-IoT: A Case Study in Oil Refinery Applications,2025,Sensors,25,3,703,,,13,10.3390/s25030703,https://www.scopus.com/pages/publications/85217820156?origin=resultslist,"Heat-intensive industries (e.g., iron and steel, aluminum, cement) and explosive sectors (e.g., oil and gas, chemical, petrochemical) face challenges in achieving Industry 4.0 goals due to the widespread adoption of industrial Internet of Things (IIoT) technologies. Wireless solutions are favored in large facilities to reduce the costs and complexities of extensive wiring. However, conventional wireless devices powered by lithium batteries have limitations, including reduced lifespan in high-temperature environments and incompatibility with explosive atmospheres, leading to high maintenance costs. This paper presents a novel approach for energy-intensive and explosive industries, which represent over 40% of the gross production revenue (GPR) in several countries. The proposed solution uses residual heat to power ATEX-certified IIoT devices, eliminating the need for batteries and maintenance. These devices are designed for condition monitoring and predictive maintenance of rotating machinery, which is common in industrial settings. The study demonstrates the successful application of this technology, highlighting its potential to reduce costs and improve safety and efficiency in challenging industrial environments. © 2025 by the authors.",carbon footprint; edge computing; energy harvesting; energy-intensive industry; LCA; LoRaWAN; NETZERO; thermoelectricity,Aluminum refining; Cement industry; Chemical industry; Concrete construction; Cost reduction; Electric towers; Lithium batteries; Niobium refining; Petrochemicals; Petroleum prospecting; Petroleum refineries; Predictive maintenance; Resource valuation; aluminum; cement; iron; lithium; oil; steel; Case-studies; Edge computing; Energy; Energy intensive industries; Industrial maintenance; LCA; LoRaWAN; NETZERO; Oil refineries; Thermoelectric energy; article; carbon footprint; case study; energy; environmental temperature; harvesting; heat; high temperature; internet of things; oil industry; Carbon footprint,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85217820156
paper-3064,included,physical_asset_maintenance,high,Robotic arm predictive maintenance,Villaverde L.; Maneetham D.; Crisnapati P.N.,"Villaverde, Louie (58083474200); Maneetham, Dechrit (36440124700); Crisnapati, Padma Nyoman (56912352900)",58083474200; 36440124700; 56912352900,Predictive Maintenance Algorithm of a Six-DoF Robotic Arm using Gradient Boosting Regression,2025,"Engineering, Technology and Applied Science Research",15,1,,19091,19098,2,10.48084/etasr.9146,https://www.scopus.com/pages/publications/85217709488?origin=resultslist,"The objective of this study is to develop a predictive maintenance algorithm for the ABB IRB 4600, a 6-axis robotic arm, using digital simulations. A variety of tests were conducted using SolidWorks, including calculations pertaining to stress, strain, fatigue, and heat. The simulations included an analysis of the materials used in the construction of the robotic arm, which are gray cast iron and aluminum alloy. The robotic arm was tested in three positions—picking, raised, and placing—with loads of 100 kg, 200 kg, and 300 kg, respectively. The findings indicated that elevated stress, strain, and displacement levels diminish the robot's operational lifespan and accelerate its deterioration over time. The placing position was found to experience the greatest stress, displacement, and strain. The fatigue test also demonstrated that after 10 million cycles, the arm had accumulated damage. The gradient boosting regression algorithm was selected as the Machine Learning (ML) algorithm for the study following a comparison of the performance of various ML regression models. This finding underscores the significance of predictive maintenance in preventing breakdowns and extending the robot's lifespan. © 2025, Dr D. Pylarinos. All rights reserved.",finite element analysis; gradient boosting regression; predictive algorithm; robotic arm; simulation,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85217709488
paper-3065,excluded,generic_nonmaintenance_ai_control,medium,Manufacturing process quality monitoring,Mujtaba A.; Islam F.; Kaeding P.; Lindemann T.; Gangadhara Prusty B.,"Mujtaba, Ahmed (57191986282); Islam, Faisal (57204468785); Kaeding, Patrick (7801590313); Lindemann, Thomas (57188575378); Gangadhara Prusty, B. (57316309200)",57191986282; 57204468785; 7801590313; 57188575378; 57316309200,Machine-learning based process monitoring for automated composites manufacturing,2025,Journal of Intelligent Manufacturing,36,2,106160,1095,1110,26,10.1007/s10845-023-02282-2,https://www.scopus.com/pages/publications/85181212577?origin=resultslist,"Automated fibre placement (AFP) is an advanced robotic manufacturing technique which can overcome the challenges of traditional composite manufacturing. The interlaminar strength of AFP-manufactured composites depends on the in-situ thermal history during manufacturing. The thermal history is controlled by the choice of processing conditions and improper interfacial temperatures may result in insufficient bonding. Being able to better predict such maintenance issues in real-time is an important focus of smart manufacturing and Industry 4.0 to improve manufacturing operations. The data analysis of real-time temperature measurements during AFP composites manufacturing requires the temperature profiles from Finite Element Analysis (FEA) based simulations of the AFP process to better predict the quality of layup. However, the FEA simulations of the AFP process are computationally expensive. This study focuses on developing a digital tool enabling real-time process monitoring and predictive maintenance of the AFP process. The digital tool constitutes a machine learning-based surrogate model based on results from Finite Element Analysis (FEA) simulations of the AFP process to predict the in-situ thermal profile during AFP manufacturing. Multivariate Linear Regression, Multivariate Polynomial Regression, Support Vector Machine, Random Forest and Artificial Neural Network (ANN)-based models are compared to conclude that ANN based surrogate model performs best by predicting the important parameters of thermal profiles with a mean absolute percentage error of 1.56% on additional test data and reducing the time by four orders of magnitude as compared to FEA simulations. The predicted thermal profile can be compared with the real-time in-situ temperatures during manufacturing to predict the quality of the layup. A GUI application is developed to provide predicted thermal profiles data for analysis in conjunction with real-time temperatures during manufacturing enabling monitoring and predictive maintenance of the AFP process and paving way for the development of a digital twin of the AFP composites manufacturing process. © The Author(s) 2023.",Automated fibre placement (AFP); Digital twin; Machine learning (ML); Predictive model; Surrogate model; Thermoplastic composites,Automation; Digital devices; E-learning; Finite element method; Forecasting; Forestry; Learning systems; Neural networks; Process control; Support vector machines; Temperature measurement; Automated fiber placement; Fibre placement; Finite element analyse; Machine learning; Machine-learning; Placement process; Predictive models; Real- time; Surrogate modeling; Thermoplastic composite; Process monitoring,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85181212577
paper-3066,included,physical_asset_maintenance,high,Submersible pump failure prediction,Saptadi S.; Widodo A.; Athaillah M.F.; Ayyasyi M.F.,"Saptadi, Singgih (55320814000); Widodo, Achmad (15049049600); Athaillah, Muhammad Fitrah (59398925200); Ayyasyi, Muhammad Farid (59320327600)",55320814000; 15049049600; 59398925200; 59320327600,Implementation of machine learning methods in predicting failures in electrical submersible pump machines,2025,Multidisciplinary Science Journal,7,3,e2025137,,,4,10.31893/multiscience.2025137,https://www.scopus.com/pages/publications/85208384209?origin=resultslist,"The Electric Submersible Pump (ESP) is one of the artificial lift tools widely used in oil and gas wells. Approximately 25% of oil and gas wells have been equipped with ESP. The ESP unit excels in lifting fluid rates much larger than most other types of artificial lift. The purpose of this research is to develop a machine learning model that can predict the likelihood of ESP installation failure. By making predictions at the early stage, necessary actions can be prepared to prevent and anticipate these issues. Thus, the reduction in the amount of produced fluid can be minimized. The model in this study uses 8 input parameters, namely, motor Ampere, Frequency, Pump Intake Pressure, Temperature Motor, Output Volt, Pump Discharge Pressure, Input Voltage, and Motor Horse Power (HP). There are also 8 failure classifications for which the model will be created. The initial stage involves collecting and cleaning raw data and processing it to detect anomalies. Once the data is processed, it proceeds to the model formation and model validation stage. The method used for the model is based on the comparison of two methods, namely, decision tree and k-nearest neighbor. The output of the research is a dashboard that can display visualizations of data and the prediction results from the created model. Millions of data points are used to create a database consisting of 77 wells over the past 2 years. The model developed generates several types of failures that can be read. These failures have their own characteristic parameters. The model obtained has an accuracy rate above 90%. The output of this model includes the most likely failure prediction based on the latest input data, thus effectively addressing well problems, warning of impending failures, reducing failures, and assisting in scheduling ESP repairs and maintenance. © 2025 Malque Publishing. All rights reserved.",decision tree; ESP; failure prediction; K-nearest neighbor; machine learning,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85208384209
paper-3067,included,physical_asset_maintenance,high,Machine maintenance prediction model,Tarik M.; Mniai A.; Jebari K.; Ettouhami A.,"Tarik, Mouna (57223327334); Mniai, Ayoub (57869880000); Jebari, Khalid (46161228100); Ettouhami, Aziz (6603319221)",57223327334; 57869880000; 46161228100; 6603319221,A new model for maintenance prediction using altruistic dragonfly algorithm and support vector machine,2025,Journal of Intelligent Systems,34,1,20230078,,,0,10.1515/jisys-2023-0078,https://www.scopus.com/pages/publications/105001641116?origin=resultslist,"Predictive maintenance (PdM) is a proactive approach aimed at anticipating the future point of failure for a machine or a component, with the goal of reducing both the frequency and the expenses associated with unplanned downtime. Recent advances in machine learning (ML) techniques have enabled PdM to be more efficient with diverse and successful applications in various manufacturing industries. The support vector machine (SVM), a fundamental ML algorithm, is renowned for its effectiveness in addressing classification and regression tasks. Nevertheless, the successful application of SVM hinges on the careful tuning of its parameters, a process that significantly influences its predictive performance. This research seeks to optimize the selection of the regularization parameter C and the kernel parameter σ using metaheuristic methods. It suggests combining the altruistic dragonfly algorithm (ADA) with SVM to enhance the prediction of maintenance failures. The primary motive for integrating altruism into this research is the unprecedented utilization of altruistic principles within this specific area. In addition, ADA-SVM provides a balance between exploration and exploitation. This balance is achieved through the altruistic behavior of dragonflies, where they help each other find better solutions. Therefore, this model is not trapped in the local optimum. The effectiveness of the model ADA-SVM is assessed on aircraft engine sensor data in comparison with other metaheuristic optimization algorithms, namely, genetic algorithms (GA), particle swarm optimization (PSO), grey wolf optimization (GWO) and dragonfly algorithm (DA). The performance of the SVM has been improved significantly by using parameter optimization. Besides, while GA-SVM, PSO-SVM, and DA-SVM models were able to predict engine failures with 95% accuracy, and the GWO-SVM, which demonstrated a good performance in terms of accuracy compared to other metaheuristics algorithms, achieves an accuracy of 97%, the ADA-SVM reached the best accuracy value which is 98%. The findings, thus, reveal that the proposed model outperforms the other models in optimizing SVM parameters, and, therefore, improves the performance of the engines failures prediction.  © 2025 the author(s), published by De Gruyter.",altruistic dragonfly algorithm; genetic algorithms; grey wolf optimization; particle swarm optimization; predictive maintenance; support vector machine,Adaptive boosting; Aircraft engine manufacture; Gas compressors; Linear programming; Particle swarm optimization (PSO); Predictive maintenance; Support vector regression; Altruistic dragonfly algorithm; Gray wolf optimization; Gray wolves; Optimisations; Particle swarm; Particle swarm optimization; Performance; Predictive maintenance; Support vectors machine; Swarm optimization; Genetic algorithms,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105001641116
paper-3068,included,physical_asset_maintenance,high,Tool condition monitoring for welding,Meng Y.; Dong Z.; Lu K.-C.; Li S.; Shao C.,"Meng, Yuquan (57205104707); Dong, Zhiqiao (57221791105); Lu, Kuan-Chieh (58553012400); Li, Shichen (58669595400); Shao, Chenhui (36444334200)",57205104707; 57221791105; 58553012400; 58669595400; 36444334200,Meta-Learning-Based Domain Generalization for Cost-Effective Tool Condition Monitoring in Ultrasonic Metal Welding,2025,IEEE Transactions on Industrial Informatics,21,1,,653,662,12,10.1109/TII.2024.3456671,https://www.scopus.com/pages/publications/85205293315?origin=resultslist,"Online tool condition monitoring (TCM) is a pivotal capability in many manufacturing applications including ultrasonic metal welding (UMW). Effective and efficient TCM can facilitate predictive maintenance, improve product quality, and enhance productivity. Existing online TCM systems based on conventional machine learning models often require a large amount of labeled data, the collection of which is cost-prohibitive, time-consuming, and labor-intensive. Such models fail to satisfy the requirements of cost-effectiveness and agility posed by modern, reconfigurable UMW systems. As such, data-efficient TCM methods with excellent generalization ability are of vital importance. To this end, we develop a novel similarity-based meta-representation learning (SMRL) method for domain generalization. SMRL effectively learns high-level meta-knowledge that is shared among different welding scenarios or domains. Therefore, the model trained in source domains can be generalized to other domains without access to labeled data in the training phase. Case studies are performed using four welding scenarios with varied welding materials and welding parameters. It is demonstrated that the proposed method is superior to the baseline methods, including neural network, hierarchical neural network, model-agnostic meta-learning (MAML), and hierarchical MAML. Compared with the baseline methods, SMRL offers an average improvement of 15.44%-31.62% in TCM accuracy. These results show that SMRL is readily applicable to industrial applications to enable cost-effective and data-efficient TCM.  © 2005-2012 IEEE.",Cost-effective machine learning; data-efficient learning; domain generalization (DG); meta-learning; online monitoring; sensor fusion; tool condition monitoring (TCM); ultrasonic metal welding (UMW),Ultrasonic machine tools; Cost effective; Cost-effective machine learning; Data-efficient learning; Domain generalization; Efficient learning; Generalisation; Machine-learning; Metalearning; Online monitoring; Sensor fusion; Tool condition monitoring; Ultrasonic metal welding; Ultrasonic welding,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85205293315
paper-3069,included,physical_asset_maintenance,high,Engine RUL prediction,Yuan Y.; Yang Q.; Wang G.; Ren J.; Wang Z.; Qiu F.; Li K.; Liu H.,"Yuan, Yongliang (57197869880); Yang, Qingkang (58120553900); Wang, Guohu (58431144800); Ren, Jianji (57056797000); Wang, Zhenxi (57481759500); Qiu, Feng (59305109800); Li, Kunpeng (57195350465); Liu, Haiqing (58106661100)",57197869880; 58120553900; 58431144800; 57056797000; 57481759500; 59305109800; 57195350465; 58106661100,Combined improved tuna swarm optimization with graph convolutional neural network for remaining useful life of engine,2025,Quality and Reliability Engineering International,41,1,,174,191,29,10.1002/qre.3651,https://www.scopus.com/pages/publications/85202562786?origin=resultslist,"Accurate prediction of the engine's remaining useful life (RUL) is essential to ensure the safe operation of the aircraft because. However, traditional deep-learning based methods for RUL prediction has been limited by interpretability and adjustment for hyperparameters in practical applications due to the intricate potential relations during the degradation process. To address these dilemmas, an improved multi-strategy tuna swarm optimization-assisted graph convolutional neural network (IMTSO-GCN) is developed to achieve RUL prediction in this work. Specifically, mutual information is used to describe potential relationships among measured parameters so that they could be utilized in building edges for these parameters. Besides, considering that not all relational nodes will positively affect the RUL prediction and the inherent hyperparameters of the GCN are high-dimensional. Inspired by “No Free Lunch (NFL)”, IMTSO is proposed to reduce the optimization cost of hyperparameters, in which cycle chaotic mapping is employed to achieve initialization of the population for improving the uniformity of the initial population distribution. Besides, a novel adaptive approach is proposed to enhance the exploration and exploitation of tuna swarm optimization (TSO). The CMAPSS dataset was used to validate the effectiveness and advancedness of IMTSO-GCN, and the experimental results show that the R2 of the IMTSO-GCN is greater than 0.99, RMSE is less than 3, the Score error is within 1. © 2024 John Wiley & Sons Ltd.",aero-engine; graph convolutional neural network; mutual information; remaining useful life; Tuna swarm optimization,Air engines; Deep learning; Graph neural networks; Inference engines; Population statistics; Accurate prediction; Aero-engine; Convolutional neural network; Hyper-parameter; Mutual informations; Remaining useful life predictions; Remaining useful lives; Safe operation; Swarm optimization; Tuna swarm optimization; Convolutional neural networks,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85202562786
paper-3070,excluded,environment_natural_system,high,civil infra update: concrete civil infrastructure assessment,Baudrit C.; Dufau S.; Villain G.; Sbartaï Z.M.,"Baudrit, Cédric (35610146000); Dufau, Sylvain (59661184600); Villain, Géraldine (11139218100); Sbartaï, Zoubir Mehdi (12796006900)",35610146000; 59661184600; 11139218100; 12796006900,Artificial Intelligence and Non-Destructive Testing Data to Assess Concrete Sustainability of Civil Engineering Infrastructures,2025,Materials,18,4,826,,,11,10.3390/ma18040826,https://www.scopus.com/pages/publications/85219174961?origin=resultslist,"The sustainable development and preservation of natural resources have highlighted the critical need for the effective maintenance of civil engineering infrastructures. Recent advancements in technology and data digitization enable the acquisition of data from sensors on structures like bridges, tunnels, and energy production facilities. This paper explores “smart” uses of these data to optimize maintenance actions through interdisciplinary approaches, integrating artificial intelligence in civil engineering. Corrosion, a key factor affecting infrastructure health, underscores the need for robust predictive maintenance models. Supervised Machine Learning regression methods, particularly Random Forest (RF) and Artificial Neural Networks (ANNs), are investigated for predicting structural properties based on Non-Destructive Testing (NDT) data. The dataset includes various measurements such as ultrasonic, electromagnetic, and electrical on concrete samples. This study compares the performances of RF and ANN in predicting concrete characteristics, like compressive strength, elastic modulus, porosity, density, and saturation rate. The results show that, while both models exhibit strong predictive capabilities, RF generally outperforms ANN in most metrics. Additionally, SHapley Additive exPlanation (SHAP) provides insights into model decisions, ensuring transparency and interpretability. This research emphasizes the potential of integrating Machine Learning with empirical and mechanical methods to enhance infrastructure maintenance, providing a comprehensive framework for future applications. © 2025 by the authors.",Artificial Neural Network (ANN); Machine Learning; Random Forest (RF); SHapley Additive exPlanation (SHAP),Nondestructive examination; Predictive maintenance; Ultrasonic testing; Artificial neural network; Civil engineering infrastructures; Machine-learning; Neural-networks; Non destructive testing; Random forest; Random forests; Shapley; Shapley additive explanation; Testing data; Compressive strength,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85219174961
paper-3071,included,physical_asset_maintenance,high,Robot motor drive fault detection,Eang C.; Lee S.,"Eang, Chanthol (55353163700); Lee, Seungjae (58315243000)",55353163700; 58315243000,Predictive Maintenance and Fault Detection for Motor Drive Control Systems in Industrial Robots Using CNN-RNN-Based Observers,2025,Sensors,25,1,25,,,45,10.3390/s25010025,https://www.scopus.com/pages/publications/85214489547?origin=resultslist,"This research work presents an integrated method leveraging Convolutional Neural Networks and Recurrent Neural Networks (CNN-RNN) to enhance the accuracy of predictive maintenance and fault detection in DC motor drives of industrial robots. We propose a new hybrid deep learning framework that combines CNNs with RNNs to improve the accuracy of fault prediction that may occur on a DC motor drive during task processing. The CNN-RNN model determines the optimal maintenance strategy based on data collected from sensors, such as air temperature, process temperature, rotational speed, and so forth. The proposed AI model has the capacity to make highly accurate predictions and detect faults in DC motor drives, thus helping to ensure timely maintenance and reduce operational breakdowns. As a result, comparative analysis reveals that the proposed framework can achieve higher accuracy than the current existing method of combining CNN with Long Short-Term Memory networks (CNN-LSTM) as well as other CNNs, LSTMs, and traditional methods. The proposed CNN-RNN model can provide early fault detection for motor drives of industrial robots with a simpler architecture and lower complexity of the model compared to CNN-LSTM methods, which can enable the model to process faster than CNN-LSTM. It effectively extracts dynamic features and processes sequential data, achieving superior accuracy and precision in fault diagnosis, which can make it a practical and efficient solution for real-time fault detection in motor drive control systems of industrial robots. © 2024 by the authors.",CNN-LSTM; CNN-RNN; DC motor drives; fault detection; industrial robots,Convolutional neural networks; DC motors; High-entropy alloys; Industrial robots; Long short-term memory; Pneumatic control equipment; Predictive control systems; Printed circuit motors; Robustness (control systems); Solar power plants; Traction motors; CNN with long short-term memory network; Convolutional neural network; Convolutional neural network and recurrent neural network; DC motor drive; Faults detection; Memory network; Motor drive control; Neural-networks; Predictive maintenance; Short term memory; air temperature; article; control system; controlled study; convolutional neural network; deep learning; diagnosis; female; long short term memory network; prediction; recurrent neural network; sensor; temperature; velocity; Predictive maintenance,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85214489547
paper-3072,included,physical_asset_maintenance,high,EV motor digital twin monitoring,Torchio R.; Conte F.; Martin A.; Bianchi N.; De Soricellis M.; Toso F.; Pase F.; Scarpa M.; Filippini M.; Lurtz M.; Szepanski D.,"Torchio, R. (57191963450); Conte, F. (59244339400); Martin, A. (59243920600); Bianchi, N. (35228593600); De Soricellis, M. (57193652873); Toso, F. (57200138782); Pase, F. (57217676881); Scarpa, M. (59243307500); Filippini, M. (57117486900); Lurtz, M. (59243100400); Szepanski, D. (59243920700)",57191963450; 59244339400; 59243920600; 35228593600; 57193652873; 57200138782; 57217676881; 59243307500; 57117486900; 59243100400; 59243920700,Design and Experimental Validation of a Multiphysics Twin of a High-Voltage EV Motor,2025,IEEE Transactions on Transportation Electrification,11,1,,3287,3297,10,10.1109/TTE.2024.3437475,https://www.scopus.com/pages/publications/85200245729?origin=resultslist,"The integration of electric motors into various industrial and automotive applications emphasizes the critical necessity for reliable performance and operational efficiency. The advent of advanced digital technologies offers opportunities for predictive maintenance strategies. Digital twins (DTs), mathematical models simulating a system's physical behavior in real-time, present a transformative approach to enhance real-time monitoring of critical quantities, which is imperative to improve operational efficiency and minimize downtime. In this article, we explore the feasibility and efficacy of deploying real-time physics-based DTs for condition monitoring in electric motor applications. Particularly, we focus on employing on-the-edge DTs, implemented on low-power on-board microprocessors, ensuring continuous communication with the physical asset for reliable real-time monitoring. The study applies DT technology to a high-voltage high-density electric vehicle (EV) motor, assessing its predictive capabilities in a real-world scenario. Results showcase the potential of DTs in revolutionizing condition monitoring, thereby meeting the evolving operational and maintenance requirements of contemporary electric motor systems. © 2015 IEEE.",Automotive; digital twin (DT); electric motors; electric vehicle (EV); fault detection; predictive maintenance; real time,Condition based maintenance; Condition monitoring; Efficiency; Electric windings; Interactive computer systems; Traction motors; Winding; Automotives; Design validation; Digital twin; Experimental validations; High-voltages; Multi-physics; Operational efficiencies; Real - Time system; Real time monitoring; Real- time; Real time systems,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85200245729
paper-3073,included,physical_asset_maintenance,high,Rolling bearing PHM anomaly detection,Li Q.; Jiang J.; Gao Y.; Xu W.; Liu Z.,"Li, Qiang (59540451600); Jiang, Jiahao (59710192400); Gao, Yifan (59710924300); Xu, Weiwei (57218551862); Liu, Zhaozeng (57194053082)",59540451600; 59710192400; 59710924300; 57218551862; 57194053082,Adaptive Anomaly Detection of Rolling Bearings Based on an Improved Auto Encoder,2025,International Journal of Acoustics and Vibrations,30,1,,3,11,0,10.20855/ijav.2025.30.12081,https://www.scopus.com/pages/publications/105001160510?origin=resultslist,"An anomaly detection is the basis of rolling bearing prognostics and health management. The accuracy of unsupervised anomaly detection depends on the threshold, and the adaptive threshold is more suitable for industrial production. To improve the accuracy of anomaly detections and the performance of automatic recognition, an anomaly detection model of a rolling bearing and an extreme stacked denoising auto encoder (ESDAE) is proposed, based on a stacked denoising auto encoder (SDAE) and the adaptive threshold. The model’s reconstruction error and adaptive threshold automatically recognizes the early weak fault. SDAE fully extracts the features of normal data and establishes the reconstruction error index. Then, the adaptive threshold is calculated by the peak over-threshold (POT) and the reconstruction error sequence of normal data, and the threshold is updated in real time. This proposed method is applied to two public datasets for anomaly detection to evaluate its performance. The results show that the proposed model performs better than several typical anomaly detection methods. © 2025 International Institute of Acoustics and Vibrations. All rights reserved.",,Anomaly detection; Errors; Adaptive thresholds; Anomaly detection; Auto encoders; De-noising; Industrial production; Performance; Prognostic and health management; Reconstruction error; Rolling bearings; Unsupervised anomaly detection; Roller bearings,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-105001160510
paper-3074,included,physical_asset_maintenance,high,BESS RUL extension control,Yu Y.; Chen D.; Wu Y.; Wang B.; Huo Y.; Lu W.; Mi Z.,"Yu, Yang (56965816800); Chen, Dongyang (57910007900); Wu, Yuwei (57731923200); Wang, Boxiao (57731673700); Huo, Yuhang (58513195100); Lu, Wentao (57205207157); Mi, Zengqiang (8560381100)",56965816800; 57910007900; 57731923200; 57731673700; 58513195100; 57205207157; 8560381100,Dynamic Grouping Control of BESS for Remaining Useful Life Extension and Overall Energy Efficiency Improvement in Smoothing Wind Power Fluctuations,2025,CSEE Journal of Power and Energy Systems,11,3,,1141,1153,4,10.17775/CSEEJPES.2021.09530,https://www.scopus.com/pages/publications/105008017590?origin=resultslist,"Aiming at issues of life loss (LL) and overall energy efficiency (OEE) for battery energy storage system (BESS) in smoothing wind power fluctuations, a dynamic grouping control strategy of BESS for remaining useful life (RUL) extension and OEE improvement is proposed. First, grid-connected power signals are obtained. Second, a model to optimize capacity allocation for three battery groups (BGs) in BESS is established considering LL and OEE, and it is solved by the designed improved beetle swarm antennae search algorithm. Then, a dynamic grouping method is proposed to dynamically adjust the grouping state of battery units (BUs) during operation to keep good sustainable dispatchability. Then, a double-layer power allocation approach coordinated with multi-principle is designed to reduce LL and improve OEE, and also keeps consistency of state of charge for BUs simultaneously. The upper layer achieves power allocation from BESS into the three BGs and power allocation method for each BG is determined. The lower layer, considering PCS efficiency under different working conditions, finishes power allocation from each BG into BUs inside it. Subsequently, an RUL evaluation model based on the swing door trend algorithm is built to shorten required calculation time. Finally, the proposed control strategy is simulated and results compared with other strategies demonstrate the proposed strategy acquires the longest RUL and highest OEE with smoothing wind power fluctuations effectively, which verifies its correctness and validity. © 2015 CSEE.",Battery energy storage system; dynamically grouping; improved beetle swarm antennae search algorithm; overall energy efficiency improvement; power allocation; remaining useful life extension; smoothing wind power fluctuation,Battery management systems; Battery storage; Charging (batteries); Ecology; Energy efficiency; Optimization; Power control; Secondary batteries; Battery energy storage systems; Dynamically groupings; Energy efficiency improvements; Improved beetle swarm antenna search algorithm; Life extensions; Overall energy efficiency; Overall energy efficiency improvement; Power allocations; Power fluctuations; Remaining useful life extension; Remaining useful lives; Search Algorithms; Smoothing wind power fluctuation; Wind power,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105008017590
paper-3075,included,physical_asset_maintenance,high,Bearing fault diagnosis,Chen Y.; Chen Q.; Wang R.,"Chen, Yang (12785157400); Chen, Qifu (59584991900); Wang, Rui (59445637800)",12785157400; 59584991900; 59445637800,Bearing Fault Diagnosis Based on Vibration Envelope Spectral Characteristics,2025,Applied Sciences (Switzerland),15,4,2240,,,15,10.3390/app15042240,https://www.scopus.com/pages/publications/85218466841?origin=resultslist,"Deep learning methods based on neural network models have been widely applied to bearing fault classification. Although they can achieve high accuracy, they also come with significant complexity. Bearing faults often generate impact vibrations, which produce regular fault characteristic peaks on the envelope spectrum. This paper utilizes the differences in frequency and intensity of the envelope spectrum characteristic peaks under different bearing fault conditions as fault features. By combining these features with the simple and efficient Naive Bayes classifier for fault diagnosis, the algorithm complexity is reduced from the perspective of feature extraction and fault identification. The proposed method was validated using bearing fault data from the Case Western Reserve University (CWRU) dataset and the Machinery Fault Prediction Technology (MFPT) dataset. The results show that the method can classify bearing faults and achieve accurate diagnostic results. The average diagnostic accuracy for the four groups from these two datasets was 99.90% and 99.65%, respectively. The Naive Bayes classification algorithm was compared with classic algorithms in terms of classification accuracy and classification time. Additionally, the algorithm was compared with recent bearing fault diagnosis methods using the CWRU dataset in terms of algorithm complexity. The complexity of the proposed algorithm is only O(N(2280)), which is lower than that of other bearing fault diagnosis methods, where N represents the number of fault samples. This demonstrates that the method significantly reduces algorithm complexity while ensuring accuracy, improving diagnostic efficiency, enhancing the timeliness of real-time industrial bearing fault diagnosis, and reducing hardware setup and operating costs. © 2025 by the authors.",bearings fault; envelope spectrum; Hilbert demodulation; naive Bayes,Algorithms complexity; Bearing fault; Bearing fault diagnosis; Case Western Reserve University; Characteristic peaks; Envelope spectra; Fault diagnosis method; Hilbert; Hilbert demodulation; Naive bayes; Bearings (machine parts),Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85218466841
