id,update_decision,new_reason_category,confidence,notes
paper-3226,newly_exclude,generic_structural_material,high,Fracture mechanics method no maintenance use case
paper-3228,newly_exclude,generic_nonmaintenance,high,Generic reliability distribution no asset use case
paper-3233,keep,still_relevant_physical_asset_maintenance,medium,CNC chip detection prevents tool and equipment faults
paper-3237,newly_exclude,generic_nonmaintenance,medium,Mining IIoT platform lacks specific maintenance asset
paper-3247,keep,still_relevant_physical_asset_maintenance,high,Mechanical device real-time failure prediction
paper-3250,newly_exclude,generic_nonmaintenance,high,AI control overview lacks asset maintenance use case
paper-3252,newly_exclude,generic_nonmaintenance,high,Battery regrouping for second life not maintenance
paper-3257,keep,still_relevant_physical_asset_maintenance,high,Aerospace composite PHM health indicator
paper-3263,keep,still_relevant_physical_asset_maintenance,high,Transport induction motor diagnostics for predictive maintenance
paper-3264,keep,still_relevant_physical_asset_maintenance,high,Pump motor shielding sleeve fault diagnosis
paper-3266,keep,still_relevant_physical_asset_maintenance,high,Smart manufacturing PdM with scheduling decisions
paper-3295,keep,still_relevant_physical_asset_maintenance,high,Power transformer fault detection for predictive maintenance
paper-3300,keep,still_relevant_physical_asset_maintenance,high,Aerospace furnace PHM maintenance monitoring
paper-3302,keep,still_relevant_physical_asset_maintenance,medium,Dynamic system fault diagnosis with control case
paper-3308,newly_exclude,generic_structural_material,high,Composite failure mechanics without maintenance decision
paper-3310,keep,still_relevant_physical_asset_maintenance,high,Composite structure PHM and RUL prognostics
paper-3319,keep,still_relevant_physical_asset_maintenance,medium,EV battery aging and SOH modeling
paper-3322,keep,still_relevant_physical_asset_maintenance,high,Machine failure risk prediction for PdM
paper-3325,newly_exclude,generic_nonmaintenance,high,Generic RUL diffusion model lacks asset case
paper-3327,keep,still_relevant_physical_asset_maintenance,medium,Condition monitoring decision framework for maintenance
paper-3331,keep,still_relevant_physical_asset_maintenance,high,Compressor failure prediction predictive maintenance
paper-3334,keep,still_relevant_physical_asset_maintenance,high,Rolling bearing severity and RUL estimation
paper-3335,keep,still_relevant_physical_asset_maintenance,high,Industrial machinery digital twin failure prediction
paper-3343,keep,still_relevant_physical_asset_maintenance,high,Lifting dam gate failure monitoring
paper-3349,keep,still_relevant_physical_asset_maintenance,high,Composite SHM damage detection for critical assets
paper-3357,keep,still_relevant_physical_asset_maintenance,high,Bearing RUL prediction methodology
paper-3361,keep,still_relevant_physical_asset_maintenance,medium,Fault diagnosis and RUL prognosis method
paper-3363,keep,still_relevant_physical_asset_maintenance,high,Machine equipment Weibull failure prediction
paper-3367,newly_exclude,generic_nonmaintenance,high,Generic stochastic RUL model lacks asset case
paper-3370,newly_exclude,generic_nonmaintenance,high,WSN QoS prediction not physical asset maintenance
paper-3375,newly_exclude,geotechnical_natural_hazard,high,Mine ground support geotechnical monitoring
paper-3377,newly_exclude,generic_nonmaintenance,high,Generic degradation model lacks asset case
paper-3379,keep,still_relevant_physical_asset_maintenance,high,Power management system failure prediction hardware
paper-3385,keep,still_relevant_physical_asset_maintenance,high,ROADM optical hardware failure prediction
paper-3391,newly_exclude,generic_structural_material,medium,PCB reliability testing lacks maintenance decision
paper-3399,keep,still_relevant_physical_asset_maintenance,medium,Industrial compressor condition data prediction
paper-3402,keep,still_relevant_physical_asset_maintenance,high,Offshore wind gearbox pump RUL prognostics
paper-3403,keep,still_relevant_physical_asset_maintenance,medium,Helicopter vibration prediction supports maintenance
paper-3407,keep,still_relevant_physical_asset_maintenance,medium,IoT device anomaly detection for predictive maintenance
paper-3410,keep,still_relevant_physical_asset_maintenance,high,Building HVAC and lighting fault detection
paper-3411,newly_exclude,generic_nonmaintenance,medium,Circuit board segmentation for quality assurance
paper-3416,keep,still_relevant_physical_asset_maintenance,medium,PV plant environmental condition monitoring
paper-3418,keep,still_relevant_physical_asset_maintenance,high,Transformer winding fault diagnosis
paper-3421,newly_exclude,generic_nonmaintenance,medium,PHM dataset tool lacks asset use case
paper-3426,keep,still_relevant_physical_asset_maintenance,high,Mechanical engine RUL fault detection
paper-3427,keep,still_relevant_physical_asset_maintenance,medium,Vehicle condition monitoring for fleet management
paper-3429,keep,still_relevant_physical_asset_maintenance,medium,Energy harvester supports grid condition sensors
paper-3436,keep,still_relevant_physical_asset_maintenance,high,Rotary excavator failure analysis and service life
paper-3440,newly_exclude,generic_nonmaintenance,medium,Generic VAE method lacks asset maintenance case
paper-3443,keep,still_relevant_physical_asset_maintenance,high,Lithium-ion battery EOL and RUL prediction
paper-3447,keep,still_relevant_physical_asset_maintenance,medium,Wind turbine gearbox strain monitoring for reliability
paper-3454,newly_exclude,generic_nonmaintenance,high,Generic RUL transfer model lacks asset case
paper-3463,keep,still_relevant_physical_asset_maintenance,high,Aeroengine rotor unbalance diagnosis
paper-3470,keep,still_relevant_physical_asset_maintenance,medium,Vehicle predictive maintenance legal framework
paper-3471,keep,still_relevant_physical_asset_maintenance,medium,Cement pole NDT safety assessment
paper-3475,keep,still_relevant_physical_asset_maintenance,high,Pump cavitation health monitoring and RUL
paper-3485,keep,still_relevant_physical_asset_maintenance,medium,Radar displacement sensing for condition monitoring
paper-3487,newly_exclude,generic_nonmaintenance,high,Generic time series reduction lacks asset use case
paper-3498,keep,still_relevant_physical_asset_maintenance,high,Industrial robot predictive maintenance framework
paper-3512,keep,still_relevant_physical_asset_maintenance,medium,Wind turbine blade defect vibration analysis
paper-3517,keep,still_relevant_physical_asset_maintenance,medium,Smart grid component failure prediction
paper-3518,keep,still_relevant_physical_asset_maintenance,high,Station power supply failure prediction
paper-3532,newly_exclude,generic_nonmaintenance,medium,Supply chain IoT study not equipment maintenance
paper-3538,newly_exclude,generic_nonmaintenance,medium,Manufacturing quality twin not asset maintenance
paper-3541,keep,still_relevant_physical_asset_maintenance,medium,Transmission grid parameter monitoring for maintenance
paper-3546,keep,still_relevant_physical_asset_maintenance,medium,Power equipment condition monitoring network scheduling
paper-3554,keep,still_relevant_physical_asset_maintenance,high,Maintenance modeling with sequential inspections
paper-3556,keep,still_relevant_physical_asset_maintenance,high,Chip degradation monitoring and reliability prediction
paper-3560,newly_exclude,generic_nonmaintenance,medium,Product design sensors lack maintenance application
paper-3565,keep,still_relevant_physical_asset_maintenance,high,Railway track buckling predictive maintenance
paper-3570,keep,still_relevant_physical_asset_maintenance,high,Rail damage management and grinding maintenance
paper-3572,keep,still_relevant_physical_asset_maintenance,medium,Aged insulator degradation assessment
paper-3585,newly_exclude,generic_nonmaintenance,medium,Sensor calibration method not maintenance decision
paper-3589,newly_exclude,generic_nonmaintenance,high,Broad IoT review lacks asset maintenance focus
paper-3593,keep,still_relevant_physical_asset_maintenance,medium,CNC machine positioning error diagnosis
paper-3599,newly_exclude,generic_nonmaintenance,medium,Demand forecasting not asset condition maintenance
paper-3601,keep,still_relevant_physical_asset_maintenance,high,Rail roughness informs predictive maintenance planning
paper-3613,keep,still_relevant_physical_asset_maintenance,high,Bearing failure preventive monitoring
paper-3615,keep,still_relevant_physical_asset_maintenance,medium,Robotic arm digital twin for lifecycle maintenance
paper-3618,keep,still_relevant_physical_asset_maintenance,medium,Testing apparatus digital twin for maintenance
paper-3620,newly_exclude,generic_nonmaintenance,high,Rule mining review lacks asset maintenance case
paper-3622,keep,still_relevant_physical_asset_maintenance,high,SiC power module integrated condition monitoring
paper-3625,newly_exclude,heritage_culture_building,high,Construction failure monitoring lacks maintenance focus
paper-3627,newly_exclude,generic_nonmaintenance,medium,Studio workflow AI lacks clear equipment maintenance focus
paper-3631,keep,still_relevant_physical_asset_maintenance,high,Solar PV fault classification supports maintenance
paper-3654,keep,still_relevant_physical_asset_maintenance,high,Rotating machinery fault diagnosis
paper-3655,newly_exclude,generic_nonmaintenance,medium,Generic signal classification lacks asset use case
paper-3658,keep,still_relevant_physical_asset_maintenance,medium,Rail axle bearing thermal degradation analysis
paper-3665,keep,still_relevant_physical_asset_maintenance,high,Pavement digital twin enables proactive maintenance
paper-3671,keep,still_relevant_physical_asset_maintenance,high,Wheelchair part failures and servicing
paper-3675,keep,still_relevant_physical_asset_maintenance,high,Transmission line failure risk supports reliability
paper-3678,newly_exclude,heritage_culture_building,high,Heritage building conservation not equipment maintenance
paper-3686,keep,still_relevant_physical_asset_maintenance,medium,Truck drive mode classification supports diagnostics
paper-3687,keep,still_relevant_physical_asset_maintenance,high,Digital twin condition monitoring for motors and vessels
paper-3698,keep,still_relevant_physical_asset_maintenance,high,Vehicle emissions forecasting supports predictive maintenance
paper-3701,newly_exclude,generic_nonmaintenance,medium,Sensor placement method lacks specific asset case
paper-3702,keep,still_relevant_physical_asset_maintenance,high,Prognostics framework for complex assets
paper-3713,keep,still_relevant_physical_asset_maintenance,high,Motor fault classification for predictive maintenance
paper-3723,newly_exclude,generic_nonmaintenance,high,Voltage disturbance detection lacks maintenance focus
paper-3730,keep,still_relevant_physical_asset_maintenance,high,Bridge corrosion lifetime assessment includes maintenance
paper-3733,keep,still_relevant_physical_asset_maintenance,medium,Aircraft windshield reliability case supports risk assessment
paper-3735,keep,still_relevant_physical_asset_maintenance,high,Power transformer failure prediction
paper-3751,keep,still_relevant_physical_asset_maintenance,high,Bridge rehabilitation and maintenance planning
paper-3768,keep,still_relevant_physical_asset_maintenance,medium,Bicycle sensing supports pavement condition monitoring
paper-3774,newly_exclude,generic_structural_material,high,Generic structural sampling method lacks maintenance case
paper-3777,keep,still_relevant_physical_asset_maintenance,high,Road crack detection for condition monitoring
paper-3787,newly_exclude,generic_nonmaintenance,medium,Conceptual Industry 5.0 framework lacks asset case
paper-3798,newly_exclude,geotechnical_natural_hazard,high,Mine slope failure prediction
paper-3801,keep,still_relevant_physical_asset_maintenance,high,Hard drive sensor failure prediction
paper-3804,newly_exclude,geotechnical_natural_hazard,high,Tunnel construction rock deformation prediction
paper-3805,keep,still_relevant_physical_asset_maintenance,high,Roller bearing defect propagation condition monitoring
paper-3811,keep,still_relevant_physical_asset_maintenance,high,Bearing incipient fault diagnosis
paper-3813,keep,still_relevant_physical_asset_maintenance,high,Induction motor parameters support predictive maintenance
paper-3815,keep,still_relevant_physical_asset_maintenance,medium,Battery degradation informs storage asset planning
paper-3817,newly_exclude,generic_nonmaintenance,medium,Railway environmental risk framework lacks asset maintenance
paper-3830,keep,still_relevant_physical_asset_maintenance,high,HVAC filtration sensors support predictive maintenance
paper-3833,keep,still_relevant_physical_asset_maintenance,high,Transformer arcing fault condition monitoring
paper-3834,keep,still_relevant_physical_asset_maintenance,high,Building electrical equipment fault diagnosis
paper-3836,keep,still_relevant_physical_asset_maintenance,high,Boiler tube corrosion monitoring for maintenance
paper-3840,keep,still_relevant_physical_asset_maintenance,high,Industrial actuator fault diagnosis guides maintenance
paper-3842,keep,still_relevant_physical_asset_maintenance,medium,Bridge cable vibration condition monitoring
paper-3843,keep,still_relevant_physical_asset_maintenance,high,HDD reliability failure prediction
paper-3848,keep,still_relevant_physical_asset_maintenance,high,Generator demagnetisation fault diagnosis
paper-3851,keep,still_relevant_physical_asset_maintenance,high,UPS maintenance data failure prediction
paper-3852,keep,still_relevant_physical_asset_maintenance,high,Drilling tool condition monitoring
paper-3853,keep,still_relevant_physical_asset_maintenance,high,Urban drainage digital twin supports maintenance
paper-3858,keep,still_relevant_physical_asset_maintenance,high,Pavement maintenance optimization asset management
paper-3860,keep,still_relevant_physical_asset_maintenance,medium,Tyre defect inspection supports replacement decisions
paper-3865,keep,still_relevant_physical_asset_maintenance,high,PMSM parameter estimation supports condition monitoring
paper-3875,keep,still_relevant_physical_asset_maintenance,high,EV battery health monitoring and safety
paper-3895,newly_exclude,generic_nonmaintenance,medium,Generic AI benchmark on machine failure data
paper-3903,keep,still_relevant_physical_asset_maintenance,high,Fuel cell stack RUL and lifetime management
paper-3919,keep,still_relevant_physical_asset_maintenance,high,Microfluidic device lifetime prediction
paper-3922,keep,still_relevant_physical_asset_maintenance,high,Smart bearing health monitoring
paper-3937,keep,still_relevant_physical_asset_maintenance,medium,Bearing defect vibration response supports diagnosis
paper-3939,newly_exclude,generic_structural_material,medium,Lab-scale tower deflection lacks maintenance decision
paper-3952,keep,still_relevant_physical_asset_maintenance,high,Solar system predictive maintenance
paper-3953,keep,still_relevant_physical_asset_maintenance,high,Communication equipment fault and degradation prediction
paper-3954,keep,still_relevant_physical_asset_maintenance,high,UAV railway inspection and fault detection
paper-3957,keep,still_relevant_physical_asset_maintenance,high,Aircraft engine health prognostics
paper-3961,keep,still_relevant_physical_asset_maintenance,high,Injection machine servo failure prediction
paper-3964,keep,still_relevant_physical_asset_maintenance,medium,Machining control triggers cutting tool maintenance
paper-3966,keep,still_relevant_physical_asset_maintenance,medium,IGBT switch degradation and fault prediction
paper-3969,keep,still_relevant_physical_asset_maintenance,medium,Bearing repair grinding supports maintenance decisions
paper-3970,keep,still_relevant_physical_asset_maintenance,high,District heating network asset management
paper-3976,newly_exclude,generic_structural_material,high,Sensor material SHM lacks asset maintenance case
paper-3980,keep,still_relevant_physical_asset_maintenance,medium,Vehicle condition diagnostics support safety reliability
paper-3983,keep,still_relevant_physical_asset_maintenance,medium,Marine thruster seal wear monitoring
paper-3984,keep,still_relevant_physical_asset_maintenance,medium,Power equipment monitoring network
paper-3987,keep,still_relevant_physical_asset_maintenance,medium,Condition monitoring on power plant data
