corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-3564,excluded,software_it_cyber,high,IIoT intrusion detection,Gaber M.I.; Nechaevskiy A.V.,"Gaber, M.I. (57218248042); Nechaevskiy, A.V. (56440267400)",57218248042; 56440267400,Development of advanced intrusion detection approach using machine and ensemble learning for industrial internet of things networks,2025,Computer Research and Modeling,17,5,,799,827,0,10.20537/2076-7633-2025-17-5-799-827,https://www.scopus.com/pages/publications/105022310645?origin=resultslist,"The Industrial Internet of Things (IIoT) networks plays a significant role in enhancing industrial automation systems by connecting industrial devices for real time data monitoring and predictive maintenance. However, this connectivity introduces new vulnerabilities which demand the development of advanced intrusion detection systems. The nuclear facilities are considered one of the closest examples of critical infrastructures that suffer from high vulnerability through the connectivity of IIoT networks. This paper develops a robust intrusion detection approach using machine and ensemble learning algorithms specifically determined for IIoT networks. This approach can achieve optimal performance with low time complexity suitable for real-time IIoT networks. For each algorithm, Grid Search is determined to fine-tune the hyperparameters for optimizing the performance while ensuring time computational efficiency. The proposed approach is investigated on recent IIoT intrusion detection datasets, WUSTL-IIOT-2021 and Edge-IIoT-2022 to cover a wider range of attacks with high precision and minimum false alarms. The study provides the effectiveness of ten machine and ensemble learning models on selected features of the datasets. Synthetic Minority Over-sampling Technique (SMOTE)-based multi-class balancing is used to manipulate dataset imbalances. The ensemble voting classifier is used to combine the best models with the best hyperparameters for raising their advantages to improve the performance with the least time complexity. The machine and ensemble learning algorithms are evaluated based on accuracy, precision, recall, F1 Score, and time complexity. This evaluation can discriminate the most suitable candidates for further optimization. The proposed approach is called the XCL approach that is based on Extreme Gradient Boosting (XGBoost), CatBoost (Categorical Boosting), and Light Gradient-Boosting Machine (LightGBM). It achieves high accuracy, lower false positive rate, and efficient time complexity. The results refer to the importance of ensemble strategies, algorithm selection, and hyperparameter optimization in enhancing the performance to detect the different intrusions across the IIoT datasets over the other models. The developed approach produced a higher accuracy of 99.99 % on the WUSTL-IIOT-2021 dataset and 100 % on the Edge-IIoTset dataset. Our experimental evaluations have been extended to the CIC-IDS-2017 dataset. These additional evaluations not only highlight the applicability of the XCL approach on a wide spectrum of intrusion detection scenarios but also confirm its scalability and effectiveness in real-world complex network environments. © 2025 Mohamed I. Gaber, Andrey V. Nechaevskiy.",cybersecurity; ensemble learning; industrial internet of things; intrusion detection systems; machine learning,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105022310645
paper-3565,excluded,environment_natural_system,high,civil infra update: railway track buckling,Agustin D.; Wu Q.; Bernal E.; Spiryagin M.; Cole C.,"Agustin, Dan (58805411800); Wu, Qing (55486727300); Bernal, Esteban (57130397500); Spiryagin, Maksym (23398781100); Cole, Colin (18036659400)",58805411800; 55486727300; 57130397500; 23398781100; 18036659400,Railway track buckling evaluation using rigid-flexible multibody dynamic model and machine learning,2025,Mechanics Based Design of Structures and Machines,53,6,,4830,4852,6,10.1080/15397734.2025.2456655,https://www.scopus.com/pages/publications/85216521775?origin=resultslist,"Railway track buckling poses a significant challenge in railway engineering, necessitating a rapid and reliable method for evaluating buckling risks to aid in its prediction and prevention. This study introduces an innovative surrogate model using a multilayer perceptron algorithm to streamline this evaluation process. The model offers an efficient alternative to time-consuming and computationally demanding three-dimensional track simulations while effectively incorporating the complexities of track dynamics data. The primary objective of this study is to reduce the evaluation process time while maintaining high accuracy of predictions. The methodology involves the generation of comprehensive track dynamics data derived from 3D track multibody dynamics model simulations and training the multilayer perceptron algorithm on this data. The dynamics model is a multibody system that includes a mixture of rigid bodies, flexible bodies, and nonlinear friction. Results indicate that the proposed surrogate model reduces the evaluation time by ∼98% while maintaining similar prediction accuracy, achieving 99.44% accuracy in replicating buckling scenarios identified by the 3D model. This demonstrates a significant improvement in computational efficiency without compromising prediction reliability. The study concludes that the developed model is a viable alternative tool for faster evaluation of buckling risks, laying the groundwork for advancing toward real-time evaluation of buckling risks. © 2025 The Author(s). Published with license by Taylor & Francis Group, LLC.",machine learning; predictive maintenance; Railway track buckling; railway track dynamics; risk analysis,Buckling behavior; Buckling modes; Local buckling; Predictive maintenance; Risk analysis; Risk assessment; Machine-learning; Multibody dynamics model; Multilayers perceptrons; Predictive maintenance; Railway track; Railway track buckling; Railway track dynamics; Risk analyze; Surrogate modeling; Track buckling; Buckling loads,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85216521775
paper-3566,excluded,generic_nonmaintenance_ai_control,medium,Remote control of machine only,Irawan B.; Muhlasin; Erzed N.; Herwanto A.; Rahaman M.; Mooduto H.A.,"Irawan, Bambang (57210995663); Muhlasin (60175268500); Erzed, Nixon (59894951900); Herwanto, Agus (58774200800); Rahaman, Mosiur (57217284749); Mooduto, H.A. (57200275034)",57210995663; 60175268500; 59894951900; 58774200800; 57217284749; 57200275034,Smart Control Upgrade: IoT-Enhanced Remote Management of Straightening Machine with NodeMCU ESP8266,2025,International Journal on Informatics Visualization,9,5,,1894,1902,0,10.62527/joiv.9.5.2975,https://www.scopus.com/pages/publications/105020702508?origin=resultslist,"Straightening machines are essential in the oil and gas industry. These machines are intended to straighten bent drill pipes after the drilling process. The operator must be near the straightening machine for manual operation and control. This limitation prevents the operator from monitoring the machine's performance directly and efficiently. In response to this challenge, this study proposes to use the Internet of Things to enable remote control and monitoring of the straightening machine using the NodeMCU ESP8266 microcontroller. The proposed system integrates sensors and electronic components to collect and process critical data from the straightening machine. The INTER-METH method develops an IoT system to control the straightening machine remotely. The RemoteXY cloud server receives the collected data via a Wi-Fi network using the Message Queuing Telemetry Transport protocol. This setup enables real-time data retrieval by an Android-based application. The proposed system allows the user to monitor the machine's operational status and control it remotely, thereby increasing efficiency by up to 45% and reducing the total cost of operation by about 60%. With the implementation of IoT, the operator could remotely monitor the performance of the straightening machine, thereby increasing operator safety by more than 50%. These advances improve operators' safety conditions and simplify maintenance and operational processes. In addition, future research could focus on robust data security measures. These developing systems could be operated with other industrial IoT platforms and utilize data analytics for predictive maintenance, extending the machine's life. © 2025, Politeknik Negeri Padang. All rights reserved.",IoT; nodeMCU ESP8266; remote control; remoteXY; straightening machine,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105020702508
paper-3568,excluded,clinical_human_outcome,high,Stroke nursing patient monitoring,Yu Y.; Guo H.; Tang L.; Zhou J.; Liu G.; Geng Q.,"Yu, Yawei (57223996594); Guo, Hong (56984788800); Tang, Ling (57394220300); Zhou, Jie (59721172800); Liu, Guiying (57195129743); Geng, Qingwen (58931397400)",57223996594; 56984788800; 57394220300; 59721172800; 57195129743; 58931397400,Interpretation of nursing guidelines for intravenous thrombolysis in acute ischemic stroke,2025,Journal of Integrative Nursing,7,1,,54,61,0,10.4103/jin.jin_141_24,https://www.scopus.com/pages/publications/105001709501?origin=resultslist,"The Interpretation of Nursing Guidelines for Intravenous Thrombolysis in Acute Ischemic Stroke offers comprehensive recommendations across five key domains: hospital organizational management, patient condition monitoring, complication observation and management, positioning and mobility away from the bed, and quality assurance. These Guidelines encompass all the phases of intravenous thrombolysis care for patients experiencing acute ischemic stroke. This article aims to elucidate the Guidelines by discussing their developmental background, the designation process, usage recommendations, and the interpretation of evolving perspectives, thereby providing valuable insights for clinical practice. © 2025 Journal of Integrative Nursing.",Acute ischemic stroke; guideline; guideline interpretation; intravenous thrombolysis,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105001709501
paper-3570,excluded,environment_natural_system,high,civil infra update: rail surface damage,Boyacioglu P.; Bevan A.,"Boyacioglu, Pelin (57202547443); Bevan, Adam (55172562200)",57202547443; 55172562200,Rail surface damage management through monitoring and modelling,2025,International Journal of Rail Transportation,13,2,,231,247,6,10.1080/23248378.2024.2337364,https://www.scopus.com/pages/publications/105001066450?origin=resultslist,"Rolling contact fatigue (RCF) cracking and wear significantly impact rail surfaces. The interaction between them is crucial; wear dominance can remove initiated cracks, while low wear rates may escalate crack propagation, elevating rail failure risks. Grinding, a preventive maintenance technique, removes remaining cracks, applied in fixed-interval or condition-based regimes. Operational constraints, favouring cyclic regimes, may potentially reduce rail life and increase costs. Thus, an optimal asset management strategy involves grinding based on current RCF condition and its predicted growth rate, considering its interaction with wear. London Underground employs diverse rail inspection methods, including advanced MRX-RSCM technology, to measure crack depth. Research used its measurements, developing a novel Combined Shakedown Map and Tγ approach. This predicts RCF growth under wear interaction, indicating the material to be removed by grinding. Its results are displayed for high and low rails of curved track sites, compared with monitoring measurements, enabling observation of changes in damage susceptibility and related grinding requirements over different rails. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",grinding; predictive maintenance; Rail inspection; RCF and wear modelling,Cracks; Fatigue damage; Growth rate; Preventive maintenance; Condition; Fatigue model; Predictive maintenance; Rail inspections; Rail surfaces; Rolling contact fatigue; Rolling contact fatigue and wear modeling; Rolling contact wears; Surface damages; Wear model; Grinding (machining),Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-105001066450
paper-3574,excluded,environment_natural_system,high,civil infra update: civil structural health monitoring,Zeng H.; Zhu Y.-C.,"Zeng, Hao (60219401400); Zhu, Yi-Chen (57190260779)",60219401400; 57190260779,A Dynamic Dimension Reduction Method for Structural Health Monitoring Data Based on Sparse Bayesian Inference,2025,Structural Control and Health Monitoring,2025,1,5560897,,,1,10.1155/stc/5560897,https://www.scopus.com/pages/publications/105023486311?origin=resultslist,"With the rapid development of structural health monitoring systems and sensor technologies for civil structures, various methods have been developed for condition monitoring and performance assessment based on measured structural response data. However, structural responses under working conditions are influenced by environmental and operational factors. Some of these factors are strongly correlated with structural responses, while others show weak or even negligible associations. This inconsistency often leads to data redundancy and limits the effectiveness of structural performance assessment methods. To address this issue, this paper proposes a unified Bayesian sparse Gaussian process (BSGP) model that integrates adaptive feature selection directly within a nonlinear regression framework. The proposed method can predict the structural response under different environmental conditions and prunes irrelevant environmental features simultaneously. The effectiveness of the proposed BSGP model is validated by both synthetic data and a year-long monitoring data of a full-scale bridge. The model successfully pruned all five redundant channels in the simulation and demonstrated higher prediction accuracy than a standard Gaussian process model in the bridge case study. Furthermore, the analysis reveals that the sensitivity of influencing factors such as wind speed and humidity is time dependent, showcasing the capability of the proposed method to support adaptive monitoring strategies. The proposed framework provides a robust tool for intelligent data analysis in SHM, enhancing model interpretability and offering guidance for optimizing monitoring system costs. Copyright © 2025 Hao Zeng and Yi-Chen Zhu. Structural Control and Health Monitoring published by John Wiley & Sons Ltd.",Bayesian inference; environmental effects; expectation–maximization algorithm; feature selection; structural health monitoring,Bayesian networks; Bridges; Environmental impact; Gaussian distribution; Inference engines; Optimization; Sensitivity analysis; Structural dynamics; Structural engineering; Structural health monitoring; Structural Mechanics; Bayesian; Bayesian inference; Expectations maximization algorithms; Features selection; Gaussian process models; Health monitoring; Performance assessment; Sparse Gaussian process; Structural health; Structural response; Feature extraction,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105023486311
paper-3578,excluded,generic_nonmaintenance_ai_control,medium,controversial scan: Fault classification is for abstract industrial processes/datasets with no clear physical equipment or maintenance action.,Dhibi K.; Fezai R.; Basha N.; Ibrahim G.; Ahmed Choudhury H.; Sufiyan Challiwala M.; Malluhi B.; Nounou H.; Elbashir N.; Nounou M.,"Dhibi, Khaled (57217679162); Fezai, Radhia (57197730625); Basha, Nour (55817653700); Ibrahim, Gasim (57296428300); Ahmed Choudhury, Hanif (60252170300); Sufiyan Challiwala, Mohamed (60252168200); Malluhi, Byanne (57215103063); Nounou, Hazem (6602340796); Elbashir, Nimir (6602695447); Nounou, Mohamed (56904347600)",57217679162; 57197730625; 55817653700; 57296428300; 60252170300; 60252168200; 57215103063; 6602340796; 6602695447; 56904347600,Improved Machine Learning for Multiclass Fault Classification in Industrial Processes,2025,IEEE Access,13,,,211747,211764,0,10.1109/ACCESS.2025.3633702,https://www.scopus.com/pages/publications/105022817188?origin=resultslist,"Multiclass fault classification in complex processes is challenging due to many classes, nonlinear dynamics, overlapping fault signatures, and expanding fault taxonomies. Traditional machine learning models often struggle in such settings. The goal of this paper is to develop a model-agnostic, extensible framework. The proposed methodology aims to boost any base classifier via optimization, interval-based feature selection, and intelligent binary decomposition. By restructuring a multiclass task into hierarchies of binary subproblems and linking each boundary to automatically selected statistical features, the developed method improves diagnostic accuracy and generalization. Experimental results on a large-scale dataset demonstrate improved performance compared to existing methods, achieving a high accuracy rate. Although the approach increases the computation time, the notable improvements in accuracy make the balance between precision and computation time advantageous for real-world use. © 2013 IEEE.",Anomaly detection; Bayesian optimization; binary decomposition; condition monitoring; fault diagnosis; feature selection; interval-valued data; machine learning; multiclass classification; process monitoring,Anomaly detection; Bayesian networks; Classification (of information); Electric fault currents; Failure analysis; Fault detection; Large datasets; Learning systems; Optimization; Process monitoring; Anomaly detection; Bayesian optimization; Binary decompositions; Condition; Fault classification; Faults diagnosis; Features selection; Interval-valued data; Machine-learning; Multi-class classification; Condition monitoring; Feature extraction,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105022817188
paper-3580,excluded,clinical_human_outcome,high,Fetal health risk classification,Ilham A.; Nagara T.A.P.; Kamaruddin M.; Khikmah L.; Mantoro T.,"Ilham, Ahmad (57204172803); Nagara, Thahta Ardhika Prabu (59699098900); Kamaruddin, Mudyawati (57219759372); Khikmah, Laelatul (57194041538); Mantoro, Teddy (22735122000)",57204172803; 59699098900; 57219759372; 57194041538; 22735122000,Fetal Health Risk Classification Using Important Feature Selection and Cart Model on Cardiotocography Data,2025,Informatica (Slovenia),49,1,,193,206,0,10.31449/inf.v49i1.5658,https://www.scopus.com/pages/publications/105000255071?origin=resultslist,"Fetal mortality and newborn health issues require urgent attention because of high maternal and infant mortality rates during labor, highlighting the critical need for accurate fetal condition monitoring to reduce complications. This study proposes the development of a fetal health risk classification model based on Important Feature Selection (IFS) and a Classification and Regression Tree (CART) using cardiotocography (CTG) data from the UCI Machine Learning Repository. The IFS method was used to select the most relevant features, reduce model complexity, and increase generalization to prevent overfitting. The IFS-CART model was tested with 10-fold cross-validation and showed an accuracy of 94.50%, superior to the conventional CART, which only reached 93.83%. In addition, the average values of the True Positive Rate (TPR) and True Negative Rate (TNR) also increased, indicating that this model is effective in distinguishing normal, suspected, and pathological fetal conditions. Evaluation using the area under the curve receiver operating characteristic (AUC-ROC) showed that the model had high performance in detecting at-risk conditions, with an AUC of 0.981 for the”suspect” class. This finding confirmed that IFS-CART is not only accurate but also has high interpretability, making it easy for medical personnel to use for clinical decision support. The results of this study show that IFS-CART can serve as a reliable decision support system for real-time fetal health monitoring. Further implementation is expected to improve diagnostic accuracy and prevent complications during pregnancy and labor © 2025 Slovene Society Informatika. All rights reserved.",Cardiotocography; cart; fetal health risk classification; important feature selection; machine learning in healthcare,Diagnosis; Electronic health record; Geriatrics; Neonatal monitoring; Obstetrics; Cardiotocography; Cart; Classification trees; Features selection; Fetal health risk classification; Important feature selection; Important features; Machine learning in healthcare; Machine-learning; Risk classification; Fetal monitoring,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105000255071
paper-3581,excluded,clinical_human_outcome,high,Parkinson tremor patient monitoring,Evers L.J.W.; Raykov Y.P.; Heskes T.M.; Krijthe J.H.; Bloem B.R.; Little M.A.,"Evers, Luc J. W. (57193447666); Raykov, Yordan P. (57191538281); Heskes, Tom M. (7004495581); Krijthe, Jesse H. (55613304900); Bloem, Bastiaan R. (55147745600); Little, Max A. (57203050134)",57193447666; 57191538281; 7004495581; 55613304900; 55147745600; 57203050134,Passive Monitoring of Parkinson Tremor in Daily Life: A Prototypical Network Approach,2025,Sensors,25,2,366,,,5,10.3390/s25020366,https://www.scopus.com/pages/publications/85215768410?origin=resultslist,"Objective and continuous monitoring of Parkinson’s disease (PD) tremor in free-living conditions could benefit both individual patient care and clinical trials, by overcoming the snapshot nature of clinical assessments. To enable robust detection of tremor in the context of limited amounts of labeled training data, we propose to use prototypical networks, which can embed domain expertise about the heterogeneous tremor and non-tremor sub-classes. We evaluated our approach using data from the Parkinson@Home Validation study, including 8 PD patients with tremor, 16 PD patients without tremor, and 24 age-matched controls. We used wrist accelerometer data and synchronous expert video annotations for the presence of tremor, captured during unscripted daily life activities in and around the participants’ own homes. Based on leave-one-subject-out cross-validation, we demonstrate the ability of prototypical networks to capture free-living tremor episodes. Specifically, we demonstrate that prototypical networks can be used to enforce robust performance across domain-informed sub-classes, including different tremor phenotypes and daily life activities. © 2025 by the authors.",Parkinson’s disease; passive monitoring; prototype networks; tremor detection; tremor modeling; wearable sensors,"Accelerometry; Activities of Daily Living; Aged; Female; Humans; Male; Middle Aged; Monitoring, Physiologic; Neural Networks, Computer; Parkinson Disease; Tremor; Accelerometers; Condition monitoring; Disease control; Patient monitoring; Wearable sensors; Daily life activities; Daily lives; Free livings; Parkinson tremor; Parkinson’s disease; Passive monitoring; Prototype network; Sub class; Tremor detection; Tremor modeling; accelerometry; aged; artificial neural network; daily life activity; diagnosis; female; human; male; middle aged; Parkinson disease; pathophysiology; physiologic monitoring; procedures; tremor; Neurodegenerative diseases",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85215768410
paper-3583,excluded,environment_natural_system,medium,civil infra update: railway infrastructure RCM data,Alzahrani R.A.; Easton J.M.,"Alzahrani, Rahma A. (57885037400); Easton, John M. (27169221600)",57885037400; 27169221600,A Secure and Scalable Blockchain Framework for Data Sharing and Cost Distribution in Railway Condition Monitoring,2025,IEEE Access,13,,,151491,151511,1,10.1109/ACCESS.2025.3603413,https://www.scopus.com/pages/publications/105014388793?origin=resultslist,"Remote condition monitoring (RCM) systems, supported by advancements in sensors, verification tools, and high-speed data transmission, are becoming central to the Internet of Things (IoT) in railway infrastructure. However, the data generated by RCM systems often remains siloed, restricting effective sharing and limiting cross-industry applications. To address this challenge, this paper proposes a blockchain-based framework that employs smart contracts to automate and secure agreements for RCM data sharing. The research adopts a design-and-evaluation methodology. The proposed framework integrates blockchain and smart contracts to replace traditional paper-based agreements with auditable, tamper-resistant, and decentralized mechanisms. A prototype system was developed and tested through simulations and controlled experiments reflecting railway operational conditions. Performance was evaluated using key metrics, including throughput, latency, and reliability. The results demonstrate that the system can efficiently manage large-scale data exchange with low latency and high reliability, while ensuring transparency and equitable participation without reliance on a trusted third party. These findings indicate the feasibility of deploying blockchain-enabled data-sharing platforms in the railway sector. The study concludes that the proposed framework has strong potential to transform data management practices, foster collaboration, and support innovation across the industry. © 2013 IEEE.",big data sharing; Blockchain; data monetization; Internet of Things; process automation; railway remote condition monitoring,Cost effectiveness; Data communication systems; Data Sharing; Electronic data interchange; Industrial railroads; Internet of things; Large datasets; Railroad transportation; Rails; Smart contract; Software reliability; Software testing; Virtual corporation; Big data sharing; Block-chain; Condition monitoring systems; Cost distribution; Data monetization; Data Sharing; Process automation; Railway industry; Railway remote condition monitoring; Remote condition monitoring; Blockchain; Condition monitoring,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105014388793
paper-3585,excluded,generic_nonmaintenance_ai_control,medium,generic cleanup: Sensor calibration method not maintenance decision,Zelnik R.; Ruzarovsky R.; Horak T.; Csekei M.; Michal D.; Sido J.,"Zelnik, Roman (57364214300); Ruzarovsky, Roman (57193261242); Horak, Tibor (57202369278); Csekei, Martin (6507252273); Michal, David (49663938900); Sido, Jan (58909373400)",57364214300; 57193261242; 57202369278; 6507252273; 49663938900; 58909373400,Development and Evaluation of a Calibration Methodology for Pressure-Resistive Sensors in a Specialized Diagnostic Laboratory,2025,IEEE Access,13,,,77642,77655,1,10.1109/ACCESS.2025.3563429,https://www.scopus.com/pages/publications/105003685487?origin=resultslist,"This paper presents the development and evaluation of a calibration methodology for pressure-resistive sensors, implemented within a specialised diagnostic laboratory. The approach utilises algorithmic correction, structured measurement routines, and real-time signal processing to perform sensor calibration exclusively at the software level, without requiring hardware intervention. A custom sensor profiling framework has been designed to enable precise analysis of sensor characteristics, degradation, and long-term behaviour. The calibration algorithm employs mathematical interpolation and dataset synchronisation techniques to enhance accuracy and reduce measurement uncertainty. Experimental validation demonstrated a reduction in average deviation from 18.1% to 1.1%, with an overall tolerance range of just 2.6%. These results confirm the effectiveness of the proposed methodology in improving sensor precision and stability. The system is particularly suited for industrial environments where reliable pressure sensing is essential for safety, efficiency, and predictive maintenance. © 2013 IEEE.",Autonomous calibration algorithms; diagnostic laboratories; measurement deviation reductions; pressure-resistive sensors; sensor profiles; software-level calibrations,Calibration method; Calibration methodologies; Calibration process; Diagnosis algorithms; Mathematical configuration; Measurement data analysis; Pressure resistance; Resistance sensors; Sensor calibration; Tactile sensors; Measurement theory,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105003685487
paper-3589,excluded,generic_nonmaintenance_ai_control,high,generic cleanup: Broad IoT review lacks asset maintenance focus,SUN H.,"SUN, Hua (59942392500)",59942392500,"Internet of Things-Driven Safety and Efficiency in High-Risk Environments: Challenges, Applications, and Future Directions",2025,International Journal of Advanced Computer Science and Applications,16,5,,655,664,1,10.14569/IJACSA.2025.0160563,https://www.scopus.com/pages/publications/105007905094?origin=resultslist,"The Internet of Things (IoT) is a technology that can bring about significant change in several areas, especially in high-risk situations such as industrial environments and health and safety contexts. This research study has examined many IoT applications within domains and identified their importance in improving risk management and operational efficiency strategies. IoT enables sensor networks, wearable devices, and remote monitoring systems with edge computing capabilities. Thus, it allows real-time monitoring, early threat detection, and predictive maintenance. Data analytics technologies make it easier to capture valuable information that stakeholders can use to make informed decisions and optimize workflows to improve performance. Despite the transformational promises of IoT, there are still some problems. These include security vulnerabilities, interoperability concerns, and extensive training programs. Addressing these challenges offers the opportunity to create innovative, resourceful collaboration in developing robust IoT solutions to accommodate the requirements of hazardous environments. In the coming times, further growth of IoT and integration with the latest technologies like 5G and robotics promise new ways to ensure safety and efficiency in operations. Within this study, we emphasize the role of IoT as an enabling factor in transforming dangerous areas into safe and efficient zones, assuring our readers on the safety benefits of IoT. It also provides a general perspective towards potential future research and development directions. © (2025), (Science and Information Organization). All rights reserved.",data analytics; high-risk environments; Internet of things; operational efficiency; safety,Health hazards; Health risks; Predictive maintenance; Research and development management; Data analytics; Environment and Safety; Health and safety; High risk environment; High-risk situations; Industrial environments; Industrial health; Operational efficiencies; Research studies; Safety and efficiencies; Risk management,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105007905094
paper-3591,excluded,business_social_finance,high,Managerial AI adoption outcomes,OULED LAGHZAL S.; El Ouadi A.,"OULED LAGHZAL, Sara (60515689200); El Ouadi, Abdelmajid (57223274717)",60515689200; 57223274717,Managerial Drivers and Performance Outcomes of AI Adoption in Automotive Manufacturing,2025,International Journal of Advanced Computer Science and Applications,16,11,,915,922,0,10.14569/IJACSA.2025.0161188,https://www.scopus.com/pages/publications/105026656175?origin=resultslist,"This article examines how artificial intelligence and machine learning reshape automotive manufacturing within Industry 4.0. Reported impacts include up to a 200 percent reduction in costs and a 400 percent gain in production efficiency, with controlled studies showing about a 15 percent improvement from process optimization. The largest early wins appear in quality management through computer vision and continuous inspection, followed by predictive maintenance that cuts unplanned downtime and stabilizes throughput. Supply chain and planning benefit from demand forecasting and inventory optimization that reduce bullwhip and working capital. Adoption barriers remain meaningful, including high initial investment, integration complexity, skills gaps, and trust and explainability requirements in regulated contexts. Effective programs use a common data and MLOps backbone, prioritize short cycle use cases, link model outputs to machine and recipe actions, and track value through OEE, ppm, MTBF, lead time, and service level. The discussion outlines practical steps to scale while noting evidence limitations and the need for standardized reporting on cost of ownership and time to value. © (2025), (Science and Information Organization). All Rights Reserved.",artificial intelligence; automotive manufacturing; Industry 4.0; machine learning; predictive maintenance; quality 4.0,Automation; Automotive industry; Investments; Machine learning; Optimization; Predictive maintenance; Quality management; Supply chains; % reductions; Artificial intelligence learning; Automotive manufacturing; Demand forecasting; Machine-learning; Performance outcome; Predictive maintenance; Process optimisation; Production efficiency; Quality 4.0; Learning systems,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105026656175
paper-3599,excluded,generic_nonmaintenance_ai_control,medium,generic cleanup: Demand forecasting not asset condition maintenance,Sleem A.A.; Syed M.N.,"Sleem, Ahmad Abu (57867022600); Syed, Mujahid N. (54885219900)",57867022600; 54885219900,Novel Predictive Factors to Boost Short-Term Electricity Demand Forecasting Using Machine Learning Models,2025,IEEE Access,13,,,147265,147290,1,10.1109/ACCESS.2025.3600864,https://www.scopus.com/pages/publications/105013770286?origin=resultslist,"Accurate Short-Term Load Forecasting (STLF) is essential for effective operational planning, particularly for optimizing maintenance schedules, managing power generation capacity, and ensuring grid stability. This paper presents a robust data-driven framework for STLF, focusing specifically on forecasting daily morning and evening peak electricity demand in Jordan. Multiple Machine Learning (ML) models are investigated, including Random Forest (RF), XGBoost, CatBoost, Support Vector Regression (SVR), Gradient Boosting Machines (GBM), Gaussian Process Regression (GPR), and a hybrid STL decomposition approach. Each model is accurately evaluated using Mean Absolute Error (MAE) and Mean Absolute Percentage Error (MAPE) across training and testing data sets. A key contribution of this research is the integration of diversity of features that significantly enhance prediction accuracy. In addition to temperature, the feature set includes load growth rates and comparison with last year loads, daily usage data, population growth trends, and yearly day order. Using a five-year dataset (2015-2019), GPR emerges as the most accurate model, achieving a testing MAE of 4.71 MW and MAPE of 0.20% for morning peaks, and an MAE of 4.31 MW with a MAPE of 0.15% for evening peaks. To enhance model transparency, SHAP (SHapley Additive exPlanations) analysis is applied to tree-based models (RF and CatBoost), while permutation importance is used for kernel-based models such as GPR and SVR. This enables interpretable insights into feature contributions. In summary, the proposed methodology offers a robust and reliable tool for STLF. By accounting for both daily fluctuations and trends.  © IEEE. 2025 IEEE.",demand forecasting; Electricity; energy sector; machine learning; maintenance scheduling; novel features; predictive modeling; short-term load prediction; utility planning,Decision trees; Electric load forecasting; Electric power plant loads; Electric power system stability; Forestry; Learning systems; Optimization; Prediction models; Predictive maintenance; Random forests; Statistical tests; Support vector regression; Demand forecasting; Energy sector; Gaussian process regression; Machine-learning; Maintenance scheduling; Novel feature; Predictive models; Short term load forecasting; Short term load predictions; Utility planning; Population statistics,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105013770286
