batch_index,corpus_id,filename,source_path,staged_path,staged_by
246,paper-2854,paper-2854_remaining_useful_life_prediction_for_lithium_ion_batteries_based_on_hybrid_ensembles_allied.pdf,extraction_papers/paper-2854_remaining_useful_life_prediction_for_lithium_ion_batteries_based_on_hybrid_ensembles_allied.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2854_remaining_useful_life_prediction_for_lithium_ion_batteries_based_on_hybrid_ensembles_allied.pdf,hardlink
247,paper-2855,paper-2855_remaining_useful_life_prediction_of_rolling_bearings_based_on_deep_time_frequency_synergisti.pdf,extraction_papers/paper-2855_remaining_useful_life_prediction_of_rolling_bearings_based_on_deep_time_frequency_synergisti.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2855_remaining_useful_life_prediction_of_rolling_bearings_based_on_deep_time_frequency_synergisti.pdf,hardlink
248,paper-2856,paper-2856_dynamic_balancing_and_vibration_analysis_of_rotor_turbines_methodologies_and_applications_in.pdf,extraction_papers/paper-2856_dynamic_balancing_and_vibration_analysis_of_rotor_turbines_methodologies_and_applications_in.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2856_dynamic_balancing_and_vibration_analysis_of_rotor_turbines_methodologies_and_applications_in.pdf,hardlink
249,paper-2860,paper-2860_tool_wear_prediction_based_on_multisensor_data_fusion_and_machine_learning.pdf,extraction_papers/paper-2860_tool_wear_prediction_based_on_multisensor_data_fusion_and_machine_learning.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2860_tool_wear_prediction_based_on_multisensor_data_fusion_and_machine_learning.pdf,hardlink
250,paper-2861,paper-2861_effects_of_agent_transparency_and_situation_criticality_upon_human_autonomy_trust_and_risk_p.pdf,extraction_papers/paper-2861_effects_of_agent_transparency_and_situation_criticality_upon_human_autonomy_trust_and_risk_p.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2861_effects_of_agent_transparency_and_situation_criticality_upon_human_autonomy_trust_and_risk_p.pdf,hardlink
251,paper-2862,paper-2862_improving_transformer_health_index_prediction_performance_using_machine_learning_algorithms.pdf,extraction_papers/paper-2862_improving_transformer_health_index_prediction_performance_using_machine_learning_algorithms.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2862_improving_transformer_health_index_prediction_performance_using_machine_learning_algorithms.pdf,hardlink
252,paper-2863,paper-2863_efficient_and_explainable_bearing_condition_monitoring_with_decision_tree_based_feature_lear.pdf,extraction_papers/paper-2863_efficient_and_explainable_bearing_condition_monitoring_with_decision_tree_based_feature_lear.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2863_efficient_and_explainable_bearing_condition_monitoring_with_decision_tree_based_feature_lear.pdf,hardlink
253,paper-2868,paper-2868_deep_learning_based_fault_diagnosis_via_multisensor_aware_data_for_incipient_inter_turn_shor.pdf,extraction_papers/paper-2868_deep_learning_based_fault_diagnosis_via_multisensor_aware_data_for_incipient_inter_turn_shor.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2868_deep_learning_based_fault_diagnosis_via_multisensor_aware_data_for_incipient_inter_turn_shor.pdf,hardlink
254,paper-2871,paper-2871_comparative_analysis_and_evaluation_of_ageing_forecasting_methods_for_semiconductor_devices.pdf,extraction_papers/paper-2871_comparative_analysis_and_evaluation_of_ageing_forecasting_methods_for_semiconductor_devices.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2871_comparative_analysis_and_evaluation_of_ageing_forecasting_methods_for_semiconductor_devices.pdf,hardlink
255,paper-2872,paper-2872_leveraging_working_condition_related_features_for_enhanced_cross_domain_remaining_useful_lif.pdf,extraction_papers/paper-2872_leveraging_working_condition_related_features_for_enhanced_cross_domain_remaining_useful_lif.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2872_leveraging_working_condition_related_features_for_enhanced_cross_domain_remaining_useful_lif.pdf,hardlink
256,paper-2874,paper-2874_remote_monitoring_and_diagnosis_for_building_maintenance_units_based_on_internet_of_things_s.pdf,extraction_papers/paper-2874_remote_monitoring_and_diagnosis_for_building_maintenance_units_based_on_internet_of_things_s.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2874_remote_monitoring_and_diagnosis_for_building_maintenance_units_based_on_internet_of_things_s.pdf,hardlink
257,paper-2877,paper-2877_development_of_a_fault_prediction_algorithm_for_marine_propulsion_energy_storage_system.pdf,extraction_papers/paper-2877_development_of_a_fault_prediction_algorithm_for_marine_propulsion_energy_storage_system.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2877_development_of_a_fault_prediction_algorithm_for_marine_propulsion_energy_storage_system.pdf,hardlink
258,paper-2880,paper-2880_early_stage_state_of_health_prediction_of_lithium_batteries_for_wireless_sensor_networks_usi.pdf,extraction_papers/paper-2880_early_stage_state_of_health_prediction_of_lithium_batteries_for_wireless_sensor_networks_usi.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2880_early_stage_state_of_health_prediction_of_lithium_batteries_for_wireless_sensor_networks_usi.pdf,hardlink
259,paper-2881,paper-2881_ultrasonic_beamforming_based_visual_localisation_of_minor_and_multiple_gas_leaks_using_a_mic.pdf,extraction_papers/paper-2881_ultrasonic_beamforming_based_visual_localisation_of_minor_and_multiple_gas_leaks_using_a_mic.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2881_ultrasonic_beamforming_based_visual_localisation_of_minor_and_multiple_gas_leaks_using_a_mic.pdf,hardlink
260,paper-2882,paper-2882_complex_valued_cnn_based_defect_reconstruction_of_carbon_steel_from_eddy_current_signals.pdf,extraction_papers/paper-2882_complex_valued_cnn_based_defect_reconstruction_of_carbon_steel_from_eddy_current_signals.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2882_complex_valued_cnn_based_defect_reconstruction_of_carbon_steel_from_eddy_current_signals.pdf,hardlink
261,paper-2886,paper-2886_privacy_preserving_interpretability_an_explainable_federated_learning_model_for_predictive_m.pdf,extraction_papers/paper-2886_privacy_preserving_interpretability_an_explainable_federated_learning_model_for_predictive_m.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2886_privacy_preserving_interpretability_an_explainable_federated_learning_model_for_predictive_m.pdf,hardlink
262,paper-2887,paper-2887_probabilistic_multilayer_perceptrons_for_wind_farm_condition_monitoring.pdf,extraction_papers/paper-2887_probabilistic_multilayer_perceptrons_for_wind_farm_condition_monitoring.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2887_probabilistic_multilayer_perceptrons_for_wind_farm_condition_monitoring.pdf,hardlink
263,paper-2888,paper-2888_sensor_data_imputation_for_industry_reactor_based_on_temporal_decomposition.pdf,extraction_papers/paper-2888_sensor_data_imputation_for_industry_reactor_based_on_temporal_decomposition.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2888_sensor_data_imputation_for_industry_reactor_based_on_temporal_decomposition.pdf,hardlink
264,paper-2890,paper-2890_joint_modeling_of_degradation_signals_and_time_to_event_data_for_the_prediction_of_remaining.pdf,extraction_papers/paper-2890_joint_modeling_of_degradation_signals_and_time_to_event_data_for_the_prediction_of_remaining.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2890_joint_modeling_of_degradation_signals_and_time_to_event_data_for_the_prediction_of_remaining.pdf,hardlink
265,paper-2897,paper-2897_advanced_deep_learning_framework_for_predicting_the_remaining_useful_life_of_nissan_leaf_gen.pdf,extraction_papers/paper-2897_advanced_deep_learning_framework_for_predicting_the_remaining_useful_life_of_nissan_leaf_gen.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2897_advanced_deep_learning_framework_for_predicting_the_remaining_useful_life_of_nissan_leaf_gen.pdf,hardlink
266,paper-2900,paper-2900_performer_kan_based_failure_prediction_for_igbt_with_bo_ceemdan.pdf,extraction_papers/paper-2900_performer_kan_based_failure_prediction_for_igbt_with_bo_ceemdan.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2900_performer_kan_based_failure_prediction_for_igbt_with_bo_ceemdan.pdf,hardlink
267,paper-2902,paper-2902_intelligent_thermal_condition_monitoring_for_predictive_maintenance_of_gas_turbines_using_ma.pdf,extraction_papers/paper-2902_intelligent_thermal_condition_monitoring_for_predictive_maintenance_of_gas_turbines_using_ma.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2902_intelligent_thermal_condition_monitoring_for_predictive_maintenance_of_gas_turbines_using_ma.pdf,hardlink
268,paper-2904,paper-2904_data_driven_battery_remaining_life_prediction_based_on_resnet_with_ga_optimization.pdf,extraction_papers/paper-2904_data_driven_battery_remaining_life_prediction_based_on_resnet_with_ga_optimization.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2904_data_driven_battery_remaining_life_prediction_based_on_resnet_with_ga_optimization.pdf,hardlink
269,paper-2905,paper-2905_fuzzy_particle_filtering_based_approach_for_battery_rul_prediction_with_uncertainty_reductio.pdf,extraction_papers/paper-2905_fuzzy_particle_filtering_based_approach_for_battery_rul_prediction_with_uncertainty_reductio.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2905_fuzzy_particle_filtering_based_approach_for_battery_rul_prediction_with_uncertainty_reductio.pdf,hardlink
270,paper-2906,paper-2906_a_data_driven_monitoring_system_for_a_prescriptive_maintenance_approach_supporting_reinforce.pdf,extraction_papers/paper-2906_a_data_driven_monitoring_system_for_a_prescriptive_maintenance_approach_supporting_reinforce.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2906_a_data_driven_monitoring_system_for_a_prescriptive_maintenance_approach_supporting_reinforce.pdf,hardlink
271,paper-2907,paper-2907_intelligent_operation_and_maintenance_of_wind_turbines_gearboxes_via_digital_twin_and_multi.pdf,extraction_papers/paper-2907_intelligent_operation_and_maintenance_of_wind_turbines_gearboxes_via_digital_twin_and_multi.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2907_intelligent_operation_and_maintenance_of_wind_turbines_gearboxes_via_digital_twin_and_multi.pdf,hardlink
272,paper-2908,paper-2908_joint_optimization_of_condition_based_maintenance_and_production_rate_using_reinforcement_le.pdf,extraction_papers/paper-2908_joint_optimization_of_condition_based_maintenance_and_production_rate_using_reinforcement_le.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2908_joint_optimization_of_condition_based_maintenance_and_production_rate_using_reinforcement_le.pdf,hardlink
273,paper-2912,paper-2912_research_on_bearing_remaining_useful_life_prediction_method_based_on_double_bidirectional_lo.pdf,extraction_papers/paper-2912_research_on_bearing_remaining_useful_life_prediction_method_based_on_double_bidirectional_lo.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2912_research_on_bearing_remaining_useful_life_prediction_method_based_on_double_bidirectional_lo.pdf,hardlink
274,paper-2918,paper-2918_novel_hybrid_prognostics_of_aircraft_systems.pdf,extraction_papers/paper-2918_novel_hybrid_prognostics_of_aircraft_systems.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2918_novel_hybrid_prognostics_of_aircraft_systems.pdf,hardlink
275,paper-2919,paper-2919_elevator_fault_precursor_prediction_based_on_improved_lstm_ae_algorithm_and_tso_vmd_denoisin.pdf,extraction_papers/paper-2919_elevator_fault_precursor_prediction_based_on_improved_lstm_ae_algorithm_and_tso_vmd_denoisin.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2919_elevator_fault_precursor_prediction_based_on_improved_lstm_ae_algorithm_and_tso_vmd_denoisin.pdf,hardlink
276,paper-2921,paper-2921_a_structured_data_model_for_asset_health_index_integration_in_digital_twins_of_energy_conver.pdf,extraction_papers/paper-2921_a_structured_data_model_for_asset_health_index_integration_in_digital_twins_of_energy_conver.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2921_a_structured_data_model_for_asset_health_index_integration_in_digital_twins_of_energy_conver.pdf,hardlink
277,paper-2924,paper-2924_analysis_of_skidding_characteristics_of_solid_lubricated_angular_contact_ball_bearings_durin.pdf,extraction_papers/paper-2924_analysis_of_skidding_characteristics_of_solid_lubricated_angular_contact_ball_bearings_durin.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2924_analysis_of_skidding_characteristics_of_solid_lubricated_angular_contact_ball_bearings_durin.pdf,hardlink
278,paper-2927,paper-2927_degradation_prediction_of_pemfcs_based_on_discrete_wavelet_transform_and_decoupled_echo_stat.pdf,extraction_papers/paper-2927_degradation_prediction_of_pemfcs_based_on_discrete_wavelet_transform_and_decoupled_echo_stat.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2927_degradation_prediction_of_pemfcs_based_on_discrete_wavelet_transform_and_decoupled_echo_stat.pdf,hardlink
279,paper-2928,paper-2928_research_on_remaining_useful_life_prediction_of_control_rod_drive_mechanism_rotor_components.pdf,extraction_papers/paper-2928_research_on_remaining_useful_life_prediction_of_control_rod_drive_mechanism_rotor_components.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2928_research_on_remaining_useful_life_prediction_of_control_rod_drive_mechanism_rotor_components.pdf,hardlink
280,paper-2929,paper-2929_cnn_lstm_attention_with_pso_optimization_for_temperature_and_fault_prediction_in_meat_grinde.pdf,extraction_papers/paper-2929_cnn_lstm_attention_with_pso_optimization_for_temperature_and_fault_prediction_in_meat_grinde.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2929_cnn_lstm_attention_with_pso_optimization_for_temperature_and_fault_prediction_in_meat_grinde.pdf,hardlink
281,paper-2930,paper-2930_ai_and_evolutionary_computation_for_intelligent_aviation_health_monitoring.pdf,extraction_papers/paper-2930_ai_and_evolutionary_computation_for_intelligent_aviation_health_monitoring.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2930_ai_and_evolutionary_computation_for_intelligent_aviation_health_monitoring.pdf,hardlink
282,paper-2933,paper-2933_dynamic_multibody_modeling_of_spherical_roller_bearings_with_localized_defects_for_large_sca.pdf,extraction_papers/paper-2933_dynamic_multibody_modeling_of_spherical_roller_bearings_with_localized_defects_for_large_sca.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2933_dynamic_multibody_modeling_of_spherical_roller_bearings_with_localized_defects_for_large_sca.pdf,hardlink
283,paper-2934,paper-2934_predicting_remaining_useful_life_of_induction_motor_bearings_from_motor_current_signatures_u.pdf,extraction_papers/paper-2934_predicting_remaining_useful_life_of_induction_motor_bearings_from_motor_current_signatures_u.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2934_predicting_remaining_useful_life_of_induction_motor_bearings_from_motor_current_signatures_u.pdf,hardlink
284,paper-2936,paper-2936_design_of_an_efficient_deep_learning_based_diagnostic_model_for_wind_turbine_gearboxes_using.pdf,extraction_papers/paper-2936_design_of_an_efficient_deep_learning_based_diagnostic_model_for_wind_turbine_gearboxes_using.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2936_design_of_an_efficient_deep_learning_based_diagnostic_model_for_wind_turbine_gearboxes_using.pdf,hardlink
285,paper-2937,paper-2937_umap_based_all_mlp_marine_diesel_engine_fault_detection_method.pdf,extraction_papers/paper-2937_umap_based_all_mlp_marine_diesel_engine_fault_detection_method.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2937_umap_based_all_mlp_marine_diesel_engine_fault_detection_method.pdf,hardlink
286,paper-2940,paper-2940_predictive_maintenance_for_cutter_system_of_roller_laminator.pdf,extraction_papers/paper-2940_predictive_maintenance_for_cutter_system_of_roller_laminator.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2940_predictive_maintenance_for_cutter_system_of_roller_laminator.pdf,hardlink
287,paper-2941,paper-2941_remaining_useful_life_prediction_of_airplane_engine_based_on_bidirectional_mamba_and_causal.pdf,extraction_papers/paper-2941_remaining_useful_life_prediction_of_airplane_engine_based_on_bidirectional_mamba_and_causal.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2941_remaining_useful_life_prediction_of_airplane_engine_based_on_bidirectional_mamba_and_causal.pdf,hardlink
288,paper-2942,paper-2942_forecasting_the_remaining_useful_life_of_lithium_ion_batteries_using_machine_learning_models.pdf,extraction_papers/paper-2942_forecasting_the_remaining_useful_life_of_lithium_ion_batteries_using_machine_learning_models.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2942_forecasting_the_remaining_useful_life_of_lithium_ion_batteries_using_machine_learning_models.pdf,hardlink
289,paper-2948,paper-2948_research_on_gis_circuit_breaker_fault_diagnosis_based_on_closing_transient_vibration_signals.pdf,extraction_papers/paper-2948_research_on_gis_circuit_breaker_fault_diagnosis_based_on_closing_transient_vibration_signals.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2948_research_on_gis_circuit_breaker_fault_diagnosis_based_on_closing_transient_vibration_signals.pdf,hardlink
290,paper-2949,paper-2949_predictive_maintenance_of_proton_exchange_membrane_fuel_cells_for_transportation_application.pdf,extraction_papers/paper-2949_predictive_maintenance_of_proton_exchange_membrane_fuel_cells_for_transportation_application.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2949_predictive_maintenance_of_proton_exchange_membrane_fuel_cells_for_transportation_application.pdf,hardlink
291,paper-2950,paper-2950_six_sigma_based_frequency_response_analysis_for_power_transformer_winding_deformation.pdf,extraction_papers/paper-2950_six_sigma_based_frequency_response_analysis_for_power_transformer_winding_deformation.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2950_six_sigma_based_frequency_response_analysis_for_power_transformer_winding_deformation.pdf,hardlink
292,paper-2952,paper-2952_optimization_of_aero_engine_condition_monitoring_by_autoregressive_model_analysis_based_on_w.pdf,extraction_papers/paper-2952_optimization_of_aero_engine_condition_monitoring_by_autoregressive_model_analysis_based_on_w.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2952_optimization_of_aero_engine_condition_monitoring_by_autoregressive_model_analysis_based_on_w.pdf,hardlink
293,paper-2954,paper-2954_residual_life_prediction_of_rolling_bearings_driven_by_digital_twins.pdf,extraction_papers/paper-2954_residual_life_prediction_of_rolling_bearings_driven_by_digital_twins.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2954_residual_life_prediction_of_rolling_bearings_driven_by_digital_twins.pdf,hardlink
294,paper-2956,paper-2956_k_nearest_neighbors_for_anomaly_detection_and_predictive_maintenance_in_water_pumping_system.pdf,extraction_papers/paper-2956_k_nearest_neighbors_for_anomaly_detection_and_predictive_maintenance_in_water_pumping_system.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2956_k_nearest_neighbors_for_anomaly_detection_and_predictive_maintenance_in_water_pumping_system.pdf,hardlink
295,paper-2957,paper-2957_use_of_artificial_intelligence_techniques_in_characterization_of_vibration_signals_for_appli.pdf,extraction_papers/paper-2957_use_of_artificial_intelligence_techniques_in_characterization_of_vibration_signals_for_appli.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2957_use_of_artificial_intelligence_techniques_in_characterization_of_vibration_signals_for_appli.pdf,hardlink
296,paper-2958,paper-2958_prediction_of_dissolved_gas_in_transformer_oil_based_on_variational_mode_decomposition_integ.pdf,extraction_papers/paper-2958_prediction_of_dissolved_gas_in_transformer_oil_based_on_variational_mode_decomposition_integ.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2958_prediction_of_dissolved_gas_in_transformer_oil_based_on_variational_mode_decomposition_integ.pdf,hardlink
297,paper-2961,paper-2961_hybrid_knowledge_based_and_data_driven_explainable_ai_architectures_for_intelligent_fault_di.pdf,extraction_papers/paper-2961_hybrid_knowledge_based_and_data_driven_explainable_ai_architectures_for_intelligent_fault_di.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2961_hybrid_knowledge_based_and_data_driven_explainable_ai_architectures_for_intelligent_fault_di.pdf,hardlink
298,paper-2962,paper-2962_energy_harvesting_microelectromechanical_system_for_condition_monitoring_based_on_piezoelect.pdf,extraction_papers/paper-2962_energy_harvesting_microelectromechanical_system_for_condition_monitoring_based_on_piezoelect.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2962_energy_harvesting_microelectromechanical_system_for_condition_monitoring_based_on_piezoelect.pdf,hardlink
299,paper-2966,paper-2966_multi_objective_maintenance_optimization_of_contact_networks_considering_integrated_state_pa.pdf,extraction_papers/paper-2966_multi_objective_maintenance_optimization_of_contact_networks_considering_integrated_state_pa.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2966_multi_objective_maintenance_optimization_of_contact_networks_considering_integrated_state_pa.pdf,hardlink
300,paper-2971,paper-2971_maintenance_time_prediction_for_predictive_maintenance_of_ship_engines.pdf,extraction_papers/paper-2971_maintenance_time_prediction_for_predictive_maintenance_of_ship_engines.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2971_maintenance_time_prediction_for_predictive_maintenance_of_ship_engines.pdf,hardlink
301,paper-2972,paper-2972_fault_diagnosis_in_a_2_mw_wind_turbine_drive_train_by_vibration_analysis_a_case_study.pdf,extraction_papers/paper-2972_fault_diagnosis_in_a_2_mw_wind_turbine_drive_train_by_vibration_analysis_a_case_study.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2972_fault_diagnosis_in_a_2_mw_wind_turbine_drive_train_by_vibration_analysis_a_case_study.pdf,hardlink
302,paper-2973,paper-2973_a_centralized_federated_learning_algorithm_based_multi_classification_predictive_maintenance.pdf,extraction_papers/paper-2973_a_centralized_federated_learning_algorithm_based_multi_classification_predictive_maintenance.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2973_a_centralized_federated_learning_algorithm_based_multi_classification_predictive_maintenance.pdf,hardlink
303,paper-2974,paper-2974_different_approaches_to_artificial_intelligence_based_predictive_maintenance_on_an_axle_test.pdf,extraction_papers/paper-2974_different_approaches_to_artificial_intelligence_based_predictive_maintenance_on_an_axle_test.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2974_different_approaches_to_artificial_intelligence_based_predictive_maintenance_on_an_axle_test.pdf,hardlink
304,paper-2976,paper-2976_machine_health_indicators_and_digital_twins.pdf,extraction_papers/paper-2976_machine_health_indicators_and_digital_twins.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2976_machine_health_indicators_and_digital_twins.pdf,hardlink
305,paper-2977,paper-2977_an_intelligent_fault_diagnosis_model_for_rolling_bearings_based_on_igto_optimized_vmd_and_ls.pdf,extraction_papers/paper-2977_an_intelligent_fault_diagnosis_model_for_rolling_bearings_based_on_igto_optimized_vmd_and_ls.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2977_an_intelligent_fault_diagnosis_model_for_rolling_bearings_based_on_igto_optimized_vmd_and_ls.pdf,hardlink
306,paper-2978,paper-2978_gearbox_fault_diagnosis_under_noise_and_variable_operating_conditions_using_multiscale_depth.pdf,extraction_papers/paper-2978_gearbox_fault_diagnosis_under_noise_and_variable_operating_conditions_using_multiscale_depth.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2978_gearbox_fault_diagnosis_under_noise_and_variable_operating_conditions_using_multiscale_depth.pdf,hardlink
307,paper-2979,paper-2979_prediction_models_for_remaining_life_assessment_of_pressure_vessels_a_comparative_analysis_o.pdf,extraction_papers/paper-2979_prediction_models_for_remaining_life_assessment_of_pressure_vessels_a_comparative_analysis_o.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2979_prediction_models_for_remaining_life_assessment_of_pressure_vessels_a_comparative_analysis_o.pdf,hardlink
308,paper-2982,paper-2982_analytical_and_experimental_investigation_of_nonlinear_dynamic_characteristics_of_hydrodynam.pdf,extraction_papers/paper-2982_analytical_and_experimental_investigation_of_nonlinear_dynamic_characteristics_of_hydrodynam.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2982_analytical_and_experimental_investigation_of_nonlinear_dynamic_characteristics_of_hydrodynam.pdf,hardlink
309,paper-2986,paper-2986_predictive_maintenance_and_energy_optimization_with_ai_driven_iot_framework_in_textile_manuf.pdf,extraction_papers/paper-2986_predictive_maintenance_and_energy_optimization_with_ai_driven_iot_framework_in_textile_manuf.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2986_predictive_maintenance_and_energy_optimization_with_ai_driven_iot_framework_in_textile_manuf.pdf,hardlink
310,paper-2987,paper-2987_enhanced_predictive_diagnostics_for_naval_equipment_integrating_myt_decomposition_for_advanc.pdf,extraction_papers/paper-2987_enhanced_predictive_diagnostics_for_naval_equipment_integrating_myt_decomposition_for_advanc.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2987_enhanced_predictive_diagnostics_for_naval_equipment_integrating_myt_decomposition_for_advanc.pdf,hardlink
311,paper-2989,paper-2989_experimental_validation_of_remaining_useful_life_of_electronic_boards_in_complex_avionics_sy.pdf,extraction_papers/paper-2989_experimental_validation_of_remaining_useful_life_of_electronic_boards_in_complex_avionics_sy.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2989_experimental_validation_of_remaining_useful_life_of_electronic_boards_in_complex_avionics_sy.pdf,hardlink
312,paper-2992,paper-2992_scalable_data_transformation_models_for_physics_informed_neural_networks_pinns_in_digital_tw.pdf,extraction_papers/paper-2992_scalable_data_transformation_models_for_physics_informed_neural_networks_pinns_in_digital_tw.pdf,extraction_papers/ontocast_runs/run_remaining_500_gpt-5.6-luna_20260723_010000/input/paper-2992_scalable_data_transformation_models_for_physics_informed_neural_networks_pinns_in_digital_tw.pdf,hardlink
